date,13502,13402,13403,13102,13103,13301,13104,13503,13105,13602,13106,13107,13108,13603,13109,13110,13111,13112,13113,13302,13114,13115,13116,13117,13118,13119,13504,13501,13604,13404,13121,13605,13122,13202,13123,13124,13201,13125,13126,13127,13128,13401,13129,13203,13130,13505,13131,13101,13601,13303,13132,13120
,-0.09563510473333588,-1.7130895868814529,-0.3459526796088688,-2.8564027368464493,0.3563154844419034,0.13611317399090814,-1.7620733082953484,-0.9931364373615635,-0.6172905221162468,-0.659549077669203,-6.428057211352401,-2.55899546554213,-1.1953176300985193,-0.6258416460861044,-1.9620576538036985,-2.3924091548923516,-1.3244097132810944,-0.37275147427132216,-2.2227136425786607,-0.09840559746692377,-5.125962972936015,0.27161938497403854,-0.49841992712158567,-0.08156573457848991,-2.1126181272472593,-0.6706173034104858,1.0051622734064731,-0.8587624406006246,0.2862564413331771,-0.9374874416160821,-1.382714472512648,-0.43596130949704426,-0.5251278933042474,0.9783807523620558,-9.219165650487955,-1.5488310767028388,0.05441282840366229,-0.7387707976852135,-1.7632293469596345,-2.6599302533246734,-1.1551862035775915,-1.6262117958397977,-2.9707507030773685,-2.0644799184608758,-1.814961822750162,-0.7654025122060509,-1.1687271797861507,-7.148587908380837,-0.12727652379013277,-3.463626249890532,-3.465992819478445,-2.474675214481325
