country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-05,-1,4,-15,5,15,0
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-06,1,5,-12,4,16,0
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-07,7,7,-20,2,3,3
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-08,5,7,-8,12,-1,5
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-09,-3,2,-13,5,16,0
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-10,-3,1,-17,7,17,-2
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-11,-8,0,-19,6,16,0
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-12,-7,-1,-21,5,17,-1
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-13,-3,5,-17,3,17,-1
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-14,1,9,-21,-1,4,3
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-15,-10,17,-29,-6,-1,6
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-16,-20,16,-34,-18,2,7
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-17,-31,1,-39,-27,-11,11
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-18,-38,2,-45,-32,-18,14
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-19,-51,-17,-50,-41,-27,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-20,-54,-21,-54,-47,-31,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-21,-63,-31,-66,-51,-32,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-22,-72,-45,-72,-58,-38,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-23,-62,-38,-61,-56,-41,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-24,-64,-38,-61,-57,-44,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-25,-64,-36,-61,-57,-44,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-26,-61,-32,-59,-54,-44,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-27,-67,-41,-64,-65,-50,31
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-28,-68,-41,-69,-61,-43,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-29,-73,-55,-72,-64,-42,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-30,-63,-39,-60,-63,-50,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-03-31,-61,-34,-57,-59,-50,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-01,-62,-32,-59,-59,-51,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-02,-64,-36,-60,-61,-51,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-03,-63,-36,-61,-61,-50,29
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-04,-65,-38,-67,-57,-42,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-05,-69,-49,-70,-59,-42,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-06,-61,-37,-60,-61,-49,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-07,-62,-35,-59,-59,-50,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-08,-63,-34,-61,-60,-50,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-09,-60,-29,-59,-58,-51,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-10,-82,-56,-75,-76,-78,38
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-11,-75,-51,-74,-67,-56,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-12,-76,-57,-76,-69,-44,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-13,-61,-40,-61,-60,-48,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-14,-62,-38,-60,-59,-48,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-15,-62,-36,-61,-59,-48,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-16,-63,-38,-61,-59,-48,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-17,-62,-36,-62,-60,-47,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-18,-64,-40,-67,-56,-37,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-19,-70,-49,-71,-61,-38,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-20,-61,-40,-59,-59,-45,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-21,-61,-39,-59,-58,-46,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-22,-61,-38,-60,-58,-45,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-23,-63,-40,-62,-59,-45,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-24,-63,-40,-63,-60,-45,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-25,-63,-39,-67,-55,-35,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-26,-68,-48,-71,-60,-36,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-27,-60,-41,-60,-59,-42,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-28,-60,-39,-58,-57,-43,16
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-29,-59,-36,-58,-55,-42,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-04-30,-52,-23,-53,-50,-42,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-01,-82,-78,-69,-73,-78,36
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-02,-56,-29,-64,-52,-37,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-03,-64,-39,-69,-57,-33,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-04,-53,-30,-56,-54,-40,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-05,-53,-28,-54,-52,-40,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-06,-56,-30,-55,-55,-42,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-07,-56,-30,-55,-53,-42,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-08,-56,-30,-57,-54,-40,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-09,-58,-31,-63,-58,-34,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-10,-66,-41,-69,-60,-28,18
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-11,-61,-42,-60,-63,-44,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-12,-60,-39,-60,-61,-44,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-13,-60,-35,-60,-61,-44,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-14,-60,-35,-60,-60,-45,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-15,-59,-33,-60,-59,-44,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-16,-68,-45,-69,-65,-38,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-17,-73,-52,-73,-69,-37,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-18,-65,-45,-64,-68,-48,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-19,-65,-42,-64,-66,-49,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-20,-63,-37,-63,-65,-49,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-21,-78,-53,-72,-77,-74,36
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-22,-64,-40,-64,-66,-51,31
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-23,-66,-42,-69,-63,-37,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-24,-71,-50,-72,-66,-35,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-25,-61,-40,-61,-64,-47,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-26,-63,-41,-61,-64,-47,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-27,-64,-41,-63,-65,-47,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-28,-64,-41,-63,-65,-47,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-29,-63,-37,-63,-64,-46,31
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-30,-62,-36,-67,-59,-32,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-05-31,-67,-44,-71,-62,-30,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-01,-60,-37,-61,-63,-45,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-02,-61,-37,-63,-63,-47,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-03,-63,-38,-63,-64,-47,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-04,-62,-38,-62,-63,-47,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-05,-61,-36,-62,-63,-45,30
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-06,-63,-38,-69,-60,-33,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-07,-68,-46,-72,-63,-31,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-08,-61,-41,-63,-65,-46,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-09,-62,-40,-62,-64,-46,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-10,-62,-39,-62,-64,-46,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-11,-64,-41,-65,-64,-47,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-12,-64,-41,-65,-66,-47,31
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-13,-64,-41,-69,-62,-33,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-14,-69,-48,-72,-65,-30,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-15,-63,-43,-65,-65,-47,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-16,-62,-40,-64,-63,-47,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-17,-66,-43,-68,-67,-49,29
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-18,-65,-42,-67,-65,-48,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-19,-63,-37,-65,-65,-47,30
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-20,-65,-38,-71,-62,-34,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-21,-71,-48,-74,-65,-26,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-22,-67,-49,-68,-68,-50,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-23,-66,-46,-67,-66,-50,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-24,-67,-46,-67,-67,-50,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-25,-65,-44,-65,-65,-49,29
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-26,-65,-42,-66,-66,-48,31
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-27,-65,-41,-70,-62,-34,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-28,-72,-50,-76,-67,-33,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-29,-81,-61,-79,-81,-77,37
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-06-30,-61,-39,-63,-62,-48,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-01,-63,-39,-65,-65,-49,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-02,-63,-38,-63,-62,-48,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-03,-62,-37,-64,-63,-47,30
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-04,-68,-45,-75,-69,-38,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-05,-67,-43,-71,-61,-30,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-06,-60,-38,-61,-62,-47,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-07,-61,-39,-63,-62,-48,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-08,-63,-41,-64,-64,-48,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-09,-64,-43,-65,-63,-48,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-10,-63,-40,-63,-63,-46,30
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-11,-64,-40,-70,-61,-32,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-12,-69,-48,-72,-65,-30,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-13,-61,-42,-61,-63,-47,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-14,-60,-41,-60,-61,-47,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-15,-60,-35,-61,-60,-46,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-16,-75,-49,-72,-73,-71,35
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-17,-63,-39,-65,-64,-49,31
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-18,-65,-41,-71,-62,-34,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-19,-70,-49,-73,-65,-30,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-20,-60,-40,-62,-62,-46,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-21,-64,-45,-67,-66,-49,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-22,-61,-39,-61,-61,-45,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-23,-62,-41,-61,-62,-46,27
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-24,-61,-39,-61,-62,-44,29
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-25,-63,-38,-68,-59,-30,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-26,-68,-47,-71,-63,-28,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-27,-60,-40,-60,-61,-45,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-28,-58,-37,-56,-59,-45,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-29,-57,-32,-56,-58,-44,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-30,-60,-38,-60,-60,-46,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-07-31,-58,-32,-58,-58,-44,28
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-01,-60,-31,-66,-55,-30,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-02,-63,-38,-65,-56,-25,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-03,-56,-33,-57,-58,-44,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-04,-56,-32,-56,-57,-44,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-05,-58,-33,-58,-58,-44,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-06,-58,-35,-56,-58,-44,25
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-07,-56,-31,-55,-56,-42,26
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-08,-57,-29,-61,-51,-27,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-09,-63,-38,-67,-56,-24,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-10,-52,-31,-54,-56,-43,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-11,-52,-30,-53,-54,-43,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-12,-52,-27,-54,-54,-42,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-13,-51,-26,-54,-53,-43,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-14,-49,-22,-52,-51,-41,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-15,-55,-24,-59,-48,-36,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-16,-57,-31,-62,-48,-18,17
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-17,-47,-28,-51,-51,-41,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-18,-49,-29,-52,-51,-41,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-19,-49,-27,-51,-51,-40,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-20,-49,-28,-50,-50,-41,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-21,-49,-26,-49,-50,-39,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-22,-56,-31,-60,-49,-26,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-23,-63,-41,-67,-54,-23,18
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-24,-48,-29,-54,-50,-40,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-25,-50,-31,-56,-52,-41,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-26,-49,-26,-53,-49,-39,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-27,-48,-25,-51,-49,-39,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-28,-47,-24,-51,-48,-37,22
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-29,-55,-28,-59,-46,-25,18
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-30,-59,-34,-61,-49,-20,17
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-08-31,-44,-25,-47,-47,-39,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-01,-45,-23,-48,-47,-40,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-02,-46,-23,-49,-47,-39,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-03,-47,-26,-49,-47,-39,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-04,-46,-23,-48,-46,-37,21
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-05,-51,-24,-56,-44,-24,18
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-06,-57,-34,-58,-48,-20,17
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-07,-42,-24,-47,-45,-39,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-08,-45,-26,-51,-46,-40,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-09,-44,-23,-46,-44,-37,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-10,-45,-24,-46,-43,-38,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-11,-45,-22,-46,-44,-37,23
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-12,-51,-26,-56,-42,-23,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-13,-56,-31,-57,-46,-18,18
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-14,-38,-18,-43,-41,-34,18
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-15,-38,-12,-43,-39,-34,18
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-16,-38,-5,-42,-38,-34,17
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-17,-41,-3,-41,-39,-39,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-18,-84,-78,-69,-73,-75,34
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-19,-83,-79,-70,-68,-56,24
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-20,-68,-48,-64,-56,-26,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-21,-44,-25,-49,-45,-37,19
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-22,-45,-25,-49,-42,-36,20
CL,Chile,,,,,,ChIJL68lBEHFYpYRHbkCERPhBQU,2020-09-23,-48,-25,-51,-43,-34,21
