Date,Indonesia,Angola,Querétaro,Rio de Janeiro,Metropolitana
1,10,10,10,10,1
2,10,10,10,10,1
3,10,10,10,10,1
4,10,10,10,10,1
5,10,10,10,10,1
6,10,10,10,10,1
7,10,10,10,10,1
8,10,10,10,10,1
9,10,10,10,10,1
10,10,10,10,10,1
11,10,10,10,7.5,1
12,10,10,10,7.5,1
13,10,10,10,7.5,1
14,10,10,10,7.5,1
15,10,6,10,7.5,1
16,10,6,10,7.5,1
17,10,6,10,7.5,1
18,10,6,10,7.5,1
19,10,6,10,7.5,1
20,10,6,10,7.5,1
21,10,6,10,7.5,1
22,10,6,10,7.5,1
23,2.7,6,10,7.5,1
24,2.7,6,10,7.5,1
25,2.7,6,10,7.5,1
26,2.7,6,10,7.5,1
27,2.7,6,10,7.5,1
28,2.7,6,10,7.5,1
29,2.7,6,10,7.5,1
30,2.7,6,10,7.5,1
31,2.7,6,10,7.5,1
32,2.7,6,10,7.5,1
33,2.7,6,10,7.5,1
34,2.7,6,10,7.5,1
35,2.7,6,10,7.5,1
36,2.7,6,10,7.5,1
37,2.7,6,10,7.5,1
38,2.7,6,10,7.5,1
39,2.7,6,5.2,7.5,1
40,2.7,6,5.2,7.5,1
41,2.7,6,5.2,7.5,1
42,2.7,6,5.2,7.5,1
43,2.7,6,5.2,7.5,1
44,2.7,6,5.2,7.5,1
45,2.7,6,5.2,7.5,1
46,2.7,6,5.2,7.5,1
47,2.7,6,5.2,7.5,1
48,2.7,6,5.2,7.5,1
49,2.7,6,5.2,7.5,1
50,2.7,6,5.2,7.5,1
51,2.7,6,4.8,7.5,1
52,2.7,6,4.8,7.5,1
53,2.7,6,4.8,7.5,1
54,2.7,6,4.8,7.5,1
55,2.7,6,4.8,7.5,1
56,2.7,6,4.8,7.5,1
57,2.7,6,4.8,7.5,1
58,2.7,6,4.8,7.5,1
59,2.7,6,4.8,7.5,1
60,2.7,6,4.8,7.5,1
61,2.7,6,4.8,7.5,1
62,2.7,6,4.8,7.5,1
63,2.7,6,4.8,7.5,1
64,2.7,6,4.8,7.5,1
65,2.7,6,4.8,7.5,1
66,2.7,6,4.8,7.5,1
67,2.7,6,4.8,7.5,1
68,2.7,6,4.8,7.5,1
69,2.7,6,4.8,7.5,1
70,2.7,6,4.8,7.5,1
71,2.7,6,4.8,7.5,1
72,2.7,6,4.8,7.5,1
73,2.7,6,4.8,7.5,1
74,2.7,6,4.8,7.5,1
75,2.7,2,4.8,7.5,1
76,2.7,2,4.8,7.5,1
77,2.7,2,4.8,7.5,1
78,2.7,2,4.8,7.5,1
79,5.7,2,4.8,7.5,1
80,5.7,2,4.8,7.5,1
81,5.7,2,4.8,7.5,1
82,5.7,2,4.8,7.5,1
83,5.7,2,4.8,7.5,1
84,5.7,2,4.8,7.5,1
85,5.7,2,4.8,7.5,1
86,5.7,2,4.8,7.5,1
87,5.7,2,4.8,4.5,1
88,5.7,2,4.8,4.5,1
89,5.7,2,4.8,4.5,1
90,5.7,2,4.8,4.5,1
91,5.7,2,4.8,4.5,1
92,5.7,2,4.8,4.5,1
93,5.7,2,4.8,4.5,1
94,5.7,2,4.8,4.5,1
95,5.7,2,4.8,4.5,1
96,5.7,2,4.8,4.5,1
97,5.7,2,4.8,4.5,1
98,5.7,2,4.8,4.5,1
99,5.7,2,4.8,4.5,1
100,5.7,2,4.8,4.5,1
101,5.7,2,4.8,4.5,1
102,5.7,2,4.8,4.7,1
103,5.7,2,4.8,4.7,1
104,5.7,2,4.8,4.7,1
105,5.7,2,4.8,4.7,1
106,5.7,2,4.8,4.7,1
107,5.7,2,4.8,4.7,1
108,5.7,2,4.8,4.7,1
109,5.7,2,4.8,4.7,1
110,5.7,2,4.8,4.7,1
111,5.7,2,4.8,4.7,1
112,5.7,2,4.8,4.7,1
113,5.7,2,4.8,4.7,1
114,5.7,2,4.8,4.7,1
115,5.7,2,4.8,4.7,1
116,5.7,2,4.8,4.8,1
117,5.7,2,4.8,4.8,1
118,5.7,2,4.8,4.8,1
119,5.7,2,4.8,4.8,2
120,5.7,2,4.8,4.8,2
121,5.7,2,4.8,4.8,2
122,5.7,2,4.8,4.8,2
123,5.7,2,4.8,4.8,2
124,5.7,2,4.8,5,2
125,5.7,2,4.8,5,2
126,5.7,2,4.8,5,2
127,5.7,2,4.8,5,2
128,5.7,2,5.3,5,2
129,5.7,2,5.3,5,2
130,5.7,2,5.3,5,2
131,5.7,2,5.3,5.5,2
132,5.7,2,5.3,5.5,2
133,5.7,2,5.3,5.5,2
134,5.7,2,5.3,5.5,2
135,5.7,2,5.3,5.5,2
136,5.7,2,5.3,5.5,2
137,5.7,2,5.3,5.5,2
138,5.7,2,5.3,5.5,2
139,5.7,2,5.3,5.5,2
140,5.7,2,5.3,5.5,2
141,5.7,2,5.3,5.5,2
142,5.7,2,5.3,5.5,2
143,5.7,2,5.3,5.5,2
144,5.7,2,5.3,5.5,2
145,5.7,2,5.3,5.5,2
146,5.7,2,5.3,5.5,2
147,5.7,2,5.3,5.7,2
148,5.7,2,5.3,5.7,2
149,5.7,2,5.3,5.7,2
150,5.7,2,5.3,5.7,2
151,5.7,2,5.3,5.7,2
152,5.7,2,5.3,5.7,2
153,5.7,2,5.3,5.7,2
154,5.7,2,5.3,5.7,2
155,5.7,2,5.3,5.7,2
156,5.7,2,5.3,5.7,2
157,5.7,2,5.3,5.7,2
158,5.7,2,5.3,5.7,2
159,5.7,2,5.3,5.7,2
160,5.7,2,5.3,5.7,2
161,5.7,2,5.3,5.7,2
162,5.7,2,5.3,5.7,2
163,5.7,2,5.3,5.7,2
164,5.7,2,5.3,5.7,2
165,5.7,2,5.3,5.7,2
166,5.7,2,5.3,5.7,2
167,5.7,2,5.3,5.7,4
168,5.7,2,5.3,5.7,4
169,5.7,2,5.3,5.7,4
170,5.7,2,5.3,5.7,4
171,5.7,2,5.3,5.7,4
172,5.7,2,5.3,5.7,4
173,5.7,2,5.3,5.7,4
174,5.7,2,5.3,5.7,4
175,5.7,2,5.3,5.7,4
176,5.7,2,5.3,5.7,4
177,5.7,2,5.3,5.7,4
178,5.7,2,5.3,6.2,4
179,5.7,2,5.3,6.2,4
180,5.7,2,5.3,6.2,4
181,2.7,2,5.3,6.2,4
182,2.7,2,5.3,6.2,4
183,2.7,2,5.3,6.2,4
184,2.7,2,5.3,6.2,4
185,2.7,2,5.3,6.2,4
186,2.7,2,5.3,6.2,4
187,2.7,2,5.3,6.2,4
188,2.7,2,5.3,6.2,4
189,2.7,2,5.3,6.2,4
190,2.7,2,5.3,6.2,4
191,2.7,2,5.3,6.2,4
192,2.7,2,5.3,6.2,4
193,2.7,2,5.3,6.2,4
194,2.7,2,5.3,6.2,4
195,2.7,2,5.3,6.2,4
196,2.7,2,5.3,6.2,4
197,2.7,2,5.3,6.2,4
198,2.7,2,5.3,6.2,4
199,2.7,2,5.3,6.2,4
200,2.7,2,5.3,6.2,4
201,2.7,2,5.3,6.2,4
202,2.7,2,5.3,6.2,4
203,2.7,2,5.3,6.2,4
204,2.7,2,5.3,6.2,4
205,2.7,2,5.3,6.2,4
206,2.7,2,5.3,6.2,4
207,2.7,2,5.3,6.2,4
208,2.7,2,5.3,6.3,4
209,2.7,2,5.3,6.3,5
210,2.7,2,5.3,6.3,5
211,2.7,2,5.3,6.3,5
212,2.7,2,5.3,6.3,5
213,2.7,2,5.3,6.3,5
214,2.7,2,6,6.3,5
215,2.7,2,6,6.3,5
216,2.7,2,6,6.3,5
217,2.7,2,6,6.3,5
218,2.7,2,6,6.3,5
219,2.7,2,6,6.3,5
220,2.7,2,6,6.3,5
221,2.7,2,6,6.3,5
222,2.7,2,6,6.3,5
223,2.7,2,6,6.3,5
224,2.7,2,6,6.3,5
225,2.7,2,6,6.3,5
226,2.7,2,6,6.3,5
227,2.7,2,6,6.3,5
228,2.7,2,6,6.3,5
229,2.7,2,6,6.3,5
230,2.7,2,6,6.3,5
231,2.7,2,6,6.3,5
232,2.7,2,6,6.3,5
233,2.7,2,6,6.3,5
234,2.7,2,6,6.3,5
235,2.7,2,6,6.3,5
236,2.7,2,6,6.3,5
237,2.7,2,6,6.3,5
238,2.7,2,6,6.3,5
239,2.7,2,6,6.3,5
240,2.7,2,6,6.3,5
241,2.7,2,6,7.3,5
242,2.7,2,6,7.3,5
243,2.7,2,6,7.3,5
244,2.7,2,6,7.3,5
245,2.7,2,6,7.3,5
246,2.7,2,6,7.3,5
247,2.7,2,6,7.3,5
248,2.7,2,6,7.3,5
249,2.7,2,5.4,7.3,5
250,2.7,2,5.4,7.3,5
251,2.7,2,5.4,7.3,5
252,2.7,2,5.4,7.3,5
253,2.7,2,5.4,7.3,5
254,2.7,2,5.4,7.3,5
255,2.7,2,5.4,7.3,5
256,2.7,2,5.4,7.3,5
257,2.7,2,5.4,7.3,5
258,2.7,2,5.4,7.3,7
