Date,Indonesia,Angola,Querétaro,Rio de Janeiro,Metropolitana
259,2.7,2,5.4,7.3,7
260,2.7,2,5.4,7.3,7
261,2.7,2,5.4,7.3,7
262,2.7,2,5.4,7.3,7
263,2.7,2,5.4,7.3,7
264,2.7,2,5.4,7.3,7
265,2.7,2,5.4,7.3,7
266,2.7,2,5.4,7.3,7
267,2.7,2,5.4,7.3,7
268,2.7,2,5.4,7.3,7
269,2.7,2,5.4,7.3,7
270,2.7,2,5.4,7.3,7
271,2.7,2,5.4,7.3,7
272,2.7,2,5.4,7.3,7
273,2.7,2,5.4,7.3,7
274,2.7,2,5.4,7.3,7
275,2.7,2,5.4,7.3,7
276,2.7,2,5.4,7.3,7
277,2.7,2,5.4,7.3,5
278,2.7,2,5.4,7.3,5
279,2.7,2,5.4,7.3,5
280,2.7,2,5.4,7.3,5
281,2.7,2,5.4,7.3,5
282,2.7,2,5.4,7.3,4
283,2.7,2,5.4,7.3,4
284,2.7,2,5.4,7.3,4
285,2.7,2,5.4,7.3,4
286,2.7,2,5.4,7.3,4
287,2.7,2,5.4,7.3,4
288,2.7,2,5.4,7.3,4
289,2.7,2,5.4,7.3,4
290,2.7,2,5.4,7.3,4
291,2.7,2,5.4,7.3,4
292,2.7,2,5.4,7.3,4
293,2.7,2,5.4,7.3,4
294,2.7,2,5.4,7.3,4
295,2.7,2,5.4,7.3,4
296,2.7,2,5.4,7.3,4
297,2.7,2,5.4,7.3,4
298,2.7,2,5.4,7.3,4
299,2.7,2,5.4,7.3,4
300,2.7,2,5.4,7.3,4
301,2.7,2,5.4,7.3,4
302,2.7,2,5.4,7.3,4
303,2.7,2,5.4,7.3,4
304,2.7,2,5.4,7.3,4
305,2.7,2,5.4,7.3,4
306,2.7,2,5.4,7.3,4
307,2.7,2,5.4,7.3,4
308,,,,7.3,4
309,,,,7.3,4
310,,,,7.3,4
311,,,,7.3,4
312,,,,7.3,4
313,,,,7.3,4
314,,,,7.3,4
315,,,,7.3,4
316,,,,7.3,4
317,,,,7.3,4
318,,,,7.3,4
319,,,,,4
320,,,,,4
321,,,,,4
322,,,,,4
323,,,,,4
324,,,,,4
325,,,,,4
326,,,,,4
327,,,,,4
328,,,,,4
329,,,,,4
330,,,,,4
331,,,,,4
332,,,,,4
333,,,,,4
334,,,,,4
335,,,,,4
336,,,,,4
337,,,,,4
338,,,,,4
339,,,,,4
340,,,,,4
341,,,,,4
342,,,,,4
343,,,,,4
344,,,,,4
345,,,,,5
346,,,,,5
347,,,,,5
348,,,,,5
349,,,,,5
350,,,,,5
351,,,,,5
352,,,,,5
353,,,,,5
354,,,,,5
355,,,,,5
356,,,,,5
357,,,,,5
358,,,,,5
359,,,,,5
360,,,,,5
361,,,,,5
362,,,,,5
363,,,,,5
364,,,,,5
365,,,,,5
366,,,,,4
367,,,,,4
368,,,,,4
369,,,,,4
370,,,,,4
