Date,Indonesia,Angola,Querétaro,Rio de Janeiro,Metropolitana
1,10,9,10,10,1
2,10,9,10,10,1
3,10,9,10,10,1
4,10,9,10,10,1
5,10,9,10,10,1
6,10,9,10,10,1
7,10,9,10,10,1
8,10,5,10,10,1
9,10,5,10,10,1
10,10,5,10,10,1
11,10,5,10,7,1
12,10,5,10,7,1
13,10,5,10,7,1
14,10,5,10,7,1
15,10,5,10,7,1
16,10,5,10,7,1
17,10,5,10,7,1
18,10,5,10,7,1
19,10,5,10,7,1
20,10,5,10,7,1
21,10,5,10,7,1
22,10,5,10,7,1
23,1,5,10,7,1
24,1,5,10,7,1
25,1,5,10,7,1
26,1,5,10,7,1
27,1,5,10,7,1
28,1,5,10,7,1
29,1,5,10,7,1
30,1,5,10,7,1
31,1,5,10,7,1
32,1,5,10,7,1
33,1,5,10,7,1
34,1,5,10,7,1
35,1,5,10,7,1
36,1,5,10,7,1
37,1,5,10,7,1
38,1,5,10,7,1
39,1,5,5,7,1
40,1,5,5,7,1
41,1,5,5,7,1
42,1,5,5,7,1
43,1,5,5,7,1
44,1,5,5,7,1
45,1,5,5,7,1
46,1,5,5,7,1
47,1,5,5,7,1
48,1,5,5,7,1
49,1,5,5,7,1
50,1,5,5,7,1
51,1,5,3,7,1
52,1,5,3,7,1
53,1,5,3,7,1
54,1,5,3,7,1
55,1,5,3,7,1
56,1,5,3,7,1
57,1,5,3,7,1
58,1,5,3,7,1
59,1,5,3,7,1
60,1,5,3,7,1
61,1,5,3,7,1
62,1,5,3,7,1
63,1,5,3,7,1
64,1,5,3,7,1
65,1,5,3,7,1
66,1,5,3,7,1
67,1,5,3,7,1
68,1,5,3,7,1
69,1,5,3,7,1
70,1,5,3,7,1
71,1,5,3,7,1
72,1,5,3,7,1
73,1,5,3,7,1
74,1,5,3,7,1
75,1,5,3,7,1
76,1,5,3,7,1
77,1,5,3,7,1
78,1,5,3,7,1
79,7,5,3,7,1
80,7,5,3,7,1
81,7,3,3,7,1
82,7,3,3,7,1
83,7,3,3,7,1
84,7,3,3,7,1
85,7,3,3,7,1
86,7,3,3,7,1
87,7,3,3,7,1
88,7,3,3,3,1
89,7,3,3,3,1
90,7,3,3,3,1
91,7,3,3,3,1
92,7,3,3,3,1
93,7,3,3,3,1
94,7,3,3,3,1
95,7,3,3,3,1
96,7,3,3,3,1
97,7,3,3,3,1
98,7,3,3,3,1
99,7,3,3,3,1
100,7,3,3,3,1
101,7,3,3,3,1
102,7,5,3,3,1
103,7,5,3,3,1
104,7,5,3,3,1
105,7,5,3,3,1
106,7,5,3,3,1
107,7,5,3,3,1
108,7,5,3,3,1
109,7,5,3,3,1
110,7,5,3,3,1
111,7,5,3,3,1
112,7,5,3,3,1
113,7,5,3,3,1
114,7,5,3,3,1
115,7,5,3,3,1
116,7,5,3,3,1
117,7,5,3,3,1
118,7,5,3,3,1
119,7,5,3,3,1
120,7,5,3,3,1
121,7,5,3,3,1
122,7,5,3,3,1
123,7,5,3,3,1
124,7,5,3,3,1
125,7,5,3,5,1
126,7,5,3,5,1
127,7,5,3,5,1
128,7,5,5,5,1
129,7,5,5,5,1
130,7,5,5,5,1
131,7,5,5,5,1
132,7,5,5,5,1
133,7,5,5,5,1
134,7,5,5,5,1
135,7,5,5,5,1
136,7,5,5,5,1
137,7,5,5,5,1
138,7,5,5,5,1
139,7,5,5,5,1
140,7,5,5,5,1
141,7,5,5,5,1
142,7,5,5,5,1
143,7,5,5,5,1
144,7,5,5,5,1
145,7,5,5,5,1
146,7,5,5,5,1
147,7,5,5,5,1
148,7,5,5,5,1
149,7,5,5,5,1
150,7,5,5,5,1
151,7,5,5,5,1
152,7,5,5,5,1
153,7,5,5,5,1
154,7,5,5,5,1
155,7,5,5,5,1
156,7,5,5,5,1
157,7,5,5,5,1
158,7,5,5,5,1
159,7,5,5,5,1
160,7,5,5,5,1
161,7,5,5,5,1
162,7,5,5,5,1
163,7,5,5,5,1
164,7,5,5,5,1
165,7,5,5,5,1
166,7,5,5,5,1
167,7,5,5,5,1
168,7,5,5,5,1
169,7,5,5,5,1
170,7,5,5,5,1
171,7,5,5,5,1
172,7,5,5,5,1
173,7,5,5,5,1
174,7,5,5,5,1
175,7,5,5,5,1
176,7,5,5,5,1
177,7,5,5,5,1
178,7,5,5,5,1
179,7,5,5,5,1
180,7,5,5,5,1
181,1,5,5,5,1
182,1,5,5,5,1
183,1,5,5,5,1
184,1,5,5,5,1
185,1,5,5,5,1
186,1,5,5,5,1
187,1,5,5,5,1
188,1,5,5,5,1
189,1,5,5,5,1
190,1,5,5,5,1
191,1,5,5,5,1
192,1,5,5,5,1
193,1,5,5,5,1
194,1,5,5,5,1
195,1,5,5,5,1
196,1,5,5,5,1
197,1,5,5,5,1
198,1,5,5,5,1
199,1,5,5,5,1
200,1,5,5,5,1
201,1,5,5,5,1
202,1,5,5,5,1
203,1,5,5,5,1
204,1,5,5,5,1
205,1,5,5,5,1
206,1,5,5,5,1
207,1,5,5,5,1
208,1,5,5,5,1
209,1,5,5,5,3
210,1,5,5,5,3
211,1,5,5,5,3
212,1,5,5,5,3
213,1,5,5,5,3
214,1,5,5,5,3
215,1,5,5,5,3
216,1,5,5,5,3
217,1,5,5,5,3
218,1,5,5,5,3
219,1,5,5,5,3
220,1,5,5,5,3
221,1,5,5,5,3
222,1,5,5,5,3
223,1,5,5,5,3
224,1,5,5,5,3
225,1,5,5,5,3
226,1,5,5,5,3
227,1,5,5,5,3
228,1,5,5,5,3
229,1,5,5,5,3
230,1,5,5,5,3
231,1,5,5,5,3
232,1,5,5,5,3
233,1,5,5,5,3
234,1,5,5,5,3
235,1,5,5,5,3
236,1,5,5,5,3
237,1,5,5,5,3
238,1,5,5,5,3
239,1,5,5,5,3
240,1,5,5,5,3
241,1,5,5,5,3
242,1,5,5,7,3
243,1,5,5,7,3
244,1,5,5,7,3
245,1,5,5,7,3
246,1,5,5,7,3
247,1,5,5,7,3
248,1,5,5,7,3
249,1,5,,7,3
250,1,5,,7,3
251,1,5,,7,3
252,1,5,,7,3
253,1,5,,7,3
254,1,5,,7,3
255,1,5,,7,3
256,1,5,,7,3
257,1,5,,7,3
258,1,5,,7,3
259,1,5,,7,3
260,1,5,,7,3
261,1,5,,7,3
262,1,5,,7,3
263,1,5,,7,3
264,1,5,,7,3
265,1,5,,7,3
266,1,5,,7,3
267,1,5,,7,3
268,1,5,,7,3
269,1,5,,7,3
270,1,5,,7,3
271,1,5,,7,3
272,1,5,,7,3
273,1,5,,7,3
274,1,5,,7,3
275,1,5,,7,3
276,1,5,,7,3
277,1,5,,7,3
278,1,5,,7,3
279,1,5,,7,3
280,1,5,,7,3
281,1,5,,7,3
282,1,5,,7,1
283,1,5,,7,1
284,1,5,,7,1
285,1,5,,7,1
286,1,5,,7,1
287,1,5,,7,1
288,1,5,,7,1
289,1,5,,7,1
290,1,5,,7,1
291,1,5,,7,1
292,1,5,,7,1
293,1,5,,7,1
294,1,5,,7,1
295,1,5,,7,1
296,1,5,,7,1
297,1,5,,7,1
298,1,5,,7,1
299,1,5,,7,1
300,1,5,,7,1
301,1,5,,7,1
302,1,5,,7,1
303,1,5,,7,1
304,1,5,,7,1
305,1,5,,7,1
306,1,5,,7,1
307,1,5,,7,1
308,,,,7,1
309,,,,7,1
310,,,,7,1
311,,,,7,1
312,,,,7,1
313,,,,7,1
314,,,,7,1
315,,,,7,1
316,,,,7,1
317,,,,7,1
318,,,,7,1
319,,,,,1
320,,,,,1
321,,,,,1
322,,,,,1
323,,,,,1
324,,,,,1
325,,,,,1
326,,,,,1
327,,,,,1
328,,,,,1
329,,,,,1
330,,,,,1
331,,,,,1
332,,,,,1
333,,,,,1
334,,,,,1
335,,,,,1
336,,,,,1
337,,,,,1
338,,,,,1
339,,,,,1
340,,,,,1
341,,,,,1
342,,,,,1
343,,,,,1
344,,,,,1
345,,,,,3
346,,,,,3
347,,,,,3
348,,,,,3
349,,,,,3
350,,,,,3
351,,,,,3
352,,,,,3
353,,,,,3
354,,,,,3
355,,,,,3
356,,,,,3
357,,,,,3
358,,,,,3
359,,,,,3
360,,,,,3
361,,,,,3
362,,,,,3
363,,,,,3
364,,,,,3
365,,,,,3
366,,,,,1
367,,,,,1
368,,,,,1
369,,,,,1
370,,,,,1
