Region,Categoria,Fecha,Numero
Magallanes,residencias,2020-07-13,8.0
Arica y Parinacota,cupos totales,2020-07-14,714.0
Tarapacá,cupos totales,2020-07-14,678.0
Antofagasta,cupos totales,2020-07-14,677.0
Atacama,cupos totales,2020-07-14,299.0
Coquimbo,cupos totales,2020-07-14,540.0
Valparaíso,cupos totales,2020-07-14,701.0
Metropolitana,cupos totales,2020-07-14,3887.0
O’Higgins,cupos totales,2020-07-14,199.0
Maule,cupos totales,2020-07-14,587.0
Ñuble,cupos totales,2020-07-14,261.0
Biobío,cupos totales,2020-07-14,810.0
Araucanía,cupos totales,2020-07-14,378.0
Los Ríos,cupos totales,2020-07-14,123.0
Los Lagos,cupos totales,2020-07-14,329.0
Aysén,cupos totales,2020-07-14,23.0
Magallanes,cupos totales,2020-07-14,185.0
Arica y Parinacota,usuarios en residencia,2020-07-14,511.0
Tarapacá,usuarios en residencia,2020-07-14,552.0
Antofagasta,usuarios en residencia,2020-07-14,345.0
Atacama,usuarios en residencia,2020-07-14,112.0
Coquimbo,usuarios en residencia,2020-07-14,236.0
Valparaíso,usuarios en residencia,2020-07-14,436.0
Metropolitana,usuarios en residencia,2020-07-14,2097.0
O’Higgins,usuarios en residencia,2020-07-14,107.0
Maule,usuarios en residencia,2020-07-14,429.0
Ñuble,usuarios en residencia,2020-07-14,227.0
Biobío,usuarios en residencia,2020-07-14,557.0
Araucanía,usuarios en residencia,2020-07-14,194.0
Los Ríos,usuarios en residencia,2020-07-14,62.0
Los Lagos,usuarios en residencia,2020-07-14,145.0
Aysén,usuarios en residencia,2020-07-14,7.0
Magallanes,usuarios en residencia,2020-07-14,42.0
Arica y Parinacota,residencias,2020-07-14,14.0
Tarapacá,residencias,2020-07-14,11.0
Antofagasta,residencias,2020-07-14,12.0
Atacama,residencias,2020-07-14,4.0
Coquimbo,residencias,2020-07-14,9.0
Valparaíso,residencias,2020-07-14,11.0
Metropolitana,residencias,2020-07-14,35.0
O’Higgins,residencias,2020-07-14,4.0
Maule,residencias,2020-07-14,12.0
Ñuble,residencias,2020-07-14,6.0
Biobío,residencias,2020-07-14,16.0
Araucanía,residencias,2020-07-14,6.0
Los Ríos,residencias,2020-07-14,3.0
Los Lagos,residencias,2020-07-14,7.0
Aysén,residencias,2020-07-14,2.0
Magallanes,residencias,2020-07-14,8.0
Arica y Parinacota,cupos totales,2020-07-15,491.0
Tarapacá,cupos totales,2020-07-15,682.0
Antofagasta,cupos totales,2020-07-15,673.0
Atacama,cupos totales,2020-07-15,299.0
Coquimbo,cupos totales,2020-07-15,540.0
Valparaíso,cupos totales,2020-07-15,701.0
Metropolitana,cupos totales,2020-07-15,3864.0
O’Higgins,cupos totales,2020-07-15,199.0
Maule,cupos totales,2020-07-15,613.0
Ñuble,cupos totales,2020-07-15,261.0
Biobío,cupos totales,2020-07-15,713.0
Araucanía,cupos totales,2020-07-15,378.0
Los Ríos,cupos totales,2020-07-15,123.0
Los Lagos,cupos totales,2020-07-15,327.0
Aysén,cupos totales,2020-07-15,23.0
Magallanes,cupos totales,2020-07-15,142.0
Arica y Parinacota,usuarios en residencia,2020-07-15,420.0
Tarapacá,usuarios en residencia,2020-07-15,554.0
Antofagasta,usuarios en residencia,2020-07-15,366.0
Atacama,usuarios en residencia,2020-07-15,111.0
Coquimbo,usuarios en residencia,2020-07-15,220.0
Valparaíso,usuarios en residencia,2020-07-15,441.0
Metropolitana,usuarios en residencia,2020-07-15,2058.0
O’Higgins,usuarios en residencia,2020-07-15,121.0
Maule,usuarios en residencia,2020-07-15,435.0
Ñuble,usuarios en residencia,2020-07-15,230.0
Biobío,usuarios en residencia,2020-07-15,525.0
Araucanía,usuarios en residencia,2020-07-15,200.0
Los Ríos,usuarios en residencia,2020-07-15,60.0
Los Lagos,usuarios en residencia,2020-07-15,156.0
Aysén,usuarios en residencia,2020-07-15,11.0
Magallanes,usuarios en residencia,2020-07-15,33.0
Arica y Parinacota,residencias,2020-07-15,12.0
Tarapacá,residencias,2020-07-15,11.0
Antofagasta,residencias,2020-07-15,12.0
Atacama,residencias,2020-07-15,4.0
Coquimbo,residencias,2020-07-15,9.0
Valparaíso,residencias,2020-07-15,11.0
Metropolitana,residencias,2020-07-15,35.0
O’Higgins,residencias,2020-07-15,4.0
Maule,residencias,2020-07-15,13.0
Ñuble,residencias,2020-07-15,6.0
Biobío,residencias,2020-07-15,14.0
Araucanía,residencias,2020-07-15,6.0
Los Ríos,residencias,2020-07-15,3.0
Los Lagos,residencias,2020-07-15,7.0
Aysén,residencias,2020-07-15,2.0
Magallanes,residencias,2020-07-15,8.0
Arica y Parinacota,cupos totales,2020-07-16,509.0
Tarapacá,cupos totales,2020-07-16,677.0
Antofagasta,cupos totales,2020-07-16,673.0
Atacama,cupos totales,2020-07-16,299.0
Coquimbo,cupos totales,2020-07-16,574.0
Valparaíso,cupos totales,2020-07-16,701.0
Metropolitana,cupos totales,2020-07-16,3868.0
O’Higgins,cupos totales,2020-07-16,199.0
Maule,cupos totales,2020-07-16,614.0
Ñuble,cupos totales,2020-07-16,261.0
Biobío,cupos totales,2020-07-16,713.0
Araucanía,cupos totales,2020-07-16,378.0
Los Ríos,cupos totales,2020-07-16,123.0
Los Lagos,cupos totales,2020-07-16,327.0
Aysén,cupos totales,2020-07-16,23.0
Magallanes,cupos totales,2020-07-16,142.0
Arica y Parinacota,usuarios en residencia,2020-07-16,398.0
Tarapacá,usuarios en residencia,2020-07-16,543.0
Antofagasta,usuarios en residencia,2020-07-16,375.0
Atacama,usuarios en residencia,2020-07-16,120.0
Coquimbo,usuarios en residencia,2020-07-16,232.0
Valparaíso,usuarios en residencia,2020-07-16,390.0
Metropolitana,usuarios en residencia,2020-07-16,2054.0
O’Higgins,usuarios en residencia,2020-07-16,128.0
Maule,usuarios en residencia,2020-07-16,418.0
Ñuble,usuarios en residencia,2020-07-16,216.0
Biobío,usuarios en residencia,2020-07-16,510.0
Araucanía,usuarios en residencia,2020-07-16,229.0
Los Ríos,usuarios en residencia,2020-07-16,63.0
Los Lagos,usuarios en residencia,2020-07-16,156.0
Aysén,usuarios en residencia,2020-07-16,9.0
Magallanes,usuarios en residencia,2020-07-16,43.0
Arica y Parinacota,residencias,2020-07-16,12.0
Tarapacá,residencias,2020-07-16,11.0
Antofagasta,residencias,2020-07-16,12.0
Atacama,residencias,2020-07-16,4.0
Coquimbo,residencias,2020-07-16,10.0
Valparaíso,residencias,2020-07-16,11.0
Metropolitana,residencias,2020-07-16,34.0
O’Higgins,residencias,2020-07-16,4.0
Maule,residencias,2020-07-16,13.0
Ñuble,residencias,2020-07-16,6.0
Biobío,residencias,2020-07-16,14.0
Araucanía,residencias,2020-07-16,6.0
Los Ríos,residencias,2020-07-16,3.0
Los Lagos,residencias,2020-07-16,7.0
Aysén,residencias,2020-07-16,2.0
Magallanes,residencias,2020-07-16,8.0
Arica y Parinacota,cupos totales,2020-07-17,508.0
Tarapacá,cupos totales,2020-07-17,677.0
Antofagasta,cupos totales,2020-07-17,673.0
Atacama,cupos totales,2020-07-17,299.0
Coquimbo,cupos totales,2020-07-17,574.0
Valparaíso,cupos totales,2020-07-17,701.0
Metropolitana,cupos totales,2020-07-17,3797.0
O’Higgins,cupos totales,2020-07-17,199.0
Maule,cupos totales,2020-07-17,570.0
Ñuble,cupos totales,2020-07-17,261.0
Biobío,cupos totales,2020-07-17,713.0
Araucanía,cupos totales,2020-07-17,378.0
Los Ríos,cupos totales,2020-07-17,121.0
Los Lagos,cupos totales,2020-07-17,327.0
Aysén,cupos totales,2020-07-17,23.0
Magallanes,cupos totales,2020-07-17,142.0
Arica y Parinacota,usuarios en residencia,2020-07-17,427.0
Tarapacá,usuarios en residencia,2020-07-17,535.0
Antofagasta,usuarios en residencia,2020-07-17,393.0
Atacama,usuarios en residencia,2020-07-17,125.0
Coquimbo,usuarios en residencia,2020-07-17,239.0
Valparaíso,usuarios en residencia,2020-07-17,397.0
Metropolitana,usuarios en residencia,2020-07-17,1987.0
O’Higgins,usuarios en residencia,2020-07-17,128.0
Maule,usuarios en residencia,2020-07-17,428.0
Ñuble,usuarios en residencia,2020-07-17,191.0
Biobío,usuarios en residencia,2020-07-17,497.0
Araucanía,usuarios en residencia,2020-07-17,220.0
Los Ríos,usuarios en residencia,2020-07-17,72.0
Los Lagos,usuarios en residencia,2020-07-17,158.0
Aysén,usuarios en residencia,2020-07-17,10.0
Magallanes,usuarios en residencia,2020-07-17,48.0
Arica y Parinacota,residencias,2020-07-17,12.0
Tarapacá,residencias,2020-07-17,11.0
Antofagasta,residencias,2020-07-17,12.0
Atacama,residencias,2020-07-17,4.0
Coquimbo,residencias,2020-07-17,10.0
Valparaíso,residencias,2020-07-17,11.0
Metropolitana,residencias,2020-07-17,34.0
O’Higgins,residencias,2020-07-17,4.0
Maule,residencias,2020-07-17,13.0
Ñuble,residencias,2020-07-17,6.0
Biobío,residencias,2020-07-17,14.0
Araucanía,residencias,2020-07-17,6.0
Los Ríos,residencias,2020-07-17,3.0
Los Lagos,residencias,2020-07-17,7.0
Aysén,residencias,2020-07-17,2.0
Magallanes,residencias,2020-07-17,8.0
Arica y Parinacota,cupos totales,2020-07-18,521.0
Tarapacá,cupos totales,2020-07-18,677.0
Antofagasta,cupos totales,2020-07-18,673.0
Atacama,cupos totales,2020-07-18,299.0
Coquimbo,cupos totales,2020-07-18,574.0
Valparaíso,cupos totales,2020-07-18,632.0
Metropolitana,cupos totales,2020-07-18,3797.0
O’Higgins,cupos totales,2020-07-18,198.0
Maule,cupos totales,2020-07-18,570.0
Ñuble,cupos totales,2020-07-18,261.0
Biobío,cupos totales,2020-07-18,815.0
Araucanía,cupos totales,2020-07-18,339.0
Los Ríos,cupos totales,2020-07-18,121.0
Los Lagos,cupos totales,2020-07-18,348.0
Aysén,cupos totales,2020-07-18,23.0
Magallanes,cupos totales,2020-07-18,142.0
Arica y Parinacota,usuarios en residencia,2020-07-18,420.0
Tarapacá,usuarios en residencia,2020-07-18,548.0
Antofagasta,usuarios en residencia,2020-07-18,369.0
Atacama,usuarios en residencia,2020-07-18,125.0
Coquimbo,usuarios en residencia,2020-07-18,242.0
Valparaíso,usuarios en residencia,2020-07-18,405.0
Metropolitana,usuarios en residencia,2020-07-18,1955.0
O’Higgins,usuarios en residencia,2020-07-18,155.0
Maule,usuarios en residencia,2020-07-18,429.0
Ñuble,usuarios en residencia,2020-07-18,186.0
Biobío,usuarios en residencia,2020-07-18,532.0
Araucanía,usuarios en residencia,2020-07-18,189.0
Los Ríos,usuarios en residencia,2020-07-18,77.0
Los Lagos,usuarios en residencia,2020-07-18,155.0
Aysén,usuarios en residencia,2020-07-18,10.0
Magallanes,usuarios en residencia,2020-07-18,50.0
Arica y Parinacota,residencias,2020-07-18,12.0
Tarapacá,residencias,2020-07-18,11.0
Antofagasta,residencias,2020-07-18,12.0
Atacama,residencias,2020-07-18,4.0
Coquimbo,residencias,2020-07-18,10.0
Valparaíso,residencias,2020-07-18,11.0
Metropolitana,residencias,2020-07-18,34.0
O’Higgins,residencias,2020-07-18,4.0
Maule,residencias,2020-07-18,13.0
Ñuble,residencias,2020-07-18,6.0
Biobío,residencias,2020-07-18,15.0
Araucanía,residencias,2020-07-18,5.0
Los Ríos,residencias,2020-07-18,3.0
Los Lagos,residencias,2020-07-18,8.0
Aysén,residencias,2020-07-18,2.0
Magallanes,residencias,2020-07-18,8.0
Arica y Parinacota,cupos totales,2020-07-19,530.0
Tarapacá,cupos totales,2020-07-19,677.0
Antofagasta,cupos totales,2020-07-19,673.0
Atacama,cupos totales,2020-07-19,299.0
Coquimbo,cupos totales,2020-07-19,574.0
Valparaíso,cupos totales,2020-07-19,1137.0
Metropolitana,cupos totales,2020-07-19,3797.0
O’Higgins,cupos totales,2020-07-19,198.0
Maule,cupos totales,2020-07-19,572.0
Ñuble,cupos totales,2020-07-19,261.0
Biobío,cupos totales,2020-07-19,829.0
Araucanía,cupos totales,2020-07-19,340.0
Los Ríos,cupos totales,2020-07-19,143.0
Los Lagos,cupos totales,2020-07-19,348.0
Aysén,cupos totales,2020-07-19,23.0
Magallanes,cupos totales,2020-07-19,93.0
Arica y Parinacota,usuarios en residencia,2020-07-19,414.0
Tarapacá,usuarios en residencia,2020-07-19,534.0
Antofagasta,usuarios en residencia,2020-07-19,379.0
Atacama,usuarios en residencia,2020-07-19,133.0
Coquimbo,usuarios en residencia,2020-07-19,234.0
Valparaíso,usuarios en residencia,2020-07-19,416.0
Metropolitana,usuarios en residencia,2020-07-19,1983.0
O’Higgins,usuarios en residencia,2020-07-19,159.0
Maule,usuarios en residencia,2020-07-19,399.0
Ñuble,usuarios en residencia,2020-07-19,231.0
Biobío,usuarios en residencia,2020-07-19,587.0
Araucanía,usuarios en residencia,2020-07-19,178.0
Los Ríos,usuarios en residencia,2020-07-19,86.0
Los Lagos,usuarios en residencia,2020-07-19,143.0
Aysén,usuarios en residencia,2020-07-19,9.0
Magallanes,usuarios en residencia,2020-07-19,51.0
Arica y Parinacota,residencias,2020-07-19,12.0
Tarapacá,residencias,2020-07-19,11.0
Antofagasta,residencias,2020-07-19,12.0
Atacama,residencias,2020-07-19,4.0
Coquimbo,residencias,2020-07-19,10.0
Valparaíso,residencias,2020-07-19,11.0
Metropolitana,residencias,2020-07-19,34.0
O’Higgins,residencias,2020-07-19,4.0
Maule,residencias,2020-07-19,13.0
Ñuble,residencias,2020-07-19,6.0
Biobío,residencias,2020-07-19,15.0
Araucanía,residencias,2020-07-19,5.0
Los Ríos,residencias,2020-07-19,3.0
Los Lagos,residencias,2020-07-19,8.0
Aysén,residencias,2020-07-19,2.0
Magallanes,residencias,2020-07-19,7.0
Arica y Parinacota,cupos totales,2020-07-20,530.0
Tarapacá,cupos totales,2020-07-20,677.0
Antofagasta,cupos totales,2020-07-20,673.0
Atacama,cupos totales,2020-07-20,299.0
Coquimbo,cupos totales,2020-07-20,574.0
Valparaíso,cupos totales,2020-07-20,1137.0
Metropolitana,cupos totales,2020-07-20,3797.0
O’Higgins,cupos totales,2020-07-20,198.0
Maule,cupos totales,2020-07-20,572.0
Ñuble,cupos totales,2020-07-20,278.0
Biobío,cupos totales,2020-07-20,829.0
Araucanía,cupos totales,2020-07-20,340.0
Los Ríos,cupos totales,2020-07-20,143.0
Los Lagos,cupos totales,2020-07-20,357.0
Aysén,cupos totales,2020-07-20,23.0
Magallanes,cupos totales,2020-07-20,93.0
Arica y Parinacota,usuarios en residencia,2020-07-20,431.0
Tarapacá,usuarios en residencia,2020-07-20,512.0
Antofagasta,usuarios en residencia,2020-07-20,383.0
Atacama,usuarios en residencia,2020-07-20,133.0
Coquimbo,usuarios en residencia,2020-07-20,235.0
Valparaíso,usuarios en residencia,2020-07-20,416.0
Metropolitana,usuarios en residencia,2020-07-20,1992.0
O’Higgins,usuarios en residencia,2020-07-20,161.0
Maule,usuarios en residencia,2020-07-20,402.0
Ñuble,usuarios en residencia,2020-07-20,197.0
Biobío,usuarios en residencia,2020-07-20,590.0
Araucanía,usuarios en residencia,2020-07-20,181.0
Los Ríos,usuarios en residencia,2020-07-20,79.0
Los Lagos,usuarios en residencia,2020-07-20,140.0
Aysén,usuarios en residencia,2020-07-20,7.0
Magallanes,usuarios en residencia,2020-07-20,54.0
Arica y Parinacota,residencias,2020-07-20,12.0
Tarapacá,residencias,2020-07-20,11.0
Antofagasta,residencias,2020-07-20,12.0
Atacama,residencias,2020-07-20,4.0
Coquimbo,residencias,2020-07-20,10.0
Valparaíso,residencias,2020-07-20,11.0
Metropolitana,residencias,2020-07-20,34.0
O’Higgins,residencias,2020-07-20,4.0
Maule,residencias,2020-07-20,13.0
Ñuble,residencias,2020-07-20,7.0
Biobío,residencias,2020-07-20,15.0
Araucanía,residencias,2020-07-20,5.0
Los Ríos,residencias,2020-07-20,3.0
Los Lagos,residencias,2020-07-20,8.0
Aysén,residencias,2020-07-20,2.0
Magallanes,residencias,2020-07-20,7.0
Arica y Parinacota,cupos totales,2020-07-21,569.0
Tarapacá,cupos totales,2020-07-21,677.0
Antofagasta,cupos totales,2020-07-21,689.0
Atacama,cupos totales,2020-07-21,299.0
Coquimbo,cupos totales,2020-07-21,607.0
Valparaíso,cupos totales,2020-07-21,1320.0
Metropolitana,cupos totales,2020-07-21,3797.0
O’Higgins,cupos totales,2020-07-21,198.0
Maule,cupos totales,2020-07-21,575.0
Ñuble,cupos totales,2020-07-21,279.0
Biobío,cupos totales,2020-07-21,829.0
Araucanía,cupos totales,2020-07-21,340.0
Los Ríos,cupos totales,2020-07-21,143.0
Los Lagos,cupos totales,2020-07-21,357.0
Aysén,cupos totales,2020-07-21,23.0
Magallanes,cupos totales,2020-07-21,85.0
Arica y Parinacota,usuarios en residencia,2020-07-21,425.0
Tarapacá,usuarios en residencia,2020-07-21,501.0
Antofagasta,usuarios en residencia,2020-07-21,379.0
Atacama,usuarios en residencia,2020-07-21,133.0
Coquimbo,usuarios en residencia,2020-07-21,225.0
Valparaíso,usuarios en residencia,2020-07-21,417.0
Metropolitana,usuarios en residencia,2020-07-21,1964.0
O’Higgins,usuarios en residencia,2020-07-21,152.0
Maule,usuarios en residencia,2020-07-21,396.0
Ñuble,usuarios en residencia,2020-07-21,199.0
Biobío,usuarios en residencia,2020-07-21,576.0
Araucanía,usuarios en residencia,2020-07-21,186.0
Los Ríos,usuarios en residencia,2020-07-21,88.0
Los Lagos,usuarios en residencia,2020-07-21,144.0
Aysén,usuarios en residencia,2020-07-21,8.0
Magallanes,usuarios en residencia,2020-07-21,57.0
Arica y Parinacota,residencias,2020-07-21,12.0
Tarapacá,residencias,2020-07-21,11.0
Antofagasta,residencias,2020-07-21,13.0
Atacama,residencias,2020-07-21,4.0
Coquimbo,residencias,2020-07-21,11.0
Valparaíso,residencias,2020-07-21,11.0
Metropolitana,residencias,2020-07-21,34.0
O’Higgins,residencias,2020-07-21,4.0
Maule,residencias,2020-07-21,13.0
Ñuble,residencias,2020-07-21,7.0
Biobío,residencias,2020-07-21,15.0
Araucanía,residencias,2020-07-21,5.0
Los Ríos,residencias,2020-07-21,3.0
Los Lagos,residencias,2020-07-21,8.0
Aysén,residencias,2020-07-21,2.0
Magallanes,residencias,2020-07-21,6.0
Arica y Parinacota,cupos totales,2020-07-22,577.0
Tarapacá,cupos totales,2020-07-22,677.0
Antofagasta,cupos totales,2020-07-22,689.0
Atacama,cupos totales,2020-07-22,299.0
Coquimbo,cupos totales,2020-07-22,597.0
Valparaíso,cupos totales,2020-07-22,1193.0
Metropolitana,cupos totales,2020-07-22,3798.0
O’Higgins,cupos totales,2020-07-22,198.0
Maule,cupos totales,2020-07-22,573.0
Ñuble,cupos totales,2020-07-22,279.0
Biobío,cupos totales,2020-07-22,829.0
Araucanía,cupos totales,2020-07-22,340.0
Los Ríos,cupos totales,2020-07-22,143.0
Los Lagos,cupos totales,2020-07-22,369.0
Aysén,cupos totales,2020-07-22,23.0
Magallanes,cupos totales,2020-07-22,85.0
Arica y Parinacota,usuarios en residencia,2020-07-22,414.0
Tarapacá,usuarios en residencia,2020-07-22,492.0
Antofagasta,usuarios en residencia,2020-07-22,367.0
Atacama,usuarios en residencia,2020-07-22,126.0
Coquimbo,usuarios en residencia,2020-07-22,218.0
Valparaíso,usuarios en residencia,2020-07-22,389.0
Metropolitana,usuarios en residencia,2020-07-22,1852.0
O’Higgins,usuarios en residencia,2020-07-22,164.0
Maule,usuarios en residencia,2020-07-22,399.0
Ñuble,usuarios en residencia,2020-07-22,207.0
Biobío,usuarios en residencia,2020-07-22,591.0
Araucanía,usuarios en residencia,2020-07-22,190.0
Los Ríos,usuarios en residencia,2020-07-22,92.0
Los Lagos,usuarios en residencia,2020-07-22,158.0
Aysén,usuarios en residencia,2020-07-22,6.0
Magallanes,usuarios en residencia,2020-07-22,51.0
Arica y Parinacota,residencias,2020-07-22,12.0
Tarapacá,residencias,2020-07-22,11.0
Antofagasta,residencias,2020-07-22,13.0
Atacama,residencias,2020-07-22,4.0
Coquimbo,residencias,2020-07-22,11.0
Valparaíso,residencias,2020-07-22,11.0
Metropolitana,residencias,2020-07-22,34.0
O’Higgins,residencias,2020-07-22,4.0
Maule,residencias,2020-07-22,13.0
Ñuble,residencias,2020-07-22,7.0
Biobío,residencias,2020-07-22,15.0
Araucanía,residencias,2020-07-22,5.0
Los Ríos,residencias,2020-07-22,3.0
Los Lagos,residencias,2020-07-22,9.0
Aysén,residencias,2020-07-22,2.0
Magallanes,residencias,2020-07-22,6.0
Arica y Parinacota,cupos totales,2020-07-23,590.0
Tarapacá,cupos totales,2020-07-23,677.0
Antofagasta,cupos totales,2020-07-23,689.0
Atacama,cupos totales,2020-07-23,299.0
Coquimbo,cupos totales,2020-07-23,607.0
Valparaíso,cupos totales,2020-07-23,1178.0
Metropolitana,cupos totales,2020-07-23,3795.0
O’Higgins,cupos totales,2020-07-23,198.0
Maule,cupos totales,2020-07-23,610.0
Ñuble,cupos totales,2020-07-23,279.0
Biobío,cupos totales,2020-07-23,829.0
Araucanía,cupos totales,2020-07-23,340.0
Los Ríos,cupos totales,2020-07-23,143.0
Los Lagos,cupos totales,2020-07-23,369.0
Aysén,cupos totales,2020-07-23,23.0
Magallanes,cupos totales,2020-07-23,85.0
Arica y Parinacota,usuarios en residencia,2020-07-23,442.0
Tarapacá,usuarios en residencia,2020-07-23,466.0
Antofagasta,usuarios en residencia,2020-07-23,347.0
Atacama,usuarios en residencia,2020-07-23,129.0
Coquimbo,usuarios en residencia,2020-07-23,233.0
Valparaíso,usuarios en residencia,2020-07-23,397.0
Metropolitana,usuarios en residencia,2020-07-23,1800.0
O’Higgins,usuarios en residencia,2020-07-23,151.0
Maule,usuarios en residencia,2020-07-23,388.0
Ñuble,usuarios en residencia,2020-07-23,184.0
Biobío,usuarios en residencia,2020-07-23,577.0
Araucanía,usuarios en residencia,2020-07-23,193.0
Los Ríos,usuarios en residencia,2020-07-23,87.0
Los Lagos,usuarios en residencia,2020-07-23,163.0
Aysén,usuarios en residencia,2020-07-23,7.0
Magallanes,usuarios en residencia,2020-07-23,47.0
Arica y Parinacota,residencias,2020-07-23,12.0
Tarapacá,residencias,2020-07-23,11.0
Antofagasta,residencias,2020-07-23,13.0
Atacama,residencias,2020-07-23,4.0
Coquimbo,residencias,2020-07-23,11.0
Valparaíso,residencias,2020-07-23,11.0
Metropolitana,residencias,2020-07-23,34.0
O’Higgins,residencias,2020-07-23,4.0
Maule,residencias,2020-07-23,14.0
Ñuble,residencias,2020-07-23,7.0
Biobío,residencias,2020-07-23,15.0
Araucanía,residencias,2020-07-23,5.0
Los Ríos,residencias,2020-07-23,3.0
Los Lagos,residencias,2020-07-23,9.0
Aysén,residencias,2020-07-23,2.0
Magallanes,residencias,2020-07-23,6.0
Arica y Parinacota,cupos totales,2020-07-24,591.0
Tarapacá,cupos totales,2020-07-24,677.0
Antofagasta,cupos totales,2020-07-24,689.0
Atacama,cupos totales,2020-07-24,299.0
Coquimbo,cupos totales,2020-07-24,607.0
Valparaíso,cupos totales,2020-07-24,1178.0
Metropolitana,cupos totales,2020-07-24,3804.0
O’Higgins,cupos totales,2020-07-24,198.0
Maule,cupos totales,2020-07-24,610.0
Ñuble,cupos totales,2020-07-24,284.0
Biobío,cupos totales,2020-07-24,829.0
Araucanía,cupos totales,2020-07-24,340.0
Los Ríos,cupos totales,2020-07-24,143.0
Los Lagos,cupos totales,2020-07-24,370.0
Aysén,cupos totales,2020-07-24,23.0
Magallanes,cupos totales,2020-07-24,85.0
Arica y Parinacota,usuarios en residencia,2020-07-24,461.0
Tarapacá,usuarios en residencia,2020-07-24,437.0
Antofagasta,usuarios en residencia,2020-07-24,350.0
Atacama,usuarios en residencia,2020-07-24,135.0
Coquimbo,usuarios en residencia,2020-07-24,270.0
Valparaíso,usuarios en residencia,2020-07-24,402.0
Metropolitana,usuarios en residencia,2020-07-24,1628.0
O’Higgins,usuarios en residencia,2020-07-24,156.0
Maule,usuarios en residencia,2020-07-24,384.0
Ñuble,usuarios en residencia,2020-07-24,199.0
Biobío,usuarios en residencia,2020-07-24,571.0
Araucanía,usuarios en residencia,2020-07-24,175.0
Los Ríos,usuarios en residencia,2020-07-24,88.0
Los Lagos,usuarios en residencia,2020-07-24,181.0
Aysén,usuarios en residencia,2020-07-24,7.0
Magallanes,usuarios en residencia,2020-07-24,49.0
Arica y Parinacota,residencias,2020-07-24,12.0
Tarapacá,residencias,2020-07-24,11.0
Antofagasta,residencias,2020-07-24,13.0
Atacama,residencias,2020-07-24,4.0
Coquimbo,residencias,2020-07-24,11.0
Valparaíso,residencias,2020-07-24,11.0
Metropolitana,residencias,2020-07-24,34.0
O’Higgins,residencias,2020-07-24,4.0
Maule,residencias,2020-07-24,14.0
Ñuble,residencias,2020-07-24,7.0
Biobío,residencias,2020-07-24,15.0
Araucanía,residencias,2020-07-24,5.0
Los Ríos,residencias,2020-07-24,3.0
Los Lagos,residencias,2020-07-24,9.0
Aysén,residencias,2020-07-24,2.0
Magallanes,residencias,2020-07-24,6.0
Arica y Parinacota,cupos totales,2020-07-25,723.0
Tarapacá,cupos totales,2020-07-25,769.0
Antofagasta,cupos totales,2020-07-25,689.0
Atacama,cupos totales,2020-07-25,299.0
Coquimbo,cupos totales,2020-07-25,614.0
Valparaíso,cupos totales,2020-07-25,1178.0
Metropolitana,cupos totales,2020-07-25,3805.0
O’Higgins,cupos totales,2020-07-25,198.0
Maule,cupos totales,2020-07-25,607.0
Ñuble,cupos totales,2020-07-25,284.0
Biobío,cupos totales,2020-07-25,900.0
Araucanía,cupos totales,2020-07-25,340.0
Los Ríos,cupos totales,2020-07-25,143.0
Los Lagos,cupos totales,2020-07-25,377.0
Aysén,cupos totales,2020-07-25,23.0
Magallanes,cupos totales,2020-07-25,85.0
Arica y Parinacota,usuarios en residencia,2020-07-25,554.0
Tarapacá,usuarios en residencia,2020-07-25,410.0
Antofagasta,usuarios en residencia,2020-07-25,342.0
Atacama,usuarios en residencia,2020-07-25,167.0
Coquimbo,usuarios en residencia,2020-07-25,285.0
Valparaíso,usuarios en residencia,2020-07-25,427.0
Metropolitana,usuarios en residencia,2020-07-25,1527.0
O’Higgins,usuarios en residencia,2020-07-25,143.0
Maule,usuarios en residencia,2020-07-25,418.0
Ñuble,usuarios en residencia,2020-07-25,189.0
Biobío,usuarios en residencia,2020-07-25,592.0
Araucanía,usuarios en residencia,2020-07-25,183.0
Los Ríos,usuarios en residencia,2020-07-25,95.0
Los Lagos,usuarios en residencia,2020-07-25,179.0
Aysén,usuarios en residencia,2020-07-25,7.0
Magallanes,usuarios en residencia,2020-07-25,63.0
Arica y Parinacota,residencias,2020-07-25,14.0
Tarapacá,residencias,2020-07-25,11.0
Antofagasta,residencias,2020-07-25,13.0
Atacama,residencias,2020-07-25,4.0
Coquimbo,residencias,2020-07-25,11.0
Valparaíso,residencias,2020-07-25,11.0
Metropolitana,residencias,2020-07-25,34.0
O’Higgins,residencias,2020-07-25,4.0
Maule,residencias,2020-07-25,14.0
Ñuble,residencias,2020-07-25,7.0
Biobío,residencias,2020-07-25,15.0
Araucanía,residencias,2020-07-25,5.0
Los Ríos,residencias,2020-07-25,3.0
Los Lagos,residencias,2020-07-25,9.0
Aysén,residencias,2020-07-25,2.0
Magallanes,residencias,2020-07-25,6.0
Arica y Parinacota,cupos totales,2020-07-26,726.0
Tarapacá,cupos totales,2020-07-26,769.0
Antofagasta,cupos totales,2020-07-26,689.0
Atacama,cupos totales,2020-07-26,299.0
Coquimbo,cupos totales,2020-07-26,615.0
Valparaíso,cupos totales,2020-07-26,1193.0
Metropolitana,cupos totales,2020-07-26,3779.0
O’Higgins,cupos totales,2020-07-26,198.0
Maule,cupos totales,2020-07-26,603.0
Ñuble,cupos totales,2020-07-26,260.0
