Region,Categoria,Fecha,Total
Los Ríos,Casos nuevos con sintomas,2020-04-02,4.0
Los Lagos,Casos nuevos con sintomas,2020-04-02,22.0
Aysén,Casos nuevos con sintomas,2020-04-02,2.0
Magallanes,Casos nuevos con sintomas,2020-04-02,15.0
Total,Casos nuevos con sintomas,2020-04-02,373.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-04-02,
Tarapacá,Casos nuevos sin sintomas,2020-04-02,
Antofagasta,Casos nuevos sin sintomas,2020-04-02,
Atacama,Casos nuevos sin sintomas,2020-04-02,
Coquimbo,Casos nuevos sin sintomas,2020-04-02,
Valparaíso,Casos nuevos sin sintomas,2020-04-02,
Metropolitana,Casos nuevos sin sintomas,2020-04-02,
O'Higgins,Casos nuevos sin sintomas,2020-04-02,
Maule,Casos nuevos sin sintomas,2020-04-02,
Ñuble,Casos nuevos sin sintomas,2020-04-02,
Biobío,Casos nuevos sin sintomas,2020-04-02,
Araucania,Casos nuevos sin sintomas,2020-04-02,
Los Ríos,Casos nuevos sin sintomas,2020-04-02,
Los Lagos,Casos nuevos sin sintomas,2020-04-02,
Aysén,Casos nuevos sin sintomas,2020-04-02,
Magallanes,Casos nuevos sin sintomas,2020-04-02,
Total,Casos nuevos sin sintomas,2020-04-02,
Arica y Parinacota,Casos nuevos sin notificar,2020-04-02,
Tarapacá,Casos nuevos sin notificar,2020-04-02,
Antofagasta,Casos nuevos sin notificar,2020-04-02,
Atacama,Casos nuevos sin notificar,2020-04-02,
Coquimbo,Casos nuevos sin notificar,2020-04-02,
Valparaíso,Casos nuevos sin notificar,2020-04-02,
Metropolitana,Casos nuevos sin notificar,2020-04-02,
O'Higgins,Casos nuevos sin notificar,2020-04-02,
Maule,Casos nuevos sin notificar,2020-04-02,
Ñuble,Casos nuevos sin notificar,2020-04-02,
Biobío,Casos nuevos sin notificar,2020-04-02,
Araucania,Casos nuevos sin notificar,2020-04-02,
Los Ríos,Casos nuevos sin notificar,2020-04-02,
Los Lagos,Casos nuevos sin notificar,2020-04-02,
Aysén,Casos nuevos sin notificar,2020-04-02,
Magallanes,Casos nuevos sin notificar,2020-04-02,
Total,Casos nuevos sin notificar,2020-04-02,
Arica y Parinacota,Fallecidos totales,2020-04-02,0.0
Tarapacá,Fallecidos totales,2020-04-02,0.0
Antofagasta,Fallecidos totales,2020-04-02,0.0
Atacama,Fallecidos totales,2020-04-02,0.0
Coquimbo,Fallecidos totales,2020-04-02,0.0
Valparaíso,Fallecidos totales,2020-04-02,1.0
Metropolitana,Fallecidos totales,2020-04-02,6.0
O’Higgins,Fallecidos totales,2020-04-02,0.0
Maule,Fallecidos totales,2020-04-02,1.0
Ñuble,Fallecidos totales,2020-04-02,0.0
Biobío,Fallecidos totales,2020-04-02,2.0
Araucanía,Fallecidos totales,2020-04-02,7.0
Los Ríos,Fallecidos totales,2020-04-02,1.0
Los Lagos,Fallecidos totales,2020-04-02,0.0
Aysén,Fallecidos totales,2020-04-02,0.0
Magallanes,Fallecidos totales,2020-04-02,0.0
Total,Fallecidos totales,2020-04-02,18.0
Arica y Parinacota,Casos confirmados recuperados,2020-04-02,
Tarapacá,Casos confirmados recuperados,2020-04-02,
Antofagasta,Casos confirmados recuperados,2020-04-02,
Atacama,Casos confirmados recuperados,2020-04-02,
Coquimbo,Casos confirmados recuperados,2020-04-02,
Valparaíso,Casos confirmados recuperados,2020-04-02,
Metropolitana,Casos confirmados recuperados,2020-04-02,
O'Higgins,Casos confirmados recuperados,2020-04-02,
Maule,Casos confirmados recuperados,2020-04-02,
Ñuble,Casos confirmados recuperados,2020-04-02,
Biobío,Casos confirmados recuperados,2020-04-02,
Araucania,Casos confirmados recuperados,2020-04-02,
Los Ríos,Casos confirmados recuperados,2020-04-02,
Los Lagos,Casos confirmados recuperados,2020-04-02,
Aysén,Casos confirmados recuperados,2020-04-02,
Magallanes,Casos confirmados recuperados,2020-04-02,
Total,Casos confirmados recuperados,2020-04-02,
Arica y Parinacota,Casos activos confirmados,2020-04-02,
Tarapacá,Casos activos confirmados,2020-04-02,
Antofagasta,Casos activos confirmados,2020-04-02,
Atacama,Casos activos confirmados,2020-04-02,
Coquimbo,Casos activos confirmados,2020-04-02,
Valparaíso,Casos activos confirmados,2020-04-02,
Metropolitana,Casos activos confirmados,2020-04-02,
O'Higgins,Casos activos confirmados,2020-04-02,
Maule,Casos activos confirmados,2020-04-02,
Ñuble,Casos activos confirmados,2020-04-02,
Biobío,Casos activos confirmados,2020-04-02,
Araucania,Casos activos confirmados,2020-04-02,
Los Ríos,Casos activos confirmados,2020-04-02,
Los Lagos,Casos activos confirmados,2020-04-02,
Aysén,Casos activos confirmados,2020-04-02,
Magallanes,Casos activos confirmados,2020-04-02,
Total,Casos activos confirmados,2020-04-02,
Arica y Parinacota,Casos activos probables,2020-04-02,
Tarapacá,Casos activos probables,2020-04-02,
Antofagasta,Casos activos probables,2020-04-02,
Atacama,Casos activos probables,2020-04-02,
Coquimbo,Casos activos probables,2020-04-02,
Valparaíso,Casos activos probables,2020-04-02,
Metropolitana,Casos activos probables,2020-04-02,
O'Higgins,Casos activos probables,2020-04-02,
Maule,Casos activos probables,2020-04-02,
Ñuble,Casos activos probables,2020-04-02,
Biobío,Casos activos probables,2020-04-02,
Araucania,Casos activos probables,2020-04-02,
Los Ríos,Casos activos probables,2020-04-02,
Los Lagos,Casos activos probables,2020-04-02,
Aysén,Casos activos probables,2020-04-02,
Magallanes,Casos activos probables,2020-04-02,
Total,Casos activos probables,2020-04-02,
Arica y Parinacota,Casos probables acumulados,2020-04-02,
Tarapacá,Casos probables acumulados,2020-04-02,
Antofagasta,Casos probables acumulados,2020-04-02,
Atacama,Casos probables acumulados,2020-04-02,
Coquimbo,Casos probables acumulados,2020-04-02,
Valparaíso,Casos probables acumulados,2020-04-02,
Metropolitana,Casos probables acumulados,2020-04-02,
O'Higgins,Casos probables acumulados,2020-04-02,
Maule,Casos probables acumulados,2020-04-02,
Ñuble,Casos probables acumulados,2020-04-02,
Biobío,Casos probables acumulados,2020-04-02,
Araucania,Casos probables acumulados,2020-04-02,
Los Ríos,Casos probables acumulados,2020-04-02,
Los Lagos,Casos probables acumulados,2020-04-02,
Aysén,Casos probables acumulados,2020-04-02,
Magallanes,Casos probables acumulados,2020-04-02,
Total,Casos probables acumulados,2020-04-02,
Arica y Parinacota,Casos acumulados,2020-04-03,12.0
Tarapacá,Casos acumulados,2020-04-03,13.0
Antofagasta,Casos acumulados,2020-04-03,54.0
Atacama,Casos acumulados,2020-04-03,5.0
Coquimbo,Casos acumulados,2020-04-03,35.0
Valparaíso,Casos acumulados,2020-04-03,176.0
Metropolitana,Casos acumulados,2020-04-03,1742.0
O’Higgins,Casos acumulados,2020-04-03,33.0
Maule,Casos acumulados,2020-04-03,89.0
Ñuble,Casos acumulados,2020-04-03,370.0
Biobío,Casos acumulados,2020-04-03,302.0
Araucanía,Casos acumulados,2020-04-03,432.0
Los Ríos,Casos acumulados,2020-04-03,78.0
Los Lagos,Casos acumulados,2020-04-03,234.0
Aysén,Casos acumulados,2020-04-03,6.0
Magallanes,Casos acumulados,2020-04-03,156.0
Total,Casos acumulados,2020-04-03,3737.0
Arica y Parinacota,Casos nuevos totales,2020-04-03,5.0
Tarapacá,Casos nuevos totales,2020-04-03,1.0
Antofagasta,Casos nuevos totales,2020-04-03,7.0
Atacama,Casos nuevos totales,2020-04-03,2.0
Coquimbo,Casos nuevos totales,2020-04-03,1.0
Valparaíso,Casos nuevos totales,2020-04-03,20.0
Metropolitana,Casos nuevos totales,2020-04-03,106.0
O’Higgins,Casos nuevos totales,2020-04-03,1.0
Maule,Casos nuevos totales,2020-04-03,7.0
Ñuble,Casos nuevos totales,2020-04-03,29.0
Biobío,Casos nuevos totales,2020-04-03,27.0
Araucanía,Casos nuevos totales,2020-04-03,43.0
Los Ríos,Casos nuevos totales,2020-04-03,10.0
Los Lagos,Casos nuevos totales,2020-04-03,31.0
Aysén,Casos nuevos totales,2020-04-03,1.0
Magallanes,Casos nuevos totales,2020-04-03,42.0
Total,Casos nuevos totales,2020-04-03,333.0
Arica y Parinacota,Casos nuevos con sintomas,2020-04-03,5.0
Tarapacá,Casos nuevos con sintomas,2020-04-03,1.0
Antofagasta,Casos nuevos con sintomas,2020-04-03,7.0
Atacama,Casos nuevos con sintomas,2020-04-03,2.0
Coquimbo,Casos nuevos con sintomas,2020-04-03,1.0
Valparaíso,Casos nuevos con sintomas,2020-04-03,20.0
Metropolitana,Casos nuevos con sintomas,2020-04-03,106.0
O’Higgins,Casos nuevos con sintomas,2020-04-03,1.0
Maule,Casos nuevos con sintomas,2020-04-03,7.0
Ñuble,Casos nuevos con sintomas,2020-04-03,29.0
Biobío,Casos nuevos con sintomas,2020-04-03,27.0
Araucanía,Casos nuevos con sintomas,2020-04-03,43.0
Los Ríos,Casos nuevos con sintomas,2020-04-03,10.0
Los Lagos,Casos nuevos con sintomas,2020-04-03,31.0
Aysén,Casos nuevos con sintomas,2020-04-03,1.0
Magallanes,Casos nuevos con sintomas,2020-04-03,42.0
Total,Casos nuevos con sintomas,2020-04-03,333.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-04-03,
Tarapacá,Casos nuevos sin sintomas,2020-04-03,
Antofagasta,Casos nuevos sin sintomas,2020-04-03,
Atacama,Casos nuevos sin sintomas,2020-04-03,
Coquimbo,Casos nuevos sin sintomas,2020-04-03,
Valparaíso,Casos nuevos sin sintomas,2020-04-03,
Metropolitana,Casos nuevos sin sintomas,2020-04-03,
O'Higgins,Casos nuevos sin sintomas,2020-04-03,
Maule,Casos nuevos sin sintomas,2020-04-03,
Ñuble,Casos nuevos sin sintomas,2020-04-03,
Biobío,Casos nuevos sin sintomas,2020-04-03,
Araucania,Casos nuevos sin sintomas,2020-04-03,
Los Ríos,Casos nuevos sin sintomas,2020-04-03,
Los Lagos,Casos nuevos sin sintomas,2020-04-03,
Aysén,Casos nuevos sin sintomas,2020-04-03,
Magallanes,Casos nuevos sin sintomas,2020-04-03,
Total,Casos nuevos sin sintomas,2020-04-03,
Arica y Parinacota,Casos nuevos sin notificar,2020-04-03,
Tarapacá,Casos nuevos sin notificar,2020-04-03,
Antofagasta,Casos nuevos sin notificar,2020-04-03,
Atacama,Casos nuevos sin notificar,2020-04-03,
Coquimbo,Casos nuevos sin notificar,2020-04-03,
Valparaíso,Casos nuevos sin notificar,2020-04-03,
Metropolitana,Casos nuevos sin notificar,2020-04-03,
O'Higgins,Casos nuevos sin notificar,2020-04-03,
Maule,Casos nuevos sin notificar,2020-04-03,
Ñuble,Casos nuevos sin notificar,2020-04-03,
Biobío,Casos nuevos sin notificar,2020-04-03,
Araucania,Casos nuevos sin notificar,2020-04-03,
Los Ríos,Casos nuevos sin notificar,2020-04-03,
Los Lagos,Casos nuevos sin notificar,2020-04-03,
Aysén,Casos nuevos sin notificar,2020-04-03,
Magallanes,Casos nuevos sin notificar,2020-04-03,
Total,Casos nuevos sin notificar,2020-04-03,
Arica y Parinacota,Fallecidos totales,2020-04-03,0.0
Tarapacá,Fallecidos totales,2020-04-03,0.0
Antofagasta,Fallecidos totales,2020-04-03,0.0
Atacama,Fallecidos totales,2020-04-03,0.0
Coquimbo,Fallecidos totales,2020-04-03,0.0
Valparaíso,Fallecidos totales,2020-04-03,1.0
Metropolitana,Fallecidos totales,2020-04-03,8.0
O’Higgins,Fallecidos totales,2020-04-03,0.0
Maule,Fallecidos totales,2020-04-03,1.0
Ñuble,Fallecidos totales,2020-04-03,1.0
Biobío,Fallecidos totales,2020-04-03,2.0
Araucanía,Fallecidos totales,2020-04-03,7.0
Los Ríos,Fallecidos totales,2020-04-03,1.0
Los Lagos,Fallecidos totales,2020-04-03,0.0
Aysén,Fallecidos totales,2020-04-03,0.0
Magallanes,Fallecidos totales,2020-04-03,1.0
Total,Fallecidos totales,2020-04-03,22.0
Arica y Parinacota,Casos confirmados recuperados,2020-04-03,
Tarapacá,Casos confirmados recuperados,2020-04-03,
Antofagasta,Casos confirmados recuperados,2020-04-03,
Atacama,Casos confirmados recuperados,2020-04-03,
Coquimbo,Casos confirmados recuperados,2020-04-03,
Valparaíso,Casos confirmados recuperados,2020-04-03,
Metropolitana,Casos confirmados recuperados,2020-04-03,
O'Higgins,Casos confirmados recuperados,2020-04-03,
Maule,Casos confirmados recuperados,2020-04-03,
Ñuble,Casos confirmados recuperados,2020-04-03,
Biobío,Casos confirmados recuperados,2020-04-03,
Araucania,Casos confirmados recuperados,2020-04-03,
Los Ríos,Casos confirmados recuperados,2020-04-03,
Los Lagos,Casos confirmados recuperados,2020-04-03,
Aysén,Casos confirmados recuperados,2020-04-03,
Magallanes,Casos confirmados recuperados,2020-04-03,
Total,Casos confirmados recuperados,2020-04-03,
Arica y Parinacota,Casos activos confirmados,2020-04-03,
Tarapacá,Casos activos confirmados,2020-04-03,
Antofagasta,Casos activos confirmados,2020-04-03,
Atacama,Casos activos confirmados,2020-04-03,
Coquimbo,Casos activos confirmados,2020-04-03,
Valparaíso,Casos activos confirmados,2020-04-03,
Metropolitana,Casos activos confirmados,2020-04-03,
O'Higgins,Casos activos confirmados,2020-04-03,
Maule,Casos activos confirmados,2020-04-03,
Ñuble,Casos activos confirmados,2020-04-03,
Biobío,Casos activos confirmados,2020-04-03,
Araucania,Casos activos confirmados,2020-04-03,
Los Ríos,Casos activos confirmados,2020-04-03,
Los Lagos,Casos activos confirmados,2020-04-03,
Aysén,Casos activos confirmados,2020-04-03,
Magallanes,Casos activos confirmados,2020-04-03,
Total,Casos activos confirmados,2020-04-03,
Arica y Parinacota,Casos activos probables,2020-04-03,
Tarapacá,Casos activos probables,2020-04-03,
Antofagasta,Casos activos probables,2020-04-03,
Atacama,Casos activos probables,2020-04-03,
Coquimbo,Casos activos probables,2020-04-03,
Valparaíso,Casos activos probables,2020-04-03,
Metropolitana,Casos activos probables,2020-04-03,
O'Higgins,Casos activos probables,2020-04-03,
Maule,Casos activos probables,2020-04-03,
Ñuble,Casos activos probables,2020-04-03,
Biobío,Casos activos probables,2020-04-03,
Araucania,Casos activos probables,2020-04-03,
Los Ríos,Casos activos probables,2020-04-03,
Los Lagos,Casos activos probables,2020-04-03,
Aysén,Casos activos probables,2020-04-03,
Magallanes,Casos activos probables,2020-04-03,
Total,Casos activos probables,2020-04-03,
Arica y Parinacota,Casos probables acumulados,2020-04-03,
Tarapacá,Casos probables acumulados,2020-04-03,
Antofagasta,Casos probables acumulados,2020-04-03,
Atacama,Casos probables acumulados,2020-04-03,
Coquimbo,Casos probables acumulados,2020-04-03,
Valparaíso,Casos probables acumulados,2020-04-03,
Metropolitana,Casos probables acumulados,2020-04-03,
O'Higgins,Casos probables acumulados,2020-04-03,
Maule,Casos probables acumulados,2020-04-03,
Ñuble,Casos probables acumulados,2020-04-03,
Biobío,Casos probables acumulados,2020-04-03,
Araucania,Casos probables acumulados,2020-04-03,
Los Ríos,Casos probables acumulados,2020-04-03,
Los Lagos,Casos probables acumulados,2020-04-03,
Aysén,Casos probables acumulados,2020-04-03,
Magallanes,Casos probables acumulados,2020-04-03,
Total,Casos probables acumulados,2020-04-03,
Arica y Parinacota,Casos acumulados,2020-04-04,12.0
Tarapacá,Casos acumulados,2020-04-04,17.0
Antofagasta,Casos acumulados,2020-04-04,55.0
Atacama,Casos acumulados,2020-04-04,5.0
Coquimbo,Casos acumulados,2020-04-04,44.0
Valparaíso,Casos acumulados,2020-04-04,185.0
Metropolitana,Casos acumulados,2020-04-04,1957.0
O’Higgins,Casos acumulados,2020-04-04,38.0
Maule,Casos acumulados,2020-04-04,97.0
Ñuble,Casos acumulados,2020-04-04,401.0
Biobío,Casos acumulados,2020-04-04,347.0
Araucanía,Casos acumulados,2020-04-04,477.0
Los Ríos,Casos acumulados,2020-04-04,89.0
Los Lagos,Casos acumulados,2020-04-04,259.0
Aysén,Casos acumulados,2020-04-04,6.0
Magallanes,Casos acumulados,2020-04-04,172.0
Total,Casos acumulados,2020-04-04,4161.0
Arica y Parinacota,Casos nuevos totales,2020-04-04,0.0
Tarapacá,Casos nuevos totales,2020-04-04,4.0
Antofagasta,Casos nuevos totales,2020-04-04,1.0
Atacama,Casos nuevos totales,2020-04-04,0.0
Coquimbo,Casos nuevos totales,2020-04-04,9.0
Valparaíso,Casos nuevos totales,2020-04-04,9.0
Metropolitana,Casos nuevos totales,2020-04-04,215.0
O’Higgins,Casos nuevos totales,2020-04-04,5.0
Maule,Casos nuevos totales,2020-04-04,8.0
Ñuble,Casos nuevos totales,2020-04-04,31.0
Biobío,Casos nuevos totales,2020-04-04,45.0
Araucanía,Casos nuevos totales,2020-04-04,45.0
Los Ríos,Casos nuevos totales,2020-04-04,11.0
Los Lagos,Casos nuevos totales,2020-04-04,25.0
Aysén,Casos nuevos totales,2020-04-04,0.0
Magallanes,Casos nuevos totales,2020-04-04,16.0
Total,Casos nuevos totales,2020-04-04,424.0
Arica y Parinacota,Casos nuevos con sintomas,2020-04-04,0.0
Tarapacá,Casos nuevos con sintomas,2020-04-04,4.0
Antofagasta,Casos nuevos con sintomas,2020-04-04,1.0
Atacama,Casos nuevos con sintomas,2020-04-04,0.0
Coquimbo,Casos nuevos con sintomas,2020-04-04,9.0
Valparaíso,Casos nuevos con sintomas,2020-04-04,9.0
Metropolitana,Casos nuevos con sintomas,2020-04-04,215.0
O’Higgins,Casos nuevos con sintomas,2020-04-04,5.0
Maule,Casos nuevos con sintomas,2020-04-04,8.0
Ñuble,Casos nuevos con sintomas,2020-04-04,31.0
Biobío,Casos nuevos con sintomas,2020-04-04,45.0
Araucanía,Casos nuevos con sintomas,2020-04-04,45.0
Los Ríos,Casos nuevos con sintomas,2020-04-04,11.0
Los Lagos,Casos nuevos con sintomas,2020-04-04,25.0
Aysén,Casos nuevos con sintomas,2020-04-04,0.0
Magallanes,Casos nuevos con sintomas,2020-04-04,16.0
Total,Casos nuevos con sintomas,2020-04-04,424.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-04-04,
Tarapacá,Casos nuevos sin sintomas,2020-04-04,
Antofagasta,Casos nuevos sin sintomas,2020-04-04,
Atacama,Casos nuevos sin sintomas,2020-04-04,
Coquimbo,Casos nuevos sin sintomas,2020-04-04,
Valparaíso,Casos nuevos sin sintomas,2020-04-04,
Metropolitana,Casos nuevos sin sintomas,2020-04-04,
O'Higgins,Casos nuevos sin sintomas,2020-04-04,
Maule,Casos nuevos sin sintomas,2020-04-04,
Ñuble,Casos nuevos sin sintomas,2020-04-04,
Biobío,Casos nuevos sin sintomas,2020-04-04,
Araucania,Casos nuevos sin sintomas,2020-04-04,
Los Ríos,Casos nuevos sin sintomas,2020-04-04,
Los Lagos,Casos nuevos sin sintomas,2020-04-04,
Aysén,Casos nuevos sin sintomas,2020-04-04,
Magallanes,Casos nuevos sin sintomas,2020-04-04,
Total,Casos nuevos sin sintomas,2020-04-04,
Arica y Parinacota,Casos nuevos sin notificar,2020-04-04,
Tarapacá,Casos nuevos sin notificar,2020-04-04,
Antofagasta,Casos nuevos sin notificar,2020-04-04,
Atacama,Casos nuevos sin notificar,2020-04-04,
Coquimbo,Casos nuevos sin notificar,2020-04-04,
Valparaíso,Casos nuevos sin notificar,2020-04-04,
Metropolitana,Casos nuevos sin notificar,2020-04-04,
O'Higgins,Casos nuevos sin notificar,2020-04-04,
Maule,Casos nuevos sin notificar,2020-04-04,
Ñuble,Casos nuevos sin notificar,2020-04-04,
Biobío,Casos nuevos sin notificar,2020-04-04,
Araucania,Casos nuevos sin notificar,2020-04-04,
Los Ríos,Casos nuevos sin notificar,2020-04-04,
Los Lagos,Casos nuevos sin notificar,2020-04-04,
Aysén,Casos nuevos sin notificar,2020-04-04,
Magallanes,Casos nuevos sin notificar,2020-04-04,
Total,Casos nuevos sin notificar,2020-04-04,
Arica y Parinacota,Fallecidos totales,2020-04-04,0.0
Tarapacá,Fallecidos totales,2020-04-04,0.0
Antofagasta,Fallecidos totales,2020-04-04,0.0
Atacama,Fallecidos totales,2020-04-04,0.0
Coquimbo,Fallecidos totales,2020-04-04,0.0
Valparaíso,Fallecidos totales,2020-04-04,1.0
Metropolitana,Fallecidos totales,2020-04-04,9.0
O’Higgins,Fallecidos totales,2020-04-04,0.0
Maule,Fallecidos totales,2020-04-04,1.0
Ñuble,Fallecidos totales,2020-04-04,2.0
Biobío,Fallecidos totales,2020-04-04,2.0
Araucanía,Fallecidos totales,2020-04-04,9.0
Los Ríos,Fallecidos totales,2020-04-04,1.0
Los Lagos,Fallecidos totales,2020-04-04,0.0
Aysén,Fallecidos totales,2020-04-04,0.0
Magallanes,Fallecidos totales,2020-04-04,2.0
Total,Fallecidos totales,2020-04-04,27.0
Arica y Parinacota,Casos confirmados recuperados,2020-04-04,
Tarapacá,Casos confirmados recuperados,2020-04-04,
Antofagasta,Casos confirmados recuperados,2020-04-04,
Atacama,Casos confirmados recuperados,2020-04-04,
Coquimbo,Casos confirmados recuperados,2020-04-04,
Valparaíso,Casos confirmados recuperados,2020-04-04,
Metropolitana,Casos confirmados recuperados,2020-04-04,
O'Higgins,Casos confirmados recuperados,2020-04-04,
Maule,Casos confirmados recuperados,2020-04-04,
Ñuble,Casos confirmados recuperados,2020-04-04,
Biobío,Casos confirmados recuperados,2020-04-04,
Araucania,Casos confirmados recuperados,2020-04-04,
