Data,Classi,24h_confirm,24h_recup,total_confir,total_recup,total_obito,24h_obito,24h_obito_media7d,24h_confirm_media7d,Hospitalizados,Uti,24h_obitos_novo,total_obitos_novo,int_extra1,int_extra2,int_extra3,int_extra4,Current Infected,Unhospitalized Infected,Hospitalization Likelihood,Death likelihood,Susceptible Population,True UnHos Infected,True Current Infected,True Infection Rate,Measured Infection Rate,Hospitalization Rate,Rio Unemployment Rate,Brazil Workforce,Brazil Employed,Brazil Employment Rate,Rio Employment Rate,Closure Policy,Brazil Unemployment Rate
3/7/2020 7:00 PM,Confirmado,,,4,0,0,,,,0,,,,,,,,4,4,,,6718865.65033156,37.3496684433874,37.3496684433874,0,0,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/8/2020 8:00 PM,Confirmado,5,,9,0,0,,,,0,,,,,,,,9,9,,,6718861.60197359,41.3980264131885,41.3980264131885,4.04835796980111,5,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/9/2020 8:00 PM,Confirmado,3,,12,0,0,,,,0,,,,,,,,12,12,,,6718857.26904434,45.7309556615466,45.7309556615466,4.33292924835811,3,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/10/2020 8:00 PM,Confirmado,1,,13,0,0,,,,0,,,,,,,,13,13,,,6718854.03410998,48.9658900184469,48.9658900184469,3.23493435690028,1,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/11/2020 8:00 PM,Confirmado,8,,21,0,0,,,,0,,,,,,,,21,21,,,6718832.76695922,70.2330407823077,70.2330407823077,21.2671507638608,8,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/12/2020 8:00 PM,Confirmado,4,,25,0,0,,,,0,,,,,,,,25,25,,,6718819.80847212,83.1915278850357,83.1915278850357,12.958487102728,4,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/13/2020 8:00 PM,Confirmado,5,,30,0,0,,,,0,,,,,,,,30,30,,,6718857.87920266,45.1207973366991,45.1207973366991,-38.0707305483366,5,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/14/2020 8:00 PM,Confirmado,8,,38,0,0,,,,0,,,,,,,,38,38,,,6718801.80101839,101.198981611606,101.198981611606,56.0781842749072,8,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/15/2020 8:00 PM,Confirmado,4,,42,0,0,,,,0,,,,,,,,42,42,,,6718772.08178642,130.918213579439,130.918213579439,29.7192319678326,4,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/16/2020 8:00 PM,Confirmado,6,,48,0,0,,,,0,,,,,,,,48,48,,,6718757.55345537,145.44654463354,145.44654463354,14.5283310541005,6,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/17/2020 8:00 PM,Confirmado,3,,51,0,0,,,,0,,,,,,,,51,51,,,6718699.27351384,203.726486160946,203.726486160946,58.2799415274066,3,0,0.13,105073,92223,0.877704072406803,0.87,No Closures,0.122295927593197
3/18/2020 8:00 PM,Confirmado,9,,60,0,0,,,,0,,,,,,,,60,60,,,6718743.72407814,159.275921861465,159.275921861465,-44.4505642994812,9,0,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/19/2020 8:00 PM,Confirmado,3,,63,0,0,,,,0,,,,,,,,63,63,,,6718670.9127385,232.087261501136,232.087261501136,72.8113396396711,3,0,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/20/2020 8:00 PM,Confirmado,0,,63,0,1,1,,,0,,,,,,,,62,62,,,6718578.34343949,323.656560512521,323.656560512521,91.5692990113852,-1,0,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/21/2020 8:00 PM,Confirmado,31,,94,0,1,0,,,0,,1,1,,,,,93,93,0,0.25,6718513.40474853,388.595251474331,388.595251474331,64.9386909618102,31,0,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/22/2020 8:00 PM,Confirmado,9,,103,0,2,1,,,0,,1,2,,,,,101,101,0,0.222222222222222,6718405.26809852,495.73190147852,495.73190147852,107.136650004188,8,0,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/23/2020 8:00 PM,Confirmado,67,,170,0,4,2,,,0,,0,2,,,,,166,166,0,0.333333333333333,6718490.30609536,408.693904636202,408.693904636202,-87.0379968423176,65,0,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/24/2020 8:00 PM,Confirmado,44,,214,16,6,2,,,24,13,1,3,,,,,192,168,1.84615384615385,0.461538461538462,6718468.75830906,388.241690941448,412.241690941448,-20.4522136947543,26,24,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/25/2020 8:00 PM,Confirmado,64,4,278,20,7,1,,,28,15,0,3,,,,,251,223,1.33333333333333,0.333333333333333,6718392.35745072,455.642549279889,483.642549279889,67.4008583384414,59,4,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/26/2020 8:00 PM,Confirmado,53,19,331,39,10,3,,,31,18,1,4,,,,,282,251,1.24,0.4,6718494.15396506,328.846034941401,359.846034941401,-126.796514338488,31,3,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/27/2020 8:00 PM,Confirmado,37,9,368,48,11,1,,,26,17,2,6,,,,,309,283,0.866666666666667,0.366666666666667,6718032.85686334,785.143136660055,811.143136660055,456.297101718654,27,-5,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/28/2020 8:00 PM,Confirmado,63,15,431,63,11,0,,,30,22,0,6,,,,,357,327,0.789473684210526,0.289473684210526,6718072.65729786,726.342702135681,756.342702135681,-58.8004345243739,48,4,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/29/2020 8:00 PM,Confirmado,58,11,489,74,14,3,,,31,23,3,9,,,,,401,370,0.738095238095238,0.333333333333333,6717948.59437328,835.405626718692,866.405626718692,109.06292458301,44,1,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/30/2020 8:00 PM,Confirmado,26,15,515,89,15,1,,,38,23,3,12,,,,,411,373,0.791666666666667,0.3125,6718226.80465928,534.195340725512,572.195340725512,-301.21028599318,10,7,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
3/31/2020 8:00 PM,Confirmado,38,5,553,94,18,3,,,48,28,6,18,,,,,441,393,0.941176470588235,0.352941176470588,6717839.69467962,903.305320379676,951.305320379676,369.109979654164,30,10,0.13,105073,92223,0.877704072406803,0.87,Lockdown,0.122295927593197
4/1/2020 8:00 PM,Confirmado,30,19,583,113,20,2,2,44,52,28,4,22,,,,,450,398,0.866666666666667,0.333333333333333,6717974.53870996,743.461290038919,795.461290038919,-159.844030340756,9,4,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/2/2020 8:00 PM,Confirmado,114,23,697,136,24,4,2,52,64,28,7,29,,,,,537,473,1.01587301587302,0.380952380952381,6717835.01418397,843.985816032009,907.985816032009,100.52452599309,87,12,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/3/2020 8:00 PM,Confirmado,110,18,807,154,31,7,3,63,74,22,9,38,,,,,622,548,1.19354838709677,0.492063492063492,6717965.99031577,678.009684231789,752.009684231789,-165.97613180022,85,10,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/4/2020 8:00 PM,Confirmado,60,21,867,175,36,5,4,62,72,22,3,41,,,,,656,584,0.774193548387097,0.382978723404255,6717376.30717273,1243.6928272695,1315.6928272695,565.683143037712,34,-2,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/5/2020 8:00 PM,Confirmado,115,29,982,204,38,2,3,70,61,33,5,46,,,,,740,679,0.603960396039604,0.368932038834951,6717565.38537813,1034.61462186632,1095.61462186632,-209.078205403183,84,-11,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/6/2020 8:00 PM,Confirmado,86,9,1068,213,42,4,4,79,74,36,4,50,,,,,813,739,0.44578313253012,0.247058823529412,6717869.54086133,704.459138666537,778.459138666537,-330.155483199781,73,13,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/7/2020 8:00 PM,Confirmado,42,19,1110,232,47,5,4,80,86,30,2,52,,,,,831,745,0.447916666666667,0.219626168224299,6716819.33373616,1718.66626383997,1804.66626383997,1014.20712517344,18,12,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/8/2020 8:00 PM,Confirmado,141,98,1251,330,59,12,6,95,91,32,3,55,,,,,862,771,0.362549800796813,0.212230215827338,6716441.54360132,1981.45639868521,2072.45639868521,262.790134845241,31,5,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/9/2020 8:00 PM,Confirmado,198,51,1449,381,73,14,7,107,78,41,3,58,,,,,995,917,0.276595744680851,0.220543806646526,6716253.09454341,2117.90545658877,2195.90545658877,136.449057903558,133,-13,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
