Data,Classi,24h_confirm,24h_recup,total_confir,total_recup,total_obito,24h_obito,24h_obito_media7d,24h_confirm_media7d,Hospitalizados,Uti,24h_obitos_novo,total_obitos_novo,int_extra1,int_extra2,int_extra3,int_extra4,Current Infected,Unhospitalized Infected,Hospitalization Likelihood,Death likelihood,Susceptible Population,True UnHos Infected,True Current Infected,True Infection Rate,Measured Infection Rate,Hospitalization Rate,Rio Unemployment Rate,Brazil Workforce,Brazil Employed,Brazil Employment Rate,Rio Employment Rate,Closure Policy,Brazil Unemployment Rate
4/10/2020 8:00 PM,Confirmado,184,43,1633,424,82,9,7,118,112,38,5,63,,,,,1127,1015,0.362459546925566,0.222826086956522,6716695.2283492,1589.7716508042,1701.7716508042,-528.133805784575,132,34,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/11/2020 8:00 PM,Confirmado,175,72,1808,496,92,10,8,134,155,38,7,70,,,,,1220,1065,0.434173669467787,0.213457076566125,6716506.45379511,1653.54620488646,1808.54620488646,63.7745540822641,93,43,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/12/2020 8:00 PM,Confirmado,97,75,1905,571,98,6,9,132,192,60,2,72,,,,,1236,1044,0.478802992518703,0.20040899795501,6716700.36633637,1341.63366362762,1533.63366362762,-311.912541258842,16,37,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/13/2020 8:00 PM,Confirmado,91,27,1996,598,106,8,9,133,170,50,8,80,,,,,1292,1122,0.413625304136253,0.205825242718447,6716810.67036221,1218.32963779449,1388.32963779449,-123.304025833126,56,-22,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/14/2020 8:00 PM,Confirmado,326,30,2322,628,115,9,10,173,195,62,13,93,,,,,1579,1384,0.442176870748299,0.207956600361664,6716576.7753241,1388.22467589751,1583.22467589751,169.89503810302,287,25,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/15/2020 8:00 PM,Confirmado,71,78,2393,706,140,25,12,163,227,87,16,109,,,,,1547,1320,0.504444444444444,0.240137221269297,6716512.28833217,1317.71166782911,1544.71166782911,-70.5130080683991,-32,32,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/16/2020 8:00 PM,Confirmado,126,39,2519,745,167,27,13,153,238,81,16,125,,,,,1607,1369,0.443202979515829,0.239598278335725,6715990.14502432,1762.85497568023,2000.85497568023,445.143307851115,60,11,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/17/2020 8:00 PM,Confirmado,140,29,2659,774,195,28,16,147,306,89,21,146,,,,,1690,1384,0.491961414790997,0.241635687732342,6715818.01302687,1809.98697312645,2115.98697312645,47.131997446216,83,68,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/18/2020 8:00 PM,Confirmado,287,96,2946,870,219,24,18,163,271,93,12,158,,,,,1857,1586,0.413109756097561,0.252595155709343,6716105.19074877,1437.80925123426,1708.80925123426,-372.177721892189,167,-35,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/19/2020 8:00 PM,Confirmado,113,249,3059,1119,237,18,20,165,309,70,18,176,,,,,1703,1394,0.417567567567568,0.241344195519348,6716102.49362313,1135.50637686869,1444.50637686869,-302.302874365569,-154,38,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/20/2020 8:00 PM,Confirmado,68,228,3127,1347,245,8,20,162,311,94,23,199,,,,,1535,1224,0.382533825338253,0.22940074906367,6716272.4528583,727.54714169642,1038.54714169642,-407.959235172267,-168,2,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/21/2020 8:00 PM,Confirmado,116,12,3243,1359,257,12,20,132,338,115,17,216,,,,,1627,1289,0.406738868832732,0.231531531531532,6715274.20540705,1674.79459294706,2012.79459294706,947.247451250638,92,27,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/22/2020 8:00 PM,Confirmado,344,221,3587,1580,283,26,20,171,345,130,12,228,,,,,1724,1379,0.400232018561485,0.226219024780176,6715680.20752621,1014.7924737939,1359.7924737939,-660.002119153155,97,7,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/23/2020 8:00 PM,Confirmado,69,195,3656,1775,303,20,19,162,395,128,17,245,,,,,1578,1183,0.396984924623116,0.209109730848861,6715391.26978109,1038.73021890553,1433.73021890553,23.9377451116305,-146,50,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/24/2020 8:00 PM,Confirmado,371,113,4027,1888,322,19,18,195,378,106,12,257,,,,,1817,1439,0.335403726708075,0.197183098591549,6715130.00047027,1184.99952973454,1562.99952973454,146.269310829003,239,-17,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/25/2020 8:00 PM,Confirmado,64,76,4091,1964,347,25,18,164,392,128,30,287,,,,,1780,1388,0.321311475409836,0.191924778761062,6715074.33184227,1125.66815772966,1517.66815772966,-59.3313720048739,-37,14,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/26/2020 8:00 PM,Confirmado,390,430,4481,2394,367,20,19,203,397,130,32,319,,,,,1720,1323,0.321197411003236,0.192650918635171,6714381.36136755,1363.63863244711,1760.63863244711,237.970474717444,-60,5,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/27/2020 8:00 PM,Confirmado,17,111,4498,2505,382,15,20,196,390,126,14,333,,,,,1611,1221,0.301857585139319,0.191382765531062,6714554.08411334,1071.91588665741,1461.91588665741,-291.722745789696,-109,-7,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/28/2020 8:00 PM,Confirmado,763,319,5261,2824,405,23,21,288,408,132,35,368,,,,,2032,1624,0.258391386953768,0.174418604651163,6713960.86709154,1305.13290846006,1713.13290846006,233.217021802647,421,18,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/29/2020 8:00 PM,Confirmado,293,243,5554,3067,456,51,25,281,431,129,37,405,,,,,2031,1600,0.278603749191984,0.190555787714166,6714176.62934516,772.370654842115,1203.37065484212,-532.762253617942,-1,23,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
4/30/2020 8:00 PM,Confirmado,135,400,5689,3467,496,40,28,290,443,134,33,438,,,,,1726,1283,0.275668948350964,0.196903533148075,6712957.63433006,1539.3656699405,1982.3656699405,766.995015098384,-305,12,0.13,102052,89241,0.874465958530945,0.87,Lockdown,0.125534041469055
5/1/2020 8:00 PM,Confirmado,214,249,5903,3716,535,39,30,268,473,132,31,469,4324,,,,1652,1179,0.279881656804734,0.201203459947349,6712786.87519667,1392.12480333555,1865.12480333555,-147.240866604951,-74,30,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/2/2020 8:00 PM,Confirmado,286,311,6189,4027,574,39,32,300,486,139,36,505,1323,,,,1588,1102,0.261712439418417,0.194840461642906,6712259.73467676,1556.26532324125,2042.26532324125,164.140519905701,-64,13,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/3/2020 8:00 PM,Confirmado,259,153,6448,4180,603,29,34,281,496,135,33,538,1504,,,,1665,1169,0.291250733998826,0.197123242889833,6711717.93015141,1906.06984859381,2402.06984859381,349.804525352562,77,10,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/4/2020 8:00 PM,Confirmado,302,44,6750,4224,631,28,36,322,527,129,16,554,1060,,,,1895,1368,0.343322475570033,0.201790853853534,6712600.04350556,920.956494442135,1447.95649444214,-985.113354151676,230,31,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/5/2020 8:00 PM,Confirmado,533,504,7283,4728,670,39,38,289,601,163,22,576,4416,,,,1885,1284,0.36939151813153,0.206598828245452,6712080.10737119,823.892628806592,1424.89262880659,-97.0638656355426,-10,74,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/6/2020 8:00 PM,Confirmado,549,409,7832,5137,713,43,37,325,567,147,20,596,4031,,,,1982,1415,0.328886310904872,0.19877334820184,6712025.17397867,460.826021329035,1027.82602132904,-363.066607477557,97,-34,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/7/2020 8:00 PM,Confirmado,745,592,8577,5729,764,51,38,413,572,153,34,630,3992,,,,2084,1512,0.362484157160963,0.208971553610503,6710631.52738727,1206.47261273221,1778.47261273221,745.646591403179,102,5,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/8/2020 8:00 PM,Confirmado,474,439,9051,6168,919,155,55,450,615,164,61,691,3540,,,,1964,1349,0.338470005503577,0.22820958529923,6710462.78879907,738.211200928873,1353.21120092887,-468.261411803341,-120,43,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/9/2020 8:00 PM,Confirmado,621,136,9672,6304,1002,83,61,498,621,162,51,742,3149,,,,2366,1745,0.348876404494382,0.244927890491322,6710659.47976716,316.520232836519,937.520232836519,-421.690968092355,402,6,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/10/2020 8:00 PM,Confirmado,807,892,10479,7196,1092,90,70,576,623,158,35,777,938,,,,2191,1568,0.362209302325581,0.243695603659897,6709745.98531647,246.014683527728,869.014683527728,-70.5055493087905,-175,2,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/11/2020 8:00 PM,Confirmado,41,121,10520,7317,1126,34,71,539,596,159,72,849,643,,,,2077,1481,0.369956548727498,0.250333481547354,,,,-246.014683527728,-114,-27,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/12/2020 8:00 PM,Confirmado,99,182,10619,7499,1172,46,72,477,600,152,47,896,2067,,,,1948,1348,0.295275590551181,0.222771336247862,6709550.73700498,81.2629950161,681.2629950161,81.2629950161,-129,4,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/13/2020 8:00 PM,Confirmado,197,406,10816,7905,1279,107,81,426,565,150,62,958,3986,,,,1632,1067,0.278188084687346,0.230284479654303,6709043.99927301,110.000726985309,675.000726985309,28.7377319692089,-316,-35,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/14/2020 8:00 PM,Confirmado,210,266,11026,8171,1363,84,86,350,614,159,72,1030,3803,,,,1492,878,0.355735805330243,0.239585164352259,6708500.02122848,254.978771520683,868.978771520683,144.978044535374,-140,49,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/15/2020 8:00 PM,Confirmado,238,334,11264,8505,1509,146,84,316,624,169,61,1091,3530,,,,1250,626,0.37772397094431,0.255632729120786,6707776.5307881,488.469211903562,1112.46921190356,233.490440382879,-242,10,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/16/2020 8:00 PM,Confirmado,451,627,11715,9132,1631,122,90,292,635,166,68,1159,2565,,,,952,317,0.399874055415617,0.2635320730328,6707193.08074187,311.919258129546,946.919258129546,-176.549953774016,-298,11,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/17/2020 8:00 PM,Confirmado,580,542,12295,9674,1751,120,94,259,602,154,57,1216,1065,,,,870,268,0.361561561561562,0.271557071960298,6706496.79615397,379.20384602525,981.20384602525,67.2845878957045,-82,-33,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/18/2020 8:00 PM,Confirmado,626,648,12921,10322,1841,90,102,343,,,65,1281,614,,,,,,,0.272740740740741,6706377.35922958,362.640770417991,362.640770417991,-16.5630756072597,,,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/19/2020 8:00 PM,Confirmado,522,418,13443,10740,1960,119,113,403,671,192,66,1347,2729,,,,743,72,0.355968169761273,0.269119868186187,6705227.40059756,304.599402445327,975.599402445327,-58.0413679726632,,,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/20/2020 8:00 PM,Confirmado,1088,792,14531,11532,2135,175,122,531,697,190,85,1432,3558,,,,864,167,0.351664984863774,0.272599591419816,,,,-304.599402445327,121,26,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/21/2020 8:00 PM,Confirmado,2535,2311,17066,13843,2249,114,127,863,706,195,65,1497,2996,,,,974,268,0.338771593090211,0.262212894951615,6700993.01475961,1111.9852403863,1817.9852403863,1111.9852403863,110,9,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/22/2020 8:00 PM,Confirmado,1677,1347,18743,15190,2376,127,124,1068,734,193,59,1556,3064,,,,1177,443,0.373727087576375,0.262512429565794,,,,-1111.9852403863,203,28,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/23/2020 8:00 PM,Confirmado,1418,1183,20161,16373,2520,144,127,1207,773,202,52,1608,2791,,,,1268,495,0.326711749788673,0.260545905707196,6698262.29584507,974.704154931571,1747.70415493157,974.704154931571,91,39,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/24/2020 8:00 PM,Confirmado,882,823,21043,17196,2702,182,136,1250,792,209,51,1659,895,,,,1145,353,0.36147877681424,0.257849031396126,6697320.41726866,892.582731342843,1684.58273134284,-82.1214235887281,-123,19,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/25/2020 8:00 PM,Confirmado,732,715,21775,17911,2755,53,131,1265,792,206,78,1737,1078,,,,1109,317,0.381319210399615,0.261882129277566,6696493.41175634,951.588243658235,1743.58824365824,59.005512315392,-36,0,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/26/2020 8:00 PM,Confirmado,691,677,22466,18588,2831,76,124,1289,783,214,64,1801,2918,,,,1047,264,0.401950718685832,0.266597608061023,6696085.4524079,615.547592096538,1398.54759209654,-336.040651561697,-62,-9,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/27/2020 8:00 PM,Confirmado,824,604,23290,19192,2978,147,120,1251,,,54,1855,2400,,,,,,,0.275332840236686,6695392.16312559,1340.83687440726,1340.83687440726,725.28928231072,,,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/28/2020 8:00 PM,Confirmado,1460,374,24750,19566,3135,157,127,1098,825,228,56,1911,3351,,,,2049,1224,0.552949061662198,0.284327952113187,6694222.49302374,1154.50697626284,1979.50697626284,-186.329898144415,,,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/29/2020 8:00 PM,Confirmado,1224,686,25974,20252,3293,158,131,1033,,,53,1964,2770,,,,,,,0.292347301136364,6694211.28043899,1146.71956100633,1146.71956100633,-7.78741525651162,,,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/30/2020 8:00 PM,Confirmado,1337,2039,27311,22291,3430,137,130,1021,745,210,64,2028,2338,,,,1590,845,0.782563025210084,0.292787025181391,6691657.84027186,779.159728144502,1524.1597281445,-367.55983286183,,,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
5/31/2020 8:00 PM,Confirmado,1170,1202,28481,23493,3525,95,118,1063,743,202,55,2083,1026,,,,1463,720,0.854022988505747,0.286701911346076,6690092.27750575,1049.72249424915,1792.72249424915,270.562766104648,-127,-2,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
6/1/2020 8:00 PM,Confirmado,1533,1298,30014,24791,3671,146,131,1177,712,202,52,2135,726,,,,1552,840,,0.284111136908908,6688942.52674411,786.473255891178,1498.47325589118,-263.249238357972,89,-31,0.13,98646,85936,0.871155444721529,0.87,Lockdown,0.128844555278471
6/2/2020 8:00 PM,Confirmado,1190,969,31204,25760,3828,157,142,1248,651,191,47,2182,2434,,,,1616,965,0.876177658142665,0.284757866547646,6687744.56115909,919.438840910631,1570.43884091063,132.965585019453,64,-61,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/3/2020 8:00 PM,Confirmado,1747,1280,32951,27040,4055,227,154,1380,681,205,47,2229,2114,,,,1856,1175,0.788194444444444,0.279058564448421,6686422.84197008,704.158029923716,1385.15802992372,-215.280810986915,240,30,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/4/2020 8:00 PM,Confirmado,744,741,33695,27781,4231,176,157,1278,682,217,55,2284,2293,,,,1683,1001,0.700205338809035,0.247919840618774,6685532.52972665,676.470273354817,1358.47027335482,-27.687756568899,-173,1,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/5/2020 8:00 PM,Confirmado,1348,1244,35043,29025,4309,78,145,1296,684,202,42,2326,1778,,,,1709,1025,0.581138487680544,0.229899162353945,6683872.6918549,1012.30814509584,1696.30814509584,335.837871741021,26,2,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/6/2020 8:00 PM,Confirmado,660,813,35703,29838,4401,92,139,1199,684,202,65,2391,1668,,,,1464,780,0.539432176656151,0.218292743415505,6682635.65896027,1344.34103973081,2028.34103973081,332.032894634975,-245,0,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/7/2020 8:00 PM,Confirmado,412,407,36115,30245,4462,61,134,1091,654,206,57,2448,415,,,,1408,754,0.57117903930131,0.212042009219218,6683079.44319794,462.556802056431,1116.55680205643,-881.784237674382,-56,-30,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/8/2020 8:00 PM,Confirmado,778,629,36893,30874,4516,54,121,983,637,211,46,2494,470,,,,1503,866,0.57439134355275,0.207393800229621,6681578.890214,1297.10978600168,1934.10978600168,834.552983945253,95,-17,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/9/2020 8:00 PM,Confirmado,1010,1012,37903,31886,4599,83,110,957,631,211,30,2524,2131,,,,1418,787,0.602674307545368,0.20470933855604,6681285.80746584,501.192534160251,1132.19253416025,-795.917251841434,-85,-6,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/10/2020 8:00 PM,Confirmado,1057,937,38960,32823,4716,117,94,858,659,222,26,2550,2164,,,,1421,762,,0.202490339201374,6678936.08616163,1768.91383837136,2427.91383837136,1267.72130421111,3,28,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
6/11/2020 8:00 PM,Confirmado,1079,886,40039,33709,4850,134,88,906,674,231,45,2595,1854,,,,1480,806,0.328940946803319,0.195959595959596,6679303.36853775,366.63146225103,1040.63146225103,-1402.28237612033,59,15,0.13,98646,85936,0.871155444721529,0.87,Fase 1,0.128844555278471
