location,Rain,Pressure,Solar Radiation,Temperature,Relative Humidity,Wind Direction,Wind Speed,SO2,NO2,HCNM,HCT,CH4,CO,NO,NOx,O3,PM10,PM2.5
CA,-0.035119692522655,0.924588280807598,4.64238444755718,0.958460730382246,6.90531292722066,9.30221231553909,-0.351300899130391,[],[],[],[],[],-0.192770329897273,[],[],24.3455428022329,-15.7558024031535,[]
AV,-0.038773556809195,2.748360372452,-79.99362843948,-1.15722014549784,7.16208647334964,-34.1074490813282,-0.002032833797398,-1.10089445857435,[],[],[],[],-0.122047060361042,[],[],14.1253285608382,-6.52622921481388,[]
SC,0.019300834800364,0.940681045423275,-22.8792542801198,-2.06011370672783,7.01681246405928,31.4138926190879,-0.033999461807836,0.298721675238294,[],[],[],[],-0.160919143358504,[],[],8.9450794169408,-7.42144224808423,[]
SP,1.83693573836037,5.48689385889323,-21.8637023777945,-1.7144861261086,-3.01480372129868,71.3953067872882,6.09897501581719,-0.43922785600925,[],[],[],[],-0.17364549215719,[],[],-0.662384376731241,-13.7198424101676,[]
IR,-0.036946699484577,0.872304507794221,-5.47260834038676,-1.32792747658784,14.4315258647415,9.19554627997098,-0.174121429273882,1.80784274993667,-9.73254904449913,-0.015806916768169,-0.154806629507809,-0.139792368459316,[],0.370042312197408,-9.35866648669615,-2.90392709248182,-6.42806287532036,-2.03265310684318
BG,0.031045389687098,3.7672382727972,-14.0379858125613,-0.845224263189766,7.34909974195864,1.59845726931523,-0.177272210753462,-0.188076076186574,-4.93808783942841,0.005261120902362,0.010045914636694,0.003731744610611,-0.049155477410645,0.583833457956476,-4.35652627379825,-7.35284038886896,-1.44271425437282,[]
CG,-0.014281573336361,0.453038588058803,-21.5664544877616,-0.993540798137893,4.91130241172883,2.97031308034655,-0.203502954083344,1.44534230864874,[],-0.017402278776389,-0.057364504545803,-0.041074028849387,-0.167937942061567,[],[],1.11479919313982,-6.80226119509454,[]
PG,0.018866455062515,0.729025191667574,6.65760975938862,-0.746407290519399,19.9333398244132,43.8473506776871,-1.13397265424715,[],[],[],[],[],[],[],[],-4.1926669994957,-3.08271305859874,[]
