Region,Codigo region,Comuna,Codigo comuna,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-28,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Los Ríos,14,Valdivia,14101,11,6,20,17,9,10,18,15,5,14,11,16,19,15,9,8,12,0,17,10,12,16,12,22,15,12,7,11,23,13,9,12,8,27,5,17,24,9,23,6,9,15,11,20,13,9,18,10,17,12,17,10,13,13,6,12,4,4,13,12,8,9,12,7,10,5,12,13,11,14,8,14,23,10,22,8,11,9,9,8,11,6,10,14,8,9,17,19,10,13,15,9,18,11,9,20,0,15,13,16,0,25,19,8,8,12,13,16,15,11,4,9,16,9,8,13,9,16,8,8,12,15,0,12,6,11,6,13,0,12,11,9,20,0,9,9,8,9,13,0,22,12,15,0,16,0,21,9,6,12,16,0,0,20,9,13,10,13,0,0,12,8,7,7,15,0,0,21,7,5,8,23,0,0,18,10,9,10,19,2,0,22,6,6,6,13
Magallanes y de la Antártica Chilena,12,Natales,12401,1,0,0,0,0,0,0,2,1,0,0,1,3,0,0,1,2,0,3,0,1,1,1,1,1,1,0,1,3,0,1,0,1,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,4,0,1,0,1,0,1,0,0,2,1,0,0,0,0,3,0,0,3,0,2,2,0,0,2,1,0,1,2,2,2,1,2,2,0,0,1,1,3,0,0,0,0,1,0,2,1,1,0,0,0,3,0,0,1,3,0,1,0,1,0,0,0,1,1,0,0,1,0,7,4,1,0,1,0,0,1,0,0,1,0,3,1,0,1,0,1,3,1,2,1,0,0,1,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,1,0,0,1,0,2,0,0,0,0,1,1,3,0,1,0,0,1,1,1,0,1
Magallanes y de la Antártica Chilena,12,Punta Arenas,12101,1,7,11,4,11,1,4,8,6,3,3,4,7,6,10,4,10,0,10,10,2,3,4,3,5,7,5,4,11,5,3,3,7,7,7,7,3,3,7,6,2,4,10,9,5,4,3,7,9,2,2,2,2,8,5,3,6,5,11,5,4,4,2,11,5,5,0,1,6,0,9,5,8,3,7,1,5,7,9,7,4,2,5,6,9,7,7,5,11,6,5,11,4,8,7,2,0,7,8,6,0,5,8,4,4,5,2,7,6,4,3,5,11,9,6,9,4,6,6,4,2,5,0,11,5,5,7,4,0,5,3,7,7,0,4,3,6,4,11,0,4,4,5,0,10,0,7,3,2,3,4,0,0,9,3,8,4,2,0,0,15,3,6,6,5,0,0,6,6,7,6,3,0,0,7,3,5,5,4,0,0,7,4,2,5,2
Maule,7,Cauquenes,7201,3,4,0,1,0,1,2,2,2,2,0,1,2,1,1,2,3,0,1,2,1,1,0,1,0,0,5,1,1,1,2,2,3,0,1,2,2,4,0,0,0,0,0,0,4,2,2,3,3,1,2,1,6,0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,3,0,3,0,7,0,4,0,0,5,0,0,0,5,7,0,5,1,5,0,5,0,1,4,0,3,0,0,0,3,0,5,0,1,4,0,3,0,1,0,0,2,0,3,1,0,4,0,3,3,0,1,0,0,0,6,0,2,0,1,0,0,4,0,1,0,5,0,1,0,4,0,7,0,4,0,6,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,5,0,3,0,4,0,0,6,0,3,0,3,0,0,6,1,2,0,4
Maule,7,Chanco,7202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Colbún,7402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maule,7,Constitución,7102,1,0,0,1,1,0,0,0,2,1,0,0,0,2,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,3,0,1,2,0,0,2,0,0,0,0,4,0,0,0,3,1,0,1,0,0,1,1,0,0,2,0,1,0,0,2,0,0,1,1,0,0,2,0,1,0,2,1,0,0,1,0,2,0,0,1,0,0,1,0,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,2,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,2
Maule,7,Curicó,7301,9,15,13,20,18,8,9,14,11,10,9,10,19,10,13,12,10,0,18,6,11,12,12,18,2,15,10,14,20,20,13,10,13,20,7,15,0,19,19,9,13,11,20,13,6,13,5,12,11,14,9,9,11,19,2,3,2,6,8,6,5,13,6,12,0,6,0,20,14,0,20,0,15,0,14,0,13,12,0,14,0,22,18,0,10,0,24,0,15,1,13,17,0,17,1,12,0,17,1,17,0,16,24,1,13,1,13,8,0,15,0,15,9,0,16,0,10,18,0,14,0,1,0,14,0,13,0,17,0,0,29,0,8,0,21,0,16,0,17,0,13,0,13,0,12,0,12,0,17,0,14,0,0,14,2,6,0,13,0,0,12,0,19,0,15,0,0,16,1,11,1,4,0,0,10,1,19,3,14,0,0,13,1,18,0,16
Maule,7,Hualañé,7302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Licantén,7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Linares,7401,10,11,8,8,12,8,10,11,7,5,9,9,8,9,6,5,8,0,7,7,4,5,6,12,10,6,5,5,16,8,7,7,8,8,12,6,9,5,12,9,7,8,8,10,9,7,6,10,4,5,7,7,10,9,6,6,1,3,6,9,1,5,5,9,0,13,0,14,8,0,17,0,20,0,14,1,22,9,0,13,0,9,16,0,18,0,20,0,15,1,15,9,0,13,1,14,0,9,0,16,0,7,2,0,15,0,12,9,0,13,0,2,20,2,15,3,5,18,0,15,1,6,0,21,0,21,0,4,0,0,20,0,3,0,16,0,13,1,4,0,14,0,13,0,2,0,16,0,14,0,3,0,0,20,0,21,0,0,0,0,15,0,7,0,1,0,0,16,0,13,0,1,0,0,22,0,14,1,0,0,0,15,0,12,2,1
Maule,7,Maule,7105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Molina,7304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Parral,7404,2,2,2,1,4,1,2,1,0,0,1,4,3,1,1,3,1,0,1,0,2,1,3,7,2,1,2,0,2,3,1,2,0,2,1,2,1,1,2,0,0,3,1,3,3,3,5,0,3,2,2,1,0,3,1,0,0,4,0,3,0,2,2,7,0,0,0,3,3,0,0,0,5,1,3,0,7,3,0,0,0,5,2,2,3,0,4,0,4,0,1,1,3,0,0,1,0,6,0,1,0,4,5,3,0,0,3,4,2,0,0,3,3,1,1,0,1,5,1,3,0,4,0,4,0,2,0,2,0,2,2,0,2,0,1,0,1,1,3,0,1,1,3,0,3,0,4,4,0,1,3,0,0,0,3,1,1,4,0,0,2,0,3,0,2,0,0,1,2,3,0,5,0,0,2,2,1,0,4,0,0,0,0,4,2,5
Maule,7,Rauco,7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maule,7,Romeral,7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Río Claro,7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Sagrada Familia,7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,San Clemente,7109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,San Javier,7406,1,1,0,0,0,0,3,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,3,1,0,0,3,1,0,0,0,3,3,0,0,0,0,4,0,1,1,1,3,0,3,0,4,3,0,0,0,2,0,1,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0
Maule,7,Talca,7101,24,20,42,20,17,23,9,34,11,24,7,22,38,9,16,16,16,0,31,22,18,17,24,28,25,16,9,21,32,26,16,12,14,29,19,19,14,2,41,31,14,24,17,31,38,21,13,19,22,15,18,18,12,28,20,20,17,15,11,11,16,20,13,31,22,21,24,24,25,22,21,24,28,27,31,17,12,28,23,17,22,20,35,32,10,24,28,25,13,11,18,29,20,14,8,22,0,26,16,18,0,26,33,26,14,19,33,35,20,20,17,20,32,15,20,13,25,34,26,16,15,22,0,27,24,20,15,29,0,32,31,17,29,0,36,19,19,18,20,0,28,22,2,0,2,0,0,33,27,21,27,10,0,30,43,19,21,30,0,0,35,21,17,15,23,0,0,31,19,10,15,15,0,0,28,25,17,16,17,0,0,27,27,18,15,19
Maule,7,Teno,7308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maule,7,Vichuquén,7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Alhué,13502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Buin,13402,12,6,9,3,4,5,1,4,5,3,5,4,9,2,6,4,2,0,4,2,2,0,5,9,3,2,1,4,6,3,4,3,3,8,2,1,5,4,6,2,0,2,4,4,2,2,10,7,4,1,1,3,1,5,1,2,2,3,4,3,0,2,4,8,3,2,2,6,9,4,8,4,6,4,8,1,1,3,4,1,5,5,8,10,2,7,5,4,4,1,4,4,5,3,4,2,0,5,1,1,0,5,3,4,2,1,4,6,4,5,5,1,6,1,0,1,5,4,3,2,2,0,0,4,5,3,7,4,0,4,5,1,1,0,5,5,2,2,2,0,2,3,3,0,2,0,1,4,3,6,1,0,0,2,3,2,3,1,0,0,2,3,3,5,4,0,0,6,9,3,3,0,0,0,6,3,2,2,2,0,0,1,2,1,4,2
Metropolitana de Santiago,13,Calera de Tango,13403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Cerrillos,13102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Cerro Navia,13103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,8,4,11,12,13,11,14,24,11,10,11,11,0,14,10,9,0,16,13,13,10,6,16,18,7,12,7,17,16,10,8,5,9,27,7,10,7,10,0,15,14,7,8,15,0,21,15,18,15,0,16,11,15,10,13,0,13,7,11,0,18,0,25,11,15,10,14,0,0,14,11,11,3,8,0,0,14,9,10,10,5,0,0,11,11,4,5,11,0,0,13,12,13,6,6,0,0,18,12,5,9,11
Metropolitana de Santiago,13,Colina,13301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Metropolitana de Santiago,13,Conchalí,13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Curacaví,13503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,El Bosque,13105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
