Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2016-10-11,36,15,0,1,0,0,1,21,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,35,0,9,13,0,5,0,0,2,0,31,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,20,5,0,23,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,52,0,0,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,0,15,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,40,0,5,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,20,0,4,0,12,1,0,0,5,0,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,9,0,0,0,0,0,0,0,0,33,0,65,0,0,28,0,0,2,0,21,0,0,0,0,21,0,17,0,0,0,2,41,0,57,0,28,0,20,57,0,38,0,0,42,0,39,98,9,0,43,8,0,0,0,0,37,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,10,12,0,0,16,0,16,0,23,0,39,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2016-10-12,17,5,0,0,0,0,1,7,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,18,0,7,5,0,9,0,0,0,0,32,1,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,7,3,0,4,0,0,13,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,6,1,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,9,0,1,0,4,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,2,0,0,1,0,0,0,0,0,23,0,30,0,0,14,0,0,3,0,18,1,0,0,0,8,0,4,0,0,0,0,20,0,41,0,13,0,14,23,0,16,0,0,13,0,11,51,9,0,19,3,0,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,7,14,1,0,6,0,8,0,12,0,27,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2016-10-13,20,6,0,0,0,0,1,8,0,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,21,0,3,4,0,6,0,0,1,0,13,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,16,0,0,20,1,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,44,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,6,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,17,0,0,0,10,2,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,27,0,0,17,0,0,1,0,12,0,0,0,0,7,0,8,0,0,0,1,16,0,37,1,13,0,10,23,0,15,0,0,13,0,15,50,12,0,14,3,0,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,13,0,0,8,0,8,0,11,0,26,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2016-10-14,21,7,0,0,0,0,2,11,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,0,0,0,0,16,0,0,1,1,0,3,0,0,0,18,0,0,0,0,0,0,0,8,3,0,19,1,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,53,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,3,0,7,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,4,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,15,0,1,0,12,5,0,0,5,0,18,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,34,0,0,20,0,0,3,0,14,0,0,0,0,5,0,6,0,0,0,0,26,0,40,0,15,0,11,14,0,23,0,0,9,0,9,56,5,0,24,5,0,0,0,0,21,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,7,1,0,5,0,5,0,6,0,37,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2016-10-17,44,21,0,0,0,0,3,17,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,38,0,8,7,0,10,0,0,2,0,28,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,11,4,0,23,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0,0,0,52,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,10,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,15,0,2,0,7,5,0,0,3,0,14,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0,22,0,60,0,0,31,0,0,0,0,26,0,0,0,0,20,0,5,0,0,0,0,42,0,60,0,42,0,12,44,0,33,0,0,21,0,33,116,18,0,24,6,0,0,0,0,27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,11,11,0,0,10,0,14,0,17,0,41,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2016-10-18,21,8,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,32,0,3,6,0,1,0,0,1,0,17,0,0,0,0,0,5,0,0,0,11,0,1,0,0,0,0,0,14,4,0,12,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,23,0,0,1,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,7,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,7,0,0,0,6,1,0,0,1,0,12,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,26,0,1,21,0,0,2,0,13,0,0,0,0,6,0,2,0,0,0,2,22,0,40,0,14,0,8,22,0,16,0,0,16,0,12,49,9,0,19,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,11,0,0,5,0,9,0,8,1,29,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2016-10-19,19,6,0,0,0,0,1,7,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,16,0,0,7,0,4,0,0,0,0,7,1,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,15,2,0,14,0,0,9,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,8,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,9,0,0,0,4,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,4,0,0,0,1,0,0,0,0,16,0,28,0,0,19,0,0,0,0,15,0,0,0,1,10,0,5,0,0,0,2,17,0,34,0,14,0,6,18,0,26,0,0,11,0,9,46,7,0,20,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,0,0,6,0,3,0,11,0,17,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-10-20,19,2,0,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,12,0,3,1,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,0,10,0,0,5,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,4,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,1,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,24,0,0,14,0,0,3,0,15,0,0,0,0,6,0,4,0,0,0,1,10,0,26,1,14,0,7,16,0,11,0,0,8,0,10,39,5,0,17,1,0,0,0,1,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,6,0,0,6,0,3,0,7,0,31,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-10-21,9,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,20,0,0,3,0,3,0,0,0,0,14,1,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,4,1,0,12,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,11,0,4,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,8,0,11,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,1,3,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,25,0,0,12,0,0,0,0,21,0,0,0,0,8,0,9,0,0,0,3,15,0,49,0,13,0,4,17,0,20,0,0,10,0,10,42,5,0,20,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,10,0,0,1,0,10,0,12,0,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-10-24,40,19,0,0,0,0,3,30,0,0,0,0,0,0,10,0,0,0,1,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,38,0,5,6,0,6,0,0,2,0,38,0,1,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,24,3,0,29,1,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,43,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,0,11,0,9,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,15,0,31,0,4,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,23,0,2,0,16,4,0,0,1,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,3,0,0,1,0,0,0,0,0,27,0,51,0,0,34,0,0,1,0,20,0,0,0,0,21,0,10,0,0,0,1,19,0,67,0,35,0,18,36,0,42,0,0,26,0,31,95,17,0,23,4,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,23,0,0,7,0,12,0,15,0,40,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
2016-10-25,25,16,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,1,7,0,3,0,0,0,0,18,2,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,10,6,0,18,1,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,35,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,4,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,19,0,1,0,3,1,0,0,3,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,42,0,0,22,0,0,0,0,15,0,0,0,0,20,0,8,0,0,0,4,29,0,46,0,13,0,13,20,0,35,0,0,10,0,10,58,9,0,20,2,1,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,6,9,0,0,6,0,7,0,9,0,30,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-10-26,8,8,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,15,0,2,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,2,0,6,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,2,0,10,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,7,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,15,0,0,1,0,16,0,0,0,0,4,0,2,0,0,0,0,10,0,42,0,9,0,4,20,0,20,0,0,7,0,13,40,3,0,14,1,0,0,0,0,19,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,8,0,0,4,0,2,0,2,0,28,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2016-10-27,18,6,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,3,0,0,7,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,3,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,24,0,0,16,0,0,1,0,9,0,0,1,0,6,0,7,0,0,0,0,17,0,29,0,10,0,4,21,0,12,0,0,5,0,11,39,4,0,16,3,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,0,0,1,0,2,0,8,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-10-28,10,3,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,1,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,13,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,6,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,24,0,2,0,4,4,0,3,0,0,4,0,0,10,1,0,13,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,4,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-11-02,69,25,0,0,0,0,3,28,0,0,0,0,0,0,25,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,1,1,1,0,54,0,5,7,0,8,0,0,1,0,41,5,0,0,0,0,5,0,0,0,29,0,0,0,0,0,0,0,29,6,0,19,1,0,21,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,52,0,0,1,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,15,1,16,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,31,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,15,0,1,0,15,8,0,0,2,0,18,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51,0,0,0,0,0,12,0,1,0,0,0,0,0,0,56,0,69,0,0,30,0,0,3,0,29,0,0,0,0,20,0,20,0,0,0,1,47,0,67,0,33,0,21,56,0,43,0,0,30,0,39,123,17,0,44,11,0,0,0,0,61,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,13,17,1,0,17,0,15,0,19,0,36,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2016-11-03,19,11,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,37,0,3,2,0,6,0,0,1,0,18,1,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,15,4,0,17,0,0,10,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,37,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,30,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,15,0,0,0,5,4,0,0,2,0,29,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0,43,0,0,15,0,0,1,0,18,0,0,0,0,9,0,6,0,0,0,1,28,0,52,0,23,0,10,27,0,17,0,0,18,0,17,78,6,0,29,4,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,8,0,0,0,0,0,0,0,6,12,0,0,6,0,7,0,10,0,15,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
