Region,Codigo region,Poblacion,fecha,numero
Los Ríos,14,405835,2020-07-01,151
Los Lagos,10,891440,2020-07-01,422
Aysén,11,107297,2020-07-01,30
Magallanes,12,178362,2020-07-01,187
Arica y Parinacota,15,252110,2020-07-02,141
Tarapacá,01,382773,2020-07-02,320
Antofagasta,02,691854,2020-07-02,668
Atacama,03,314709,2020-07-02,236
Coquimbo,04,836096,2020-07-02,207
Valparaíso,05,1960170,2020-07-02,590
Metropolitana,13,8125072,2020-07-02,4439
O’Higgins,06,991063,2020-07-02,405
Maule,07,1131939,2020-07-02,637
Ñuble,16,511551,2020-07-02,298
Biobío,08,1663696,2020-07-02,1176
Araucanía,09,1014343,2020-07-02,243
Los Ríos,14,405835,2020-07-02,209
Los Lagos,10,891440,2020-07-02,1000
Aysén,11,107297,2020-07-02,125
Magallanes,12,178362,2020-07-02,137
Arica y Parinacota,15,252110,2020-07-03,216
Tarapacá,01,382773,2020-07-03,375
Antofagasta,02,691854,2020-07-03,784
Atacama,03,314709,2020-07-03,237
Coquimbo,04,836096,2020-07-03,234
Valparaíso,05,1960170,2020-07-03,846
Metropolitana,13,8125072,2020-07-03,7928
O’Higgins,06,991063,2020-07-03,346
Maule,07,1131939,2020-07-03,647
Ñuble,16,511551,2020-07-03,330
Biobío,08,1663696,2020-07-03,1640
Araucanía,09,1014343,2020-07-03,597
Los Ríos,14,405835,2020-07-03,258
Los Lagos,10,891440,2020-07-03,842
Aysén,11,107297,2020-07-03,114
Magallanes,12,178362,2020-07-03,191
Arica y Parinacota,15,252110,2020-07-04,229
Tarapacá,01,382773,2020-07-04,590
Antofagasta,02,691854,2020-07-04,707
Atacama,03,314709,2020-07-04,292
Coquimbo,04,836096,2020-07-04,414
Valparaíso,05,1960170,2020-07-04,935
Metropolitana,13,8125072,2020-07-04,9027
O’Higgins,06,991063,2020-07-04,396
Maule,07,1131939,2020-07-04,921
Ñuble,16,511551,2020-07-04,215
Biobío,08,1663696,2020-07-04,1409
Araucanía,09,1014343,2020-07-04,583
Los Ríos,14,405835,2020-07-04,238
Los Lagos,10,891440,2020-07-04,1102
Aysén,11,107297,2020-07-04,134
Magallanes,12,178362,2020-07-04,95
Arica y Parinacota,15,252110,2020-07-05,252
Tarapacá,01,382773,2020-07-05,607
Antofagasta,02,691854,2020-07-05,855
Atacama,03,314709,2020-07-05,286
Coquimbo,04,836096,2020-07-05,393
Valparaíso,05,1960170,2020-07-05,974
Metropolitana,13,8125072,2020-07-05,8983
O’Higgins,06,991063,2020-07-05,435
Maule,07,1131939,2020-07-05,742
Ñuble,16,511551,2020-07-05,404
Biobío,08,1663696,2020-07-05,1854
Araucanía,09,1014343,2020-07-05,571
Los Ríos,14,405835,2020-07-05,198
Los Lagos,10,891440,2020-07-05,1155
Aysén,11,107297,2020-07-05,123
Magallanes,12,178362,2020-07-05,172
Arica y Parinacota,15,252110,2020-07-06,223
Tarapacá,01,382773,2020-07-06,786
Antofagasta,02,691854,2020-07-06,752
Atacama,03,314709,2020-07-06,325
Coquimbo,04,836096,2020-07-06,391
Valparaíso,05,1960170,2020-07-06,931
Metropolitana,13,8125072,2020-07-06,7868
O’Higgins,06,991063,2020-07-06,533
Maule,07,1131939,2020-07-06,641
Ñuble,16,511551,2020-07-06,340
Biobío,08,1663696,2020-07-06,1677
Araucanía,09,1014343,2020-07-06,764
Los Ríos,14,405835,2020-07-06,195
Los Lagos,10,891440,2020-07-06,664
Aysén,11,107297,2020-07-06,97
Magallanes,12,178362,2020-07-06,190
Arica y Parinacota,15,252110,2020-07-07,145
Tarapacá,01,382773,2020-07-07,548
Antofagasta,02,691854,2020-07-07,628
Atacama,03,314709,2020-07-07,179
Coquimbo,04,836096,2020-07-07,262
Valparaíso,05,1960170,2020-07-07,602
Metropolitana,13,8125072,2020-07-07,6349
O’Higgins,06,991063,2020-07-07,525
Maule,07,1131939,2020-07-07,521
Ñuble,16,511551,2020-07-07,170
Biobío,08,1663696,2020-07-07,969
Araucanía,09,1014343,2020-07-07,342
Los Ríos,14,405835,2020-07-07,168
Los Lagos,10,891440,2020-07-07,494
Aysén,11,107297,2020-07-07,25
Magallanes,12,178362,2020-07-07,138
Arica y Parinacota,15,252110,2020-07-08,174
Tarapacá,01,382773,2020-07-08,503
Antofagasta,02,691854,2020-07-08,699
Atacama,03,314709,2020-07-08,182
Coquimbo,04,836096,2020-07-08,257
Valparaíso,05,1960170,2020-07-08,631
Metropolitana,13,8125072,2020-07-08,4449
O’Higgins,06,991063,2020-07-08,232
Maule,07,1131939,2020-07-08,468
Ñuble,16,511551,2020-07-08,217
Biobío,08,1663696,2020-07-08,1098
Araucanía,09,1014343,2020-07-08,345
Los Ríos,14,405835,2020-07-08,132
Los Lagos,10,891440,2020-07-08,704
Aysén,11,107297,2020-07-08,170
Magallanes,12,178362,2020-07-08,203
Arica y Parinacota,15,252110,2020-07-09,260
Tarapacá,01,382773,2020-07-09,435
Antofagasta,02,691854,2020-07-09,820
Atacama,03,314709,2020-07-09,303
Coquimbo,04,836096,2020-07-09,297
Valparaíso,05,1960170,2020-07-09,727
Metropolitana,13,8125072,2020-07-09,8366
O’Higgins,06,991063,2020-07-09,583
Maule,07,1131939,2020-07-09,737
Ñuble,16,511551,2020-07-09,454
Biobío,08,1663696,2020-07-09,1478
Araucanía,09,1014343,2020-07-09,338
Los Ríos,14,405835,2020-07-09,244
Los Lagos,10,891440,2020-07-09,1454
Aysén,11,107297,2020-07-09,106
Magallanes,12,178362,2020-07-09,240
Arica y Parinacota,15,252110,2020-07-10,191
Tarapacá,01,382773,2020-07-10,462
Antofagasta,02,691854,2020-07-10,730
Atacama,03,314709,2020-07-10,294
Coquimbo,04,836096,2020-07-10,412
Valparaíso,05,1960170,2020-07-10,1018
Metropolitana,13,8125072,2020-07-10,8943
O’Higgins,06,991063,2020-07-10,823
Maule,07,1131939,2020-07-10,800
Ñuble,16,511551,2020-07-10,428
Biobío,08,1663696,2020-07-10,1620
Araucanía,09,1014343,2020-07-10,540
Los Ríos,14,405835,2020-07-10,229
Los Lagos,10,891440,2020-07-10,958
Aysén,11,107297,2020-07-10,69
Magallanes,12,178362,2020-07-10,210
Arica y Parinacota,15,252110,2020-07-11,313
Tarapacá,01,382773,2020-07-11,480
Antofagasta,02,691854,2020-07-11,887
Atacama,03,314709,2020-07-11,364
Coquimbo,04,836096,2020-07-11,415
Valparaíso,05,1960170,2020-07-11,925
Metropolitana,13,8125072,2020-07-11,8332
O’Higgins,06,991063,2020-07-11,783
Maule,07,1131939,2020-07-11,770
Ñuble,16,511551,2020-07-11,434
Biobío,08,1663696,2020-07-11,1823
Araucanía,09,1014343,2020-07-11,459
Los Ríos,14,405835,2020-07-11,199
Los Lagos,10,891440,2020-07-11,1781
Aysén,11,107297,2020-07-11,130
Magallanes,12,178362,2020-07-11,173
Arica y Parinacota,15,252110,2020-07-12,298
Tarapacá,01,382773,2020-07-12,621
Antofagasta,02,691854,2020-07-12,677
Atacama,03,314709,2020-07-12,302
Coquimbo,04,836096,2020-07-12,284
Valparaíso,05,1960170,2020-07-12,1034
Metropolitana,13,8125072,2020-07-12,10072
O’Higgins,06,991063,2020-07-12,713
Maule,07,1131939,2020-07-12,800
Ñuble,16,511551,2020-07-12,372
Biobío,08,1663696,2020-07-12,1534
Araucanía,09,1014343,2020-07-12,752
Los Ríos,14,405835,2020-07-12,189
Los Lagos,10,891440,2020-07-12,1324
Aysén,11,107297,2020-07-12,56
Magallanes,12,178362,2020-07-12,143
Arica y Parinacota,15,252110,2020-07-13,243
Tarapacá,01,382773,2020-07-13,413
Antofagasta,02,691854,2020-07-13,775
Atacama,03,314709,2020-07-13,362
Coquimbo,04,836096,2020-07-13,234
Valparaíso,05,1960170,2020-07-13,816
Metropolitana,13,8125072,2020-07-13,9723
O’Higgins,06,991063,2020-07-13,755
Maule,07,1131939,2020-07-13,815
Ñuble,16,511551,2020-07-13,426
Biobío,08,1663696,2020-07-13,1389
Araucanía,09,1014343,2020-07-13,366
Los Ríos,14,405835,2020-07-13,197
Los Lagos,10,891440,2020-07-13,644
Aysén,11,107297,2020-07-13,83
Magallanes,12,178362,2020-07-13,226
Arica y Parinacota,15,252110,2020-07-14,199
Tarapacá,01,382773,2020-07-14,406
Antofagasta,02,691854,2020-07-14,654
Atacama,03,314709,2020-07-14,265
Coquimbo,04,836096,2020-07-14,205
Valparaíso,05,1960170,2020-07-14,654
Metropolitana,13,8125072,2020-07-14,5699
O’Higgins,06,991063,2020-07-14,667
Maule,07,1131939,2020-07-14,693
Ñuble,16,511551,2020-07-14,357
Biobío,08,1663696,2020-07-14,1044
Araucanía,09,1014343,2020-07-14,259
Los Ríos,14,405835,2020-07-14,164
Los Lagos,10,891440,2020-07-14,865
Aysén,11,107297,2020-07-14,16
Magallanes,12,178362,2020-07-14,91
Arica y Parinacota,15,252110,2020-07-15,264
Tarapacá,01,382773,2020-07-15,227
Antofagasta,02,691854,2020-07-15,509
Atacama,03,314709,2020-07-15,321
Coquimbo,04,836096,2020-07-15,374
Valparaíso,05,1960170,2020-07-15,741
Metropolitana,13,8125072,2020-07-15,5149
O’Higgins,06,991063,2020-07-15,497
Maule,07,1131939,2020-07-15,613
Ñuble,16,511551,2020-07-15,377
Biobío,08,1663696,2020-07-15,1226
Araucanía,09,1014343,2020-07-15,659
Los Ríos,14,405835,2020-07-15,195
Los Lagos,10,891440,2020-07-15,848
Aysén,11,107297,2020-07-15,132
Magallanes,12,178362,2020-07-15,77
Arica y Parinacota,15,252110,2020-07-16,242
Tarapacá,01,382773,2020-07-16,321
Antofagasta,02,691854,2020-07-16,726
Atacama,03,314709,2020-07-16,216
Coquimbo,04,836096,2020-07-16,259
Valparaíso,05,1960170,2020-07-16,706
Metropolitana,13,8125072,2020-07-16,8431
O’Higgins,06,991063,2020-07-16,638
Maule,07,1131939,2020-07-16,896
Ñuble,16,511551,2020-07-16,524
Biobío,08,1663696,2020-07-16,1709
Araucanía,09,1014343,2020-07-16,677
Los Ríos,14,405835,2020-07-16,234
Los Lagos,10,891440,2020-07-16,1419
Aysén,11,107297,2020-07-16,115
Magallanes,12,178362,2020-07-16,79
Arica y Parinacota,15,252110,2020-07-17,264
Tarapacá,01,382773,2020-07-17,675
Antofagasta,02,691854,2020-07-17,695
Atacama,03,314709,2020-07-17,0
Coquimbo,04,836096,2020-07-17,394
Valparaíso,05,1960170,2020-07-17,1055
Metropolitana,13,8125072,2020-07-17,9206
O’Higgins,06,991063,2020-07-17,754
Maule,07,1131939,2020-07-17,864
Ñuble,16,511551,2020-07-17,230
Biobío,08,1663696,2020-07-17,1769
Araucanía,09,1014343,2020-07-17,618
Los Ríos,14,405835,2020-07-17,256
Los Lagos,10,891440,2020-07-17,1654
Aysén,11,107297,2020-07-17,176
Magallanes,12,178362,2020-07-17,89
Arica y Parinacota,15,252110,2020-07-18,299
Tarapacá,01,382773,2020-07-18,568
Antofagasta,02,691854,2020-07-18,739
Atacama,03,314709,2020-07-18,553
Coquimbo,04,836096,2020-07-18,285
Valparaíso,05,1960170,2020-07-18,816
Metropolitana,13,8125072,2020-07-18,9248
O’Higgins,06,991063,2020-07-18,377
Maule,07,1131939,2020-07-18,680
Ñuble,16,511551,2020-07-18,897
Biobío,08,1663696,2020-07-18,1768
Araucanía,09,1014343,2020-07-18,403
Los Ríos,14,405835,2020-07-18,140
Los Lagos,10,891440,2020-07-18,720
Aysén,11,107297,2020-07-18,29
Magallanes,12,178362,2020-07-18,194
Arica y Parinacota,15,252110,2020-07-19,192
Tarapacá,01,382773,2020-07-19,306
Antofagasta,02,691854,2020-07-19,745
Atacama,03,314709,2020-07-19,415
Coquimbo,04,836096,2020-07-19,661
Valparaíso,05,1960170,2020-07-19,1107
Metropolitana,13,8125072,2020-07-19,6431
O’Higgins,06,991063,2020-07-19,583
Maule,07,1131939,2020-07-19,751
Ñuble,16,511551,2020-07-19,332
Biobío,08,1663696,2020-07-19,1454
Araucanía,09,1014343,2020-07-19,514
Los Ríos,14,405835,2020-07-19,257
Los Lagos,10,891440,2020-07-19,1633
Aysén,11,107297,2020-07-19,83
Magallanes,12,178362,2020-07-19,264
Arica y Parinacota,15,252110,2020-07-20,409
Tarapacá,01,382773,2020-07-20,689
Antofagasta,02,691854,2020-07-20,534
Atacama,03,314709,2020-07-20,299
Coquimbo,04,836096,2020-07-20,394
Valparaíso,05,1960170,2020-07-20,823
Metropolitana,13,8125072,2020-07-20,8592
O’Higgins,06,991063,2020-07-20,500
Maule,07,1131939,2020-07-20,830
Ñuble,16,511551,2020-07-20,386
Biobío,08,1663696,2020-07-20,1413
Araucanía,09,1014343,2020-07-20,388
Los Ríos,14,405835,2020-07-20,204
Los Lagos,10,891440,2020-07-20,618
Aysén,11,107297,2020-07-20,51
Magallanes,12,178362,2020-07-20,213
Arica y Parinacota,15,252110,2020-07-21,298
Tarapacá,01,382773,2020-07-21,534
Antofagasta,02,691854,2020-07-21,378
Atacama,03,314709,2020-07-21,334
Coquimbo,04,836096,2020-07-21,352
Valparaíso,05,1960170,2020-07-21,572
Metropolitana,13,8125072,2020-07-21,5898
O’Higgins,06,991063,2020-07-21,244
Maule,07,1131939,2020-07-21,894
Ñuble,16,511551,2020-07-21,277
Biobío,08,1663696,2020-07-21,1089
Araucanía,09,1014343,2020-07-21,435
Los Ríos,14,405835,2020-07-21,149
Los Lagos,10,891440,2020-07-21,906
Aysén,11,107297,2020-07-21,12
Magallanes,12,178362,2020-07-21,218
Arica y Parinacota,15,252110,2020-07-22,249
Tarapacá,01,382773,2020-07-22,374
Antofagasta,02,691854,2020-07-22,606
Atacama,03,314709,2020-07-22,407
Coquimbo,04,836096,2020-07-22,265
Valparaíso,05,1960170,2020-07-22,916
Metropolitana,13,8125072,2020-07-22,5588
O’Higgins,06,991063,2020-07-22,487
Maule,07,1131939,2020-07-22,543
Ñuble,16,511551,2020-07-22,275
Biobío,08,1663696,2020-07-22,1147
Araucanía,09,1014343,2020-07-22,417
Los Ríos,14,405835,2020-07-22,257
Los Lagos,10,891440,2020-07-22,931
Aysén,11,107297,2020-07-22,107
Magallanes,12,178362,2020-07-22,224
Arica y Parinacota,15,252110,2020-07-23,396
Tarapacá,01,382773,2020-07-23,369
Antofagasta,02,691854,2020-07-23,602
Atacama,03,314709,2020-07-23,404
Coquimbo,04,836096,2020-07-23,547
Valparaíso,05,1960170,2020-07-23,996
Metropolitana,13,8125072,2020-07-23,8695
O’Higgins,06,991063,2020-07-23,612
Maule,07,1131939,2020-07-23,834
Ñuble,16,511551,2020-07-23,463
Biobío,08,1663696,2020-07-23,1776
Araucanía,09,1014343,2020-07-23,497
Los Ríos,14,405835,2020-07-23,338
Los Lagos,10,891440,2020-07-23,2031
Aysén,11,107297,2020-07-23,119
Magallanes,12,178362,2020-07-23,188
Arica y Parinacota,15,252110,2020-07-24,414
Tarapacá,01,382773,2020-07-24,732
Antofagasta,02,691854,2020-07-24,732
Atacama,03,314709,2020-07-24,328
Coquimbo,04,836096,2020-07-24,636
Valparaíso,05,1960170,2020-07-24,960
Metropolitana,13,8125072,2020-07-24,9839
O’Higgins,06,991063,2020-07-24,815
Maule,07,1131939,2020-07-24,966
Ñuble,16,511551,2020-07-24,413
Biobío,08,1663696,2020-07-24,2101
Araucanía,09,1014343,2020-07-24,663
Los Ríos,14,405835,2020-07-24,293
Los Lagos,10,891440,2020-07-24,1967
Aysén,11,107297,2020-07-24,117
Magallanes,12,178362,2020-07-24,95
Arica y Parinacota,15,252110,2020-07-25,377
Tarapacá,01,382773,2020-07-25,277
Antofagasta,02,691854,2020-07-25,589
Atacama,03,314709,2020-07-25,625
Coquimbo,04,836096,2020-07-25,639
Valparaíso,05,1960170,2020-07-25,1144
Metropolitana,13,8125072,2020-07-25,8543
O’Higgins,06,991063,2020-07-25,638
Maule,07,1131939,2020-07-25,1126
Ñuble,16,511551,2020-07-25,298
Biobío,08,1663696,2020-07-25,1812
Araucanía,09,1014343,2020-07-25,646
Los Ríos,14,405835,2020-07-25,196
Los Lagos,10,891440,2020-07-25,2026
Aysén,11,107297,2020-07-25,136
Magallanes,12,178362,2020-07-25,61
Arica y Parinacota,15,252110,2020-07-26,343
Tarapacá,01,382773,2020-07-26,429
Antofagasta,02,691854,2020-07-26,763
Atacama,03,314709,2020-07-26,517
Coquimbo,04,836096,2020-07-26,545
Valparaíso,05,1960170,2020-07-26,980
Metropolitana,13,8125072,2020-07-26,8220
O’Higgins,06,991063,2020-07-26,846
Maule,07,1131939,2020-07-26,987
Ñuble,16,511551,2020-07-26,420
Biobío,08,1663696,2020-07-26,2034
Araucanía,09,1014343,2020-07-26,403
Los Ríos,14,405835,2020-07-26,259
Los Lagos,10,891440,2020-07-26,2421
Aysén,11,107297,2020-07-26,118
Magallanes,12,178362,2020-07-26,424
Arica y Parinacota,15,252110,2020-07-27,246
Tarapacá,01,382773,2020-07-27,792
Antofagasta,02,691854,2020-07-27,771
Atacama,03,314709,2020-07-27,13
Coquimbo,04,836096,2020-07-27,598
Valparaíso,05,1960170,2020-07-27,964
Metropolitana,13,8125072,2020-07-27,10138
O’Higgins,06,991063,2020-07-27,589
Maule,07,1131939,2020-07-27,1276
Ñuble,16,511551,2020-07-27,887
Biobío,08,1663696,2020-07-27,1923
Araucanía,09,1014343,2020-07-27,1022
Los Ríos,14,405835,2020-07-27,235
Los Lagos,10,891440,2020-07-27,1604
Aysén,11,107297,2020-07-27,80
Magallanes,12,178362,2020-07-27,406
Arica y Parinacota,15,252110,2020-07-28,436
Tarapacá,01,382773,2020-07-28,1358
Antofagasta,02,691854,2020-07-28,763
Atacama,03,314709,2020-07-28,1101
Coquimbo,04,836096,2020-07-28,530
Valparaíso,05,1960170,2020-07-28,967
Metropolitana,13,8125072,2020-07-28,7421
O’Higgins,06,991063,2020-07-28,382
Maule,07,1131939,2020-07-28,702
Ñuble,16,511551,2020-07-28,342
Biobío,08,1663696,2020-07-28,1225
Araucanía,09,1014343,2020-07-28,837
Los Ríos,14,405835,2020-07-28,215
Los Lagos,10,891440,2020-07-28,1081
Aysén,11,107297,2020-07-28,19
Magallanes,12,178362,2020-07-28,217
Arica y Parinacota,15,252110,2020-07-29,365
Tarapacá,01,382773,2020-07-29,468
Antofagasta,02,691854,2020-07-29,863
Atacama,03,314709,2020-07-29,382
Coquimbo,04,836096,2020-07-29,661
Valparaíso,05,1960170,2020-07-29,753
Metropolitana,13,8125072,2020-07-29,6998
O’Higgins,06,991063,2020-07-29,650
Maule,07,1131939,2020-07-29,1103
Ñuble,16,511551,2020-07-29,378
Biobío,08,1663696,2020-07-29,1397
Araucanía,09,1014343,2020-07-29,781
Los Ríos,14,405835,2020-07-29,202
Los Lagos,10,891440,2020-07-29,1898
Aysén,11,107297,2020-07-29,154
Magallanes,12,178362,2020-07-29,77
Arica y Parinacota,15,252110,2020-07-30,385
Tarapacá,01,382773,2020-07-30,604
Antofagasta,02,691854,2020-07-30,752
Atacama,03,314709,2020-07-30,1000
Coquimbo,04,836096,2020-07-30,672
Valparaíso,05,1960170,2020-07-30,1463
Metropolitana,13,8125072,2020-07-30,6724
O’Higgins,06,991063,2020-07-30,1251
Maule,07,1131939,2020-07-30,1296
Ñuble,16,511551,2020-07-30,539
Biobío,08,1663696,2020-07-30,2099
Araucanía,09,1014343,2020-07-30,592
Los Ríos,14,405835,2020-07-30,325
Los Lagos,10,891440,2020-07-30,2121
Aysén,11,107297,2020-07-30,155
Magallanes,12,178362,2020-07-30,317
Arica y Parinacota,15,252110,2020-07-31,396
Tarapacá,01,382773,2020-07-31,390
Antofagasta,02,691854,2020-07-31,856
Atacama,03,314709,2020-07-31,660
Coquimbo,04,836096,2020-07-31,771
Valparaíso,05,1960170,2020-07-31,1337
Metropolitana,13,8125072,2020-07-31,9338
O’Higgins,06,991063,2020-07-31,819
Maule,07,1131939,2020-07-31,1435
Ñuble,16,511551,2020-07-31,468
Biobío,08,1663696,2020-07-31,2203
Araucanía,09,1014343,2020-07-31,802
Los Ríos,14,405835,2020-07-31,275
Los Lagos,10,891440,2020-07-31,2609
Aysén,11,107297,2020-07-31,96
Magallanes,12,178362,2020-07-31,419
Arica y Parinacota,15,252110,2020-08-01,438
Tarapacá,01,382773,2020-08-01,584
Antofagasta,02,691854,2020-08-01,826
Atacama,03,314709,2020-08-01,655
Coquimbo,04,836096,2020-08-01,856
Valparaíso,05,1960170,2020-08-01,1787
Metropolitana,13,8125072,2020-08-01,9440
O’Higgins,06,991063,2020-08-01,774
Maule,07,1131939,2020-08-01,1267
Ñuble,16,511551,2020-08-01,658
Biobío,08,1663696,2020-08-01,2378
Araucanía,09,1014343,2020-08-01,800
Los Ríos,14,405835,2020-08-01,270
Los Lagos,10,891440,2020-08-01,3089
Aysén,11,107297,2020-08-01,109
Magallanes,12,178362,2020-08-01,467
Arica y Parinacota,15,252110,2020-08-02,441
Tarapacá,01,382773,2020-08-02,588
Antofagasta,02,691854,2020-08-02,1113
Atacama,03,314709,2020-08-02,865
Coquimbo,04,836096,2020-08-02,757
Valparaíso,05,1960170,2020-08-02,2193
Metropolitana,13,8125072,2020-08-02,9627
O’Higgins,06,991063,2020-08-02,998
Maule,07,1131939,2020-08-02,1389
Ñuble,16,511551,2020-08-02,580
Biobío,08,1663696,2020-08-02,1785
Araucanía,09,1014343,2020-08-02,983
Los Ríos,14,405835,2020-08-02,262
Los Lagos,10,891440,2020-08-02,2496
Aysén,11,107297,2020-08-02,151
Magallanes,12,178362,2020-08-02,671
Arica y Parinacota,15,252110,2020-08-03,546
Tarapacá,01,382773,2020-08-03,555
Antofagasta,02,691854,2020-08-03,1209
Atacama,03,314709,2020-08-03,1081
Coquimbo,04,836096,2020-08-03,876
Valparaíso,05,1960170,2020-08-03,1340
Metropolitana,13,8125072,2020-08-03,10415
O’Higgins,06,991063,2020-08-03,1066
Maule,07,1131939,2020-08-03,1202
Ñuble,16,511551,2020-08-03,532
Biobío,08,1663696,2020-08-03,2343
Araucanía,09,1014343,2020-08-03,663
Los Ríos,14,405835,2020-08-03,226
Los Lagos,10,891440,2020-08-03,1676
Aysén,11,107297,2020-08-03,62
Magallanes,12,178362,2020-08-03,477
Arica y Parinacota,15,252110,2020-08-04,387
Tarapacá,01,382773,2020-08-04,418
Antofagasta,02,691854,2020-08-04,1292
Atacama,03,314709,2020-08-04,189
Coquimbo,04,836096,2020-08-04,755
Valparaíso,05,1960170,2020-08-04,1392
Metropolitana,13,8125072,2020-08-04,8169
O’Higgins,06,991063,2020-08-04,857
Maule,07,1131939,2020-08-04,1138
Ñuble,16,511551,2020-08-04,354
Biobío,08,1663696,2020-08-04,1387
Araucanía,09,1014343,2020-08-04,652
Los Ríos,14,405835,2020-08-04,173
Los Lagos,10,891440,2020-08-04,1244
Aysén,11,107297,2020-08-04,21
Magallanes,12,178362,2020-08-04,429
Arica y Parinacota,15,252110,2020-08-05,490
Tarapacá,01,382773,2020-08-05,1515
Antofagasta,02,691854,2020-08-05,1424
Atacama,03,314709,2020-08-05,1371
Coquimbo,04,836096,2020-08-05,917
Valparaíso,05,1960170,2020-08-05,930
Metropolitana,13,8125072,2020-08-05,7727
O’Higgins,06,991063,2020-08-05,648
Maule,07,1131939,2020-08-05,599
Ñuble,16,511551,2020-08-05,484
Biobío,08,1663696,2020-08-05,1798
Araucanía,09,1014343,2020-08-05,598
Los Ríos,14,405835,2020-08-05,206
Los Lagos,10,891440,2020-08-05,2334
Aysén,11,107297,2020-08-05,151
Magallanes,12,178362,2020-08-05,206
Arica y Parinacota,15,252110,2020-08-06,497
Tarapacá,01,382773,2020-08-06,599
Antofagasta,02,691854,2020-08-06,1096
Atacama,03,314709,2020-08-06,534
Coquimbo,04,836096,2020-08-06,808
Valparaíso,05,1960170,2020-08-06,1718
Metropolitana,13,8125072,2020-08-06,8916
O’Higgins,06,991063,2020-08-06,1105
Maule,07,1131939,2020-08-06,1369
Ñuble,16,511551,2020-08-06,550
Biobío,08,1663696,2020-08-06,1867
Araucanía,09,1014343,2020-08-06,659
Los Ríos,14,405835,2020-08-06,330
Los Lagos,10,891440,2020-08-06,2245
Aysén,11,107297,2020-08-06,137
Magallanes,12,178362,2020-08-06,372
Arica y Parinacota,15,252110,2020-08-07,535
Tarapacá,01,382773,2020-08-07,659
Antofagasta,02,691854,2020-08-07,952
Atacama,03,314709,2020-08-07,689
Coquimbo,04,836096,2020-08-07,956
Valparaíso,05,1960170,2020-08-07,1629
Metropolitana,13,8125072,2020-08-07,9267
O’Higgins,06,991063,2020-08-07,1272
Maule,07,1131939,2020-08-07,1525
Ñuble,16,511551,2020-08-07,516
Biobío,08,1663696,2020-08-07,2719
Araucanía,09,1014343,2020-08-07,1122
Los Ríos,14,405835,2020-08-07,348
Los Lagos,10,891440,2020-08-07,2820
Aysén,11,107297,2020-08-07,141
Magallanes,12,178362,2020-08-07,93
Arica y Parinacota,15,252110,2020-08-08,623
Tarapacá,01,382773,2020-08-08,465
Antofagasta,02,691854,2020-08-08,1139
Atacama,03,314709,2020-08-08,334
Coquimbo,04,836096,2020-08-08,875
Valparaíso,05,1960170,2020-08-08,2230
Metropolitana,13,8125072,2020-08-08,10430
O’Higgins,06,991063,2020-08-08,1335
Maule,07,1131939,2020-08-08,1783
Ñuble,16,511551,2020-08-08,484
Biobío,08,1663696,2020-08-08,2299
Araucanía,09,1014343,2020-08-08,1090
Los Ríos,14,405835,2020-08-08,313
Los Lagos,10,891440,2020-08-08,2879
Aysén,11,107297,2020-08-08,146
Magallanes,12,178362,2020-08-08,612
Arica y Parinacota,15,252110,2020-08-09,747
Tarapacá,01,382773,2020-08-09,650
Antofagasta,02,691854,2020-08-09,1298
Atacama,03,314709,2020-08-09,605
Coquimbo,04,836096,2020-08-09,903
Valparaíso,05,1960170,2020-08-09,1961
Metropolitana,13,8125072,2020-08-09,10606
O’Higgins,06,991063,2020-08-09,1317
Maule,07,1131939,2020-08-09,1647
Ñuble,16,511551,2020-08-09,610
Biobío,08,1663696,2020-08-09,2942
Araucanía,09,1014343,2020-08-09,737
Los Ríos,14,405835,2020-08-09,335
Los Lagos,10,891440,2020-08-09,2973
Aysén,11,107297,2020-08-09,149
Magallanes,12,178362,2020-08-09,980
Arica y Parinacota,15,252110,2020-08-10,895
Tarapacá,01,382773,2020-08-10,474
Antofagasta,02,691854,2020-08-10,1745
Atacama,03,314709,2020-08-10,1361
Coquimbo,04,836096,2020-08-10,914
Valparaíso,05,1960170,2020-08-10,1980
Metropolitana,13,8125072,2020-08-10,9508
O’Higgins,06,991063,2020-08-10,1404
Maule,07,1131939,2020-08-10,1482
Ñuble,16,511551,2020-08-10,600
Biobío,08,1663696,2020-08-10,2128
Araucanía,09,1014343,2020-08-10,950
Los Ríos,14,405835,2020-08-10,213
Los Lagos,10,891440,2020-08-10,1752
Aysén,11,107297,2020-08-10,57
Magallanes,12,178362,2020-08-10,549
Arica y Parinacota,15,252110,2020-08-11,807
Tarapacá,01,382773,2020-08-11,716
Antofagasta,02,691854,2020-08-11,2053
Atacama,03,314709,2020-08-11,720
Coquimbo,04,836096,2020-08-11,785
Valparaíso,05,1960170,2020-08-11,1692
Metropolitana,13,8125072,2020-08-11,8587
O’Higgins,06,991063,2020-08-11,1014
Maule,07,1131939,2020-08-11,1048
Ñuble,16,511551,2020-08-11,508
Biobío,08,1663696,2020-08-11,1738
Araucanía,09,1014343,2020-08-11,493
Los Ríos,14,405835,2020-08-11,310
Los Lagos,10,891440,2020-08-11,1347
Aysén,11,107297,2020-08-11,17
Magallanes,12,178362,2020-08-11,414
Arica y Parinacota,15,252110,2020-08-12,452
Tarapacá,01,382773,2020-08-12,455
Antofagasta,02,691854,2020-08-12,1059
Atacama,03,314709,2020-08-12,724
Coquimbo,04,836096,2020-08-12,678
