Grupo de edad,Sexo,fecha,numero
50  59 años,F,2020-04-24,168.0
60  69 años,F,2020-04-24,130.0
70  79 años,F,2020-04-24,123.0
80 y más años,F,2020-04-24,89.0
00  15 años,M,2020-04-25,
15  29 años,M,2020-04-25,
30  44 años,M,2020-04-25,
45  59 años,M,2020-04-25,
60  79 años,M,2020-04-25,
80 y más años,M,2020-04-25,
00  15 años,F,2020-04-25,
15  29 años,F,2020-04-25,
30  44 años,F,2020-04-25,
45  59 años,F,2020-04-25,
60  79 años,F,2020-04-25,
80 y más años,F,2020-04-25,
00  5 años,M,2020-04-25,12.0
5  17 años,M,2020-04-25,15.0
18  49 años,M,2020-04-25,402.0
50  59 años,M,2020-04-25,216.0
60  69 años,M,2020-04-25,187.0
70  79 años,M,2020-04-25,159.0
80 y más años,M,2020-04-25,87.0
00  5 años,F,2020-04-25,15.0
5  17 años,F,2020-04-25,14.0
18  49 años,F,2020-04-25,321.0
50  59 años,F,2020-04-25,172.0
60  69 años,F,2020-04-25,134.0
70  79 años,F,2020-04-25,125.0
80 y más años,F,2020-04-25,96.0
00  15 años,M,2020-04-26,
15  29 años,M,2020-04-26,
30  44 años,M,2020-04-26,
45  59 años,M,2020-04-26,
60  79 años,M,2020-04-26,
80 y más años,M,2020-04-26,
00  15 años,F,2020-04-26,
15  29 años,F,2020-04-26,
30  44 años,F,2020-04-26,
45  59 años,F,2020-04-26,
60  79 años,F,2020-04-26,
80 y más años,F,2020-04-26,
00  5 años,M,2020-04-26,12.0
5  17 años,M,2020-04-26,15.0
18  49 años,M,2020-04-26,403.0
50  59 años,M,2020-04-26,220.0
60  69 años,M,2020-04-26,187.0
70  79 años,M,2020-04-26,162.0
80 y más años,M,2020-04-26,89.0
00  5 años,F,2020-04-26,16.0
5  17 años,F,2020-04-26,14.0
18  49 años,F,2020-04-26,325.0
50  59 años,F,2020-04-26,176.0
60  69 años,F,2020-04-26,137.0
70  79 años,F,2020-04-26,129.0
80 y más años,F,2020-04-26,97.0
00  15 años,M,2020-04-27,
15  29 años,M,2020-04-27,
30  44 años,M,2020-04-27,
45  59 años,M,2020-04-27,
60  79 años,M,2020-04-27,
80 y más años,M,2020-04-27,
00  15 años,F,2020-04-27,
15  29 años,F,2020-04-27,
30  44 años,F,2020-04-27,
45  59 años,F,2020-04-27,
60  79 años,F,2020-04-27,
80 y más años,F,2020-04-27,
00  5 años,M,2020-04-27,13.0
5  17 años,M,2020-04-27,15.0
18  49 años,M,2020-04-27,406.0
50  59 años,M,2020-04-27,221.0
60  69 años,M,2020-04-27,197.0
70  79 años,M,2020-04-27,164.0
80 y más años,M,2020-04-27,93.0
00  5 años,F,2020-04-27,16.0
5  17 años,F,2020-04-27,14.0
18  49 años,F,2020-04-27,330.0
50  59 años,F,2020-04-27,177.0
60  69 años,F,2020-04-27,138.0
70  79 años,F,2020-04-27,131.0
80 y más años,F,2020-04-27,97.0
00  15 años,M,2020-04-28,
15  29 años,M,2020-04-28,
30  44 años,M,2020-04-28,
45  59 años,M,2020-04-28,
60  79 años,M,2020-04-28,
80 y más años,M,2020-04-28,
00  15 años,F,2020-04-28,
15  29 años,F,2020-04-28,
30  44 años,F,2020-04-28,
45  59 años,F,2020-04-28,
60  79 años,F,2020-04-28,
80 y más años,F,2020-04-28,
00  5 años,M,2020-04-28,14.0
5  17 años,M,2020-04-28,15.0
18  49 años,M,2020-04-28,409.0
50  59 años,M,2020-04-28,225.0
60  69 años,M,2020-04-28,201.0
70  79 años,M,2020-04-28,167.0
80 y más años,M,2020-04-28,101.0
00  5 años,F,2020-04-28,16.0
5  17 años,F,2020-04-28,16.0
18  49 años,F,2020-04-28,340.0
50  59 años,F,2020-04-28,184.0
60  69 años,F,2020-04-28,142.0
70  79 años,F,2020-04-28,135.0
80 y más años,F,2020-04-28,102.0
00  15 años,M,2020-05-02,
15  29 años,M,2020-05-02,
30  44 años,M,2020-05-02,
45  59 años,M,2020-05-02,
60  79 años,M,2020-05-02,
80 y más años,M,2020-05-02,
00  15 años,F,2020-05-02,
15  29 años,F,2020-05-02,
30  44 años,F,2020-05-02,
45  59 años,F,2020-05-02,
60  79 años,F,2020-05-02,
80 y más años,F,2020-05-02,
00  5 años,M,2020-05-02,17.0
5  17 años,M,2020-05-02,18.0
18  49 años,M,2020-05-02,488.0
50  59 años,M,2020-05-02,282.0
60  69 años,M,2020-05-02,268.0
70  79 años,M,2020-05-02,216.0
80 y más años,M,2020-05-02,125.0
00  5 años,F,2020-05-02,20.0
5  17 años,F,2020-05-02,15.0
18  49 años,F,2020-05-02,404.0
50  59 años,F,2020-05-02,214.0
60  69 años,F,2020-05-02,192.0
70  79 años,F,2020-05-02,172.0
80 y más años,F,2020-05-02,124.0
00  15 años,M,2020-05-04,
15  29 años,M,2020-05-04,
30  44 años,M,2020-05-04,
45  59 años,M,2020-05-04,
60  79 años,M,2020-05-04,
80 y más años,M,2020-05-04,
00  15 años,F,2020-05-04,
15  29 años,F,2020-05-04,
30  44 años,F,2020-05-04,
45  59 años,F,2020-05-04,
60  79 años,F,2020-05-04,
80 y más años,F,2020-05-04,
00  5 años,M,2020-05-04,20.0
5  17 años,M,2020-05-04,17.0
18  49 años,M,2020-05-04,497.0
50  59 años,M,2020-05-04,295.0
60  69 años,M,2020-05-04,286.0
70  79 años,M,2020-05-04,227.0
80 y más años,M,2020-05-04,136.0
00  5 años,F,2020-05-04,20.0
5  17 años,F,2020-05-04,16.0
18  49 años,F,2020-05-04,414.0
50  59 años,F,2020-05-04,217.0
60  69 años,F,2020-05-04,202.0
70  79 años,F,2020-05-04,189.0
80 y más años,F,2020-05-04,129.0
00  15 años,M,2020-05-06,
15  29 años,M,2020-05-06,
30  44 años,M,2020-05-06,
45  59 años,M,2020-05-06,
60  79 años,M,2020-05-06,
80 y más años,M,2020-05-06,
00  15 años,F,2020-05-06,
15  29 años,F,2020-05-06,
30  44 años,F,2020-05-06,
45  59 años,F,2020-05-06,
60  79 años,F,2020-05-06,
80 y más años,F,2020-05-06,
00  5 años,M,2020-05-06,22.0
5  17 años,M,2020-05-06,19.0
18  49 años,M,2020-05-06,519.0
50  59 años,M,2020-05-06,315.0
60  69 años,M,2020-05-06,296.0
70  79 años,M,2020-05-06,241.0
80 y más años,M,2020-05-06,144.0
00  5 años,F,2020-05-06,22.0
5  17 años,F,2020-05-06,19.0
18  49 años,F,2020-05-06,438.0
50  59 años,F,2020-05-06,221.0
60  69 años,F,2020-05-06,217.0
70  79 años,F,2020-05-06,201.0
80 y más años,F,2020-05-06,140.0
00  15 años,M,2020-05-08,
15  29 años,M,2020-05-08,
30  44 años,M,2020-05-08,
45  59 años,M,2020-05-08,
60  79 años,M,2020-05-08,
80 y más años,M,2020-05-08,
00  15 años,F,2020-05-08,
15  29 años,F,2020-05-08,
30  44 años,F,2020-05-08,
45  59 años,F,2020-05-08,
60  79 años,F,2020-05-08,
80 y más años,F,2020-05-08,
00  5 años,M,2020-05-08,28.0
5  17 años,M,2020-05-08,23.0
18  49 años,M,2020-05-08,567.0
50  59 años,M,2020-05-08,348.0
60  69 años,M,2020-05-08,341.0
70  79 años,M,2020-05-08,253.0
80 y más años,M,2020-05-08,149.0
00  5 años,F,2020-05-08,24.0
5  17 años,F,2020-05-08,22.0
18  49 años,F,2020-05-08,489.0
50  59 años,F,2020-05-08,232.0
60  69 años,F,2020-05-08,233.0
70  79 años,F,2020-05-08,219.0
80 y más años,F,2020-05-08,157.0
00  15 años,M,2020-05-18,
15  29 años,M,2020-05-18,
30  44 años,M,2020-05-18,
45  59 años,M,2020-05-18,
60  79 años,M,2020-05-18,
80 y más años,M,2020-05-18,
00  15 años,F,2020-05-18,
15  29 años,F,2020-05-18,
30  44 años,F,2020-05-18,
45  59 años,F,2020-05-18,
60  79 años,F,2020-05-18,
80 y más años,F,2020-05-18,
00  5 años,M,2020-05-18,50.0
5  17 años,M,2020-05-18,38.0
18  49 años,M,2020-05-18,809.0
50  59 años,M,2020-05-18,491.0
60  69 años,M,2020-05-18,482.0
70  79 años,M,2020-05-18,384.0
80 y más años,M,2020-05-18,207.0
00  5 años,F,2020-05-18,47.0
5  17 años,F,2020-05-18,33.0
18  49 años,F,2020-05-18,692.0
50  59 años,F,2020-05-18,319.0
60  69 años,F,2020-05-18,313.0
70  79 años,F,2020-05-18,290.0
80 y más años,F,2020-05-18,221.0
00  15 años,M,2020-05-22,
15  29 años,M,2020-05-22,
30  44 años,M,2020-05-22,
45  59 años,M,2020-05-22,
60  79 años,M,2020-05-22,
80 y más años,M,2020-05-22,
00  15 años,F,2020-05-22,
15  29 años,F,2020-05-22,
30  44 años,F,2020-05-22,
45  59 años,F,2020-05-22,
60  79 años,F,2020-05-22,
80 y más años,F,2020-05-22,
00  5 años,M,2020-05-22,67.0
5  17 años,M,2020-05-22,43.0
18  49 años,M,2020-05-22,969.0
50  59 años,M,2020-05-22,649.0
60  69 años,M,2020-05-22,636.0
70  79 años,M,2020-05-22,484.0
80 y más años,M,2020-05-22,266.0
00  5 años,F,2020-05-22,65.0
5  17 años,F,2020-05-22,42.0
18  49 años,F,2020-05-22,831.0
50  59 años,F,2020-05-22,405.0
60  69 años,F,2020-05-22,422.0
70  79 años,F,2020-05-22,384.0
80 y más años,F,2020-05-22,285.0
00  15 años,M,2020-05-25,
15  29 años,M,2020-05-25,
30  44 años,M,2020-05-25,
45  59 años,M,2020-05-25,
60  79 años,M,2020-05-25,
80 y más años,M,2020-05-25,
00  15 años,F,2020-05-25,
15  29 años,F,2020-05-25,
30  44 años,F,2020-05-25,
45  59 años,F,2020-05-25,
60  79 años,F,2020-05-25,
80 y más años,F,2020-05-25,
00  5 años,M,2020-05-25,80.0
5  17 años,M,2020-05-25,49.0
18  49 años,M,2020-05-25,1089.0
50  59 años,M,2020-05-25,741.0
60  69 años,M,2020-05-25,740.0
70  79 años,M,2020-05-25,571.0
80 y más años,M,2020-05-25,333.0
00  5 años,F,2020-05-25,73.0
5  17 años,F,2020-05-25,50.0
18  49 años,F,2020-05-25,953.0
50  59 años,F,2020-05-25,467.0
60  69 años,F,2020-05-25,494.0
70  79 años,F,2020-05-25,457.0
80 y más años,F,2020-05-25,343.0
00  15 años,M,2020-05-29,
15  29 años,M,2020-05-29,
30  44 años,M,2020-05-29,
45  59 años,M,2020-05-29,
60  79 años,M,2020-05-29,
80 y más años,M,2020-05-29,
00  15 años,F,2020-05-29,
15  29 años,F,2020-05-29,
30  44 años,F,2020-05-29,
45  59 años,F,2020-05-29,
60  79 años,F,2020-05-29,
80 y más años,F,2020-05-29,
00  5 años,M,2020-05-29,95.0
5  17 años,M,2020-05-29,62.0
18  49 años,M,2020-05-29,1284.0
50  59 años,M,2020-05-29,880.0
60  69 años,M,2020-05-29,873.0
70  79 años,M,2020-05-29,678.0
80 y más años,M,2020-05-29,402.0
00  5 años,F,2020-05-29,90.0
5  17 años,F,2020-05-29,66.0
18  49 años,F,2020-05-29,1138.0
50  59 años,F,2020-05-29,534.0
60  69 años,F,2020-05-29,572.0
70  79 años,F,2020-05-29,533.0
80 y más años,F,2020-05-29,432.0
00  15 años,M,2020-06-01,
15  29 años,M,2020-06-01,
30  44 años,M,2020-06-01,
45  59 años,M,2020-06-01,
60  79 años,M,2020-06-01,
80 y más años,M,2020-06-01,
00  15 años,F,2020-06-01,
15  29 años,F,2020-06-01,
30  44 años,F,2020-06-01,
45  59 años,F,2020-06-01,
60  79 años,F,2020-06-01,
80 y más años,F,2020-06-01,
00  5 años,M,2020-06-01,100.0
5  17 años,M,2020-06-01,72.0
18  49 años,M,2020-06-01,1495.0
50  59 años,M,2020-06-01,1031.0
60  69 años,M,2020-06-01,1036.0
70  79 años,M,2020-06-01,791.0
80 y más años,M,2020-06-01,459.0
00  5 años,F,2020-06-01,102.0
5  17 años,F,2020-06-01,75.0
18  49 años,F,2020-06-01,1325.0
50  59 años,F,2020-06-01,629.0
60  69 años,F,2020-06-01,666.0
70  79 años,F,2020-06-01,609.0
80 y más años,F,2020-06-01,485.0
00  15 años,M,2020-06-02,
15  29 años,M,2020-06-02,
30  44 años,M,2020-06-02,
45  59 años,M,2020-06-02,
60  79 años,M,2020-06-02,
80 y más años,M,2020-06-02,
00  15 años,F,2020-06-02,
15  29 años,F,2020-06-02,
30  44 años,F,2020-06-02,
45  59 años,F,2020-06-02,
60  79 años,F,2020-06-02,
80 y más años,F,2020-06-02,
00  5 años,M,2020-06-02,131.0
5  17 años,M,2020-06-02,88.0
18  49 años,M,2020-06-02,1770.0
50  59 años,M,2020-06-02,1191.0
60  69 años,M,2020-06-02,1206.0
70  79 años,M,2020-06-02,931.0
80 y más años,M,2020-06-02,545.0
00  5 años,F,2020-06-02,126.0
5  17 años,F,2020-06-02,91.0
18  49 años,F,2020-06-02,1547.0
50  59 años,F,2020-06-02,759.0
60  69 años,F,2020-06-02,770.0
70  79 años,F,2020-06-02,713.0
80 y más años,F,2020-06-02,564.0
00  15 años,M,2020-06-05,
15  29 años,M,2020-06-05,
30  44 años,M,2020-06-05,
45  59 años,M,2020-06-05,
60  79 años,M,2020-06-05,
80 y más años,M,2020-06-05,
00  15 años,F,2020-06-05,
15  29 años,F,2020-06-05,
30  44 años,F,2020-06-05,
45  59 años,F,2020-06-05,
60  79 años,F,2020-06-05,
80 y más años,F,2020-06-05,
00  5 años,M,2020-06-05,131.0
5  17 años,M,2020-06-05,88.0
18  49 años,M,2020-06-05,1770.0
50  59 años,M,2020-06-05,1191.0
60  69 años,M,2020-06-05,1206.0
70  79 años,M,2020-06-05,931.0
80 y más años,M,2020-06-05,545.0
00  5 años,F,2020-06-05,126.0
5  17 años,F,2020-06-05,91.0
18  49 años,F,2020-06-05,1547.0
50  59 años,F,2020-06-05,759.0
60  69 años,F,2020-06-05,770.0
70  79 años,F,2020-06-05,713.0
80 y más años,F,2020-06-05,564.0
00  15 años,M,2020-06-08,
15  29 años,M,2020-06-08,
30  44 años,M,2020-06-08,
45  59 años,M,2020-06-08,
60  79 años,M,2020-06-08,
80 y más años,M,2020-06-08,
00  15 años,F,2020-06-08,
15  29 años,F,2020-06-08,
30  44 años,F,2020-06-08,
45  59 años,F,2020-06-08,
60  79 años,F,2020-06-08,
80 y más años,F,2020-06-08,
00  5 años,M,2020-06-08,139.0
5  17 años,M,2020-06-08,95.0
18  49 años,M,2020-06-08,1895.0
50  59 años,M,2020-06-08,1387.0
60  69 años,M,2020-06-08,1357.0
70  79 años,M,2020-06-08,1052.0
80 y más años,M,2020-06-08,619.0
00  5 años,F,2020-06-08,132.0
5  17 años,F,2020-06-08,95.0
18  49 años,F,2020-06-08,1631.0
50  59 años,F,2020-06-08,877.0
60  69 años,F,2020-06-08,852.0
70  79 años,F,2020-06-08,796.0
80 y más años,F,2020-06-08,648.0
00  15 años,M,2020-06-12,
15  29 años,M,2020-06-12,
30  44 años,M,2020-06-12,
45  59 años,M,2020-06-12,
60  79 años,M,2020-06-12,
80 y más años,M,2020-06-12,
00  15 años,F,2020-06-12,
15  29 años,F,2020-06-12,
30  44 años,F,2020-06-12,
45  59 años,F,2020-06-12,
60  79 años,F,2020-06-12,
80 y más años,F,2020-06-12,
00  5 años,M,2020-06-12,152.0
5  17 años,M,2020-06-12,101.0
18  49 años,M,2020-06-12,2084.0
50  59 años,M,2020-06-12,1715.0
60  69 años,M,2020-06-12,1599.0
70  79 años,M,2020-06-12,1244.0
80 y más años,M,2020-06-12,741.0
00  5 años,F,2020-06-12,146.0
5  17 años,F,2020-06-12,110.0
18  49 años,F,2020-06-12,1840.0
50  59 años,F,2020-06-12,1031.0
60  69 años,F,2020-06-12,1044.0
70  79 años,F,2020-06-12,954.0
80 y más años,F,2020-06-12,806.0
00  15 años,M,2020-06-15,
15  29 años,M,2020-06-15,
30  44 años,M,2020-06-15,
45  59 años,M,2020-06-15,
60  79 años,M,2020-06-15,
80 y más años,M,2020-06-15,
00  15 años,F,2020-06-15,
15  29 años,F,2020-06-15,
30  44 años,F,2020-06-15,
45  59 años,F,2020-06-15,
60  79 años,F,2020-06-15,
80 y más años,F,2020-06-15,
00  5 años,M,2020-06-15,184.0
5  17 años,M,2020-06-15,140.0
18  49 años,M,2020-06-15,2287.0
50  59 años,M,2020-06-15,1885.0
60  69 años,M,2020-06-15,1803.0
70  79 años,M,2020-06-15,1389.0
80 y más años,M,2020-06-15,796.0
00  5 años,F,2020-06-15,187.0
5  17 años,F,2020-06-15,138.0
18  49 años,F,2020-06-15,2009.0
50  59 años,F,2020-06-15,1132.0
60  69 años,F,2020-06-15,1193.0
70  79 años,F,2020-06-15,1068.0
80 y más años,F,2020-06-15,863.0
00  15 años,M,2020-06-19,
15  29 años,M,2020-06-19,
30  44 años,M,2020-06-19,
45  59 años,M,2020-06-19,
60  79 años,M,2020-06-19,
80 y más años,M,2020-06-19,
00  15 años,F,2020-06-19,
15  29 años,F,2020-06-19,
30  44 años,F,2020-06-19,
45  59 años,F,2020-06-19,
60  79 años,F,2020-06-19,
80 y más años,F,2020-06-19,
00  5 años,M,2020-06-19,200.0
5  17 años,M,2020-06-19,163.0
18  49 años,M,2020-06-19,2651.0
50  59 años,M,2020-06-19,2066.0
60  69 años,M,2020-06-19,2014.0
70  79 años,M,2020-06-19,1577.0
80 y más años,M,2020-06-19,938.0
00  5 años,F,2020-06-19,209.0
5  17 años,F,2020-06-19,172.0
18  49 años,F,2020-06-19,2328.0
50  59 años,F,2020-06-19,1254.0
60  69 años,F,2020-06-19,1335.0
70  79 años,F,2020-06-19,1241.0
80 y más años,F,2020-06-19,1010.0
00  15 años,M,2020-06-23,
15  29 años,M,2020-06-23,
30  44 años,M,2020-06-23,
45  59 años,M,2020-06-23,
60  79 años,M,2020-06-23,
80 y más años,M,2020-06-23,
00  15 años,F,2020-06-23,
15  29 años,F,2020-06-23,
30  44 años,F,2020-06-23,
45  59 años,F,2020-06-23,
60  79 años,F,2020-06-23,
80 y más años,F,2020-06-23,
00  5 años,M,2020-06-23,211.0
5  17 años,M,2020-06-23,180.0
18  49 años,M,2020-06-23,2778.0
50  59 años,M,2020-06-23,2186.0
60  69 años,M,2020-06-23,2170.0
70  79 años,M,2020-06-23,1720.0
80 y más años,M,2020-06-23,1022.0
00  5 años,F,2020-06-23,221.0
5  17 años,F,2020-06-23,191.0
18  49 años,F,2020-06-23,2446.0
50  59 años,F,2020-06-23,1306.0
60  69 años,F,2020-06-23,1436.0
70  79 años,F,2020-06-23,1335.0
80 y más años,F,2020-06-23,1083.0
00  15 años,M,2020-06-28,
15  29 años,M,2020-06-28,
30  44 años,M,2020-06-28,
45  59 años,M,2020-06-28,
60  79 años,M,2020-06-28,
80 y más años,M,2020-06-28,
00  15 años,F,2020-06-28,
15  29 años,F,2020-06-28,
30  44 años,F,2020-06-28,
45  59 años,F,2020-06-28,
60  79 años,F,2020-06-28,
80 y más años,F,2020-06-28,
00  5 años,M,2020-06-28,242.0
5  17 años,M,2020-06-28,196.0
18  49 años,M,2020-06-28,2957.0
50  59 años,M,2020-06-28,2332.0
60  69 años,M,2020-06-28,2354.0
70  79 años,M,2020-06-28,1876.0
80 y más años,M,2020-06-28,1108.0
00  5 años,F,2020-06-28,246.0
5  17 años,F,2020-06-28,206.0
18  49 años,F,2020-06-28,2623.0
50  59 años,F,2020-06-28,1397.0
60  69 años,F,2020-06-28,1546.0
70  79 años,F,2020-06-28,1438.0
80 y más años,F,2020-06-28,1181.0
00  15 años,M,2020-07-01,
15  29 años,M,2020-07-01,
30  44 años,M,2020-07-01,
45  59 años,M,2020-07-01,
60  79 años,M,2020-07-01,
80 y más años,M,2020-07-01,
00  15 años,F,2020-07-01,
15  29 años,F,2020-07-01,
30  44 años,F,2020-07-01,
45  59 años,F,2020-07-01,
60  79 años,F,2020-07-01,
80 y más años,F,2020-07-01,
00  5 años,M,2020-07-01,252.0
5  17 años,M,2020-07-01,202.0
18  49 años,M,2020-07-01,3045.0
50  59 años,M,2020-07-01,2395.0
60  69 años,M,2020-07-01,2432.0
70  79 años,M,2020-07-01,1954.0
80 y más años,M,2020-07-01,1164.0
00  5 años,F,2020-07-01,248.0
5  17 años,F,2020-07-01,214.0
18  49 años,F,2020-07-01,2695.0
50  59 años,F,2020-07-01,1431.0
60  69 años,F,2020-07-01,1592.0
70  79 años,F,2020-07-01,1477.0
80 y más años,F,2020-07-01,1238.0
00  15 años,M,2020-07-05,
15  29 años,M,2020-07-05,
30  44 años,M,2020-07-05,
45  59 años,M,2020-07-05,
60  79 años,M,2020-07-05,
80 y más años,M,2020-07-05,
00  15 años,F,2020-07-05,
15  29 años,F,2020-07-05,
30  44 años,F,2020-07-05,
45  59 años,F,2020-07-05,
60  79 años,F,2020-07-05,
80 y más años,F,2020-07-05,
00  5 años,M,2020-07-05,260.0
5  17 años,M,2020-07-05,206.0
18  49 años,M,2020-07-05,3161.0
50  59 años,M,2020-07-05,2509.0
60  69 años,M,2020-07-05,2541.0
70  79 años,M,2020-07-05,2049.0
80 y más años,M,2020-07-05,1237.0
00  5 años,F,2020-07-05,265.0
5  17 años,F,2020-07-05,228.0
18  49 años,F,2020-07-05,2797.0
50  59 años,F,2020-07-05,1492.0
60  69 años,F,2020-07-05,1685.0
70  79 años,F,2020-07-05,1555.0
80 y más años,F,2020-07-05,1301.0
00  15 años,M,2020-07-10,
15  29 años,M,2020-07-10,
30  44 años,M,2020-07-10,
45  59 años,M,2020-07-10,
60  79 años,M,2020-07-10,
80 y más años,M,2020-07-10,
00  15 años,F,2020-07-10,
15  29 años,F,2020-07-10,
30  44 años,F,2020-07-10,
45  59 años,F,2020-07-10,
60  79 años,F,2020-07-10,
80 y más años,F,2020-07-10,
00  5 años,M,2020-07-10,266.0
5  17 años,M,2020-07-10,218.0
18  49 años,M,2020-07-10,3293.0
50  59 años,M,2020-07-10,2631.0
60  69 años,M,2020-07-10,2673.0
70  79 años,M,2020-07-10,2180.0
80 y más años,M,2020-07-10,1306.0
00  5 años,F,2020-07-10,268.0
5  17 años,F,2020-07-10,237.0
18  49 años,F,2020-07-10,2960.0
50  59 años,F,2020-07-10,1548.0
60  69 años,F,2020-07-10,1806.0
70  79 años,F,2020-07-10,1647.0
80 y más años,F,2020-07-10,1375.0
00  15 años,M,2020-07-13,
15  29 años,M,2020-07-13,
30  44 años,M,2020-07-13,
45  59 años,M,2020-07-13,
60  79 años,M,2020-07-13,
80 y más años,M,2020-07-13,
00  15 años,F,2020-07-13,
15  29 años,F,2020-07-13,
30  44 años,F,2020-07-13,
45  59 años,F,2020-07-13,
60  79 años,F,2020-07-13,
80 y más años,F,2020-07-13,
00  5 años,M,2020-07-13,273.0
5  17 años,M,2020-07-13,221.0
18  49 años,M,2020-07-13,3397.0
50  59 años,M,2020-07-13,2737.0
60  69 años,M,2020-07-13,2777.0
70  79 años,M,2020-07-13,2252.0
80 y más años,M,2020-07-13,1354.0
00  5 años,F,2020-07-13,269.0
5  17 años,F,2020-07-13,242.0
18  49 años,F,2020-07-13,3053.0
50  59 años,F,2020-07-13,1606.0
60  69 años,F,2020-07-13,1890.0
70  79 años,F,2020-07-13,1713.0
80 y más años,F,2020-07-13,1411.0
00  15 años,M,2020-07-17,
15  29 años,M,2020-07-17,
30  44 años,M,2020-07-17,
45  59 años,M,2020-07-17,
60  79 años,M,2020-07-17,
80 y más años,M,2020-07-17,
00  15 años,F,2020-07-17,
15  29 años,F,2020-07-17,
30  44 años,F,2020-07-17,
45  59 años,F,2020-07-17,
60  79 años,F,2020-07-17,
80 y más años,F,2020-07-17,
00  5 años,M,2020-07-17,279.0
5  17 años,M,2020-07-17,230.0
18  49 años,M,2020-07-17,3486.0
50  59 años,M,2020-07-17,2815.0
60  69 años,M,2020-07-17,2870.0
70  79 años,M,2020-07-17,2319.0
80 y más años,M,2020-07-17,1409.0
00  5 años,F,2020-07-17,271.0
5  17 años,F,2020-07-17,251.0
18  49 años,F,2020-07-17,3113.0
50  59 años,F,2020-07-17,1652.0
60  69 años,F,2020-07-17,1947.0
70  79 años,F,2020-07-17,1763.0
80 y más años,F,2020-07-17,1459.0
00  15 años,M,2020-07-24,
15  29 años,M,2020-07-24,
30  44 años,M,2020-07-24,
45  59 años,M,2020-07-24,
60  79 años,M,2020-07-24,
80 y más años,M,2020-07-24,
00  15 años,F,2020-07-24,
15  29 años,F,2020-07-24,
30  44 años,F,2020-07-24,
45  59 años,F,2020-07-24,
60  79 años,F,2020-07-24,
80 y más años,F,2020-07-24,
00  5 años,M,2020-07-24,292.0
5  17 años,M,2020-07-24,246.0
18  49 años,M,2020-07-24,3641.0
50  59 años,M,2020-07-24,2977.0
60  69 años,M,2020-07-24,3078.0
70  79 años,M,2020-07-24,2493.0
80 y más años,M,2020-07-24,1505.0
00  5 años,F,2020-07-24,281.0
5  17 años,F,2020-07-24,264.0
18  49 años,F,2020-07-24,3256.0
50  59 años,F,2020-07-24,1749.0
60  69 años,F,2020-07-24,2088.0
70  79 años,F,2020-07-24,1902.0
80 y más años,F,2020-07-24,1590.0
00  15 años,M,2020-07-27,
15  29 años,M,2020-07-27,
30  44 años,M,2020-07-27,
45  59 años,M,2020-07-27,
60  79 años,M,2020-07-27,
80 y más años,M,2020-07-27,
00  15 años,F,2020-07-27,
15  29 años,F,2020-07-27,
30  44 años,F,2020-07-27,
45  59 años,F,2020-07-27,
60  79 años,F,2020-07-27,
80 y más años,F,2020-07-27,
00  5 años,M,2020-07-27,296.0
5  17 años,M,2020-07-27,251.0
18  49 años,M,2020-07-27,3722.0
50  59 años,M,2020-07-27,3030.0
60  69 años,M,2020-07-27,3142.0
70  79 años,M,2020-07-27,2570.0
80 y más años,M,2020-07-27,1545.0
00  5 años,F,2020-07-27,283.0
5  17 años,F,2020-07-27,268.0
18  49 años,F,2020-07-27,3330.0
50  59 años,F,2020-07-27,1784.0
60  69 años,F,2020-07-27,2125.0
70  79 años,F,2020-07-27,1956.0
80 y más años,F,2020-07-27,1637.0
00  15 años,M,2020-07-31,
15  29 años,M,2020-07-31,
30  44 años,M,2020-07-31,
45  59 años,M,2020-07-31,
60  79 años,M,2020-07-31,
80 y más años,M,2020-07-31,
00  15 años,F,2020-07-31,
15  29 años,F,2020-07-31,
30  44 años,F,2020-07-31,
45  59 años,F,2020-07-31,
60  79 años,F,2020-07-31,
80 y más años,F,2020-07-31,
00  5 años,M,2020-07-31,301.0
5  17 años,M,2020-07-31,258.0
18  49 años,M,2020-07-31,3799.0
50  59 años,M,2020-07-31,3084.0
60  69 años,M,2020-07-31,3208.0
70  79 años,M,2020-07-31,2617.0
80 y más años,M,2020-07-31,1583.0
00  5 años,F,2020-07-31,285.0
5  17 años,F,2020-07-31,272.0
18  49 años,F,2020-07-31,3386.0
50  59 años,F,2020-07-31,1824.0
60  69 años,F,2020-07-31,2189.0
70  79 años,F,2020-07-31,2010.0
80 y más años,F,2020-07-31,1691.0
00  15 años,M,2020-08-03,
15  29 años,M,2020-08-03,
30  44 años,M,2020-08-03,
45  59 años,M,2020-08-03,
60  79 años,M,2020-08-03,
80 y más años,M,2020-08-03,
00  15 años,F,2020-08-03,
15  29 años,F,2020-08-03,
30  44 años,F,2020-08-03,
45  59 años,F,2020-08-03,
60  79 años,F,2020-08-03,
80 y más años,F,2020-08-03,
00  5 años,M,2020-08-03,303.0
5  17 años,M,2020-08-03,261.0
18  49 años,M,2020-08-03,3826.0
50  59 años,M,2020-08-03,3131.0
60  69 años,M,2020-08-03,3271.0
70  79 años,M,2020-08-03,2670.0
80 y más años,M,2020-08-03,1615.0
00  5 años,F,2020-08-03,285.0
5  17 años,F,2020-08-03,273.0
18  49 años,F,2020-08-03,3433.0
50  59 años,F,2020-08-03,1841.0
60  69 años,F,2020-08-03,2223.0
70  79 años,F,2020-08-03,2047.0
80 y más años,F,2020-08-03,1743.0
