Date_Name,Date,Ships in Luanda Bay,Ships in Offshore Area,Ships in Lobito Bay,Policy_Name,Policy,Confirmed,Measured Current Infected,New Cases,Angola Population,New_Cases_pc,Active_cases_pc,nat_retail_recreation_mob,nat_grocery__pharmacy_mob,nat_parks_mob,nat_transit_mob,nat_workplaces_mob,nat_residential_mob,loc_retail_recreation_mob,loc_grocery__pharmacy_mob,loc_parks_mob,loc_transit_mob,loc_workplaces_mob,loc_residential_mob,,Luanda City Nighttime Radiance,ZEE Nighttime Radiance,SO2_PercentChange_HuamboCity,SO2_PercentChange_LuandaCity,SO2_PercentChange_ZEE,NO2_PercentChange_HuamboCity,NO2_PercentChange_LuandaCity,NO2_PercentChange_ZEE
08/10/20,144,,,,Calamity State – 5,5.8,1679,1032,7,31830000,0.000219918316054,0.032422243166824,-11,-2,-1,-31,-15,13,-15,-4,-22,-43,-22,15,,,,,,,,,
08/11/20,145,,,,Calamity State – 5,5.8,1735,1080,56,31830000,0.001759346528432,0.033930254476909,-11,2,-2,-28,-17,11,-14,2,-19,-33,-24,14,,,,,,,,,
08/12/20,146,,,,Calamity State – 5,5.8,1762,1105,27,31830000,0.000848256361923,0.034715677034245,-10,-2,-1,-35,-17,13,-13,-5,-24,-45,-24,15,,,,,,,,,
08/13/20,147,30,29,7,Calamity State – 5,5.8,1815,1158,53,31830000,0.001665095821552,0.036380772855797,-10,3,1,-25,-18,12,-14,3,-17,-34,-25,14,,,,,,,,,
08/14/20,148,,,,Calamity State – 5,5.8,1852,1182,37,31830000,0.001162425384857,0.037134778510839,-13,1,-1,-34,-16,14,-18,-2,-22,-46,-23,16,,,,,,,,,
08/15/20,149,,,,Calamity State – 5,5.8,1879,1165,27,31830000,0.000848256361923,0.036600691171851,-14,0,1,-29,5,8,-19,-3,-23,-41,1,9,,,,,,,,,
08/16/20,150,,,,Calamity State – 5,5.8,1906,1190,27,31830000,0.000848256361923,0.037386113729186,-24,-10,-13,-45,6,10,-29,-13,-41,-56,0,12,,,,,,,,,
08/17/20,151,,,,Calamity State – 5,5.8,1935,1215,29,31830000,0.00091109016651,0.038171536286522,-15,-5,,,-16,13,-18,-8,,,-23,15,,,,,,,,,
08/18/20,152,,,,Calamity State – 5,5.8,1966,1209,31,31830000,0.000973923971096,0.037983034872762,-14,-1,,,-16,12,-17,-2,,,-23,14,,,,,,,,,
08/19/20,153,,,,Calamity State – 5,5.8,2015,1225,49,31830000,0.001539428212378,0.038485705309457,-14,-8,,,-17,13,-17,-11,,,-24,15,,,,,,,,,
08/20/20,154,,,,Calamity State – 5,5.8,2044,1209,29,31830000,0.00091109016651,0.037983034872762,-15,-3,,,-17,12,-19,-3,,,-24,14,,,,,,,,,
08/21/20,155,,,,Calamity State – 5,5.8,2068,1170,24,31830000,0.000754005655042,0.036757775683318,-17,-4,,,-17,14,-21,-7,,,-23,16,,,,,,,,,
08/22/20,156,,,,Calamity State – 5,5.8,2134,1226,66,31830000,0.002073515551367,0.03851712221175,-15,-3,,,4,8,-21,-6,,,-1,9,,,,,,,,,
08/23/20,157,,,,Calamity State – 5,5.8,2171,1257,37,31830000,0.001162425384857,0.039491046182846,-24,-12,,,6,10,-29,-14,,,0,12,,,,,,,,,
08/24/20,158,,,,Calamity State – 5,5.8,2222,1245,51,31830000,0.001602262016965,0.039114043355325,-15,-7,,,-16,13,-19,-9,,,-22,15,,,,,,,,,
08/25/20,159,27,24,8,Calamity State – 5,5.8,2283,1204,61,31830000,0.001916431039899,0.037825950361294,-12,-1,,,-17,12,-16,-1,,,-24,14,,,,,,,,,
08/26/20,160,,,,Calamity State – 5,5.8,2332,1252,49,31830000,0.001539428212378,0.039333961671379,-12,-4,,,-16,12,-15,-7,,,-24,14,,,,,,,,,
08/27/20,161,,,,Calamity State – 5,5.8,2415,975,83,31830000,0.002607602890355,0.030631479736098,-10,2,,,-16,11,-14,1,,,-23,13,,,,,,,,,
08/28/20,162,,,,Calamity State – 5,5.8,2471,1337,56,31830000,0.001759346528432,0.042004398366321,-10,0,,,-17,13,-15,-3,,,-22,15,,,,,,,,,
08/29/20,163,,,,Calamity State – 5,5.8,2551,1403,80,31830000,0.002513352183475,0.044077913917688,-7,5,,,3,6,-14,1,,,-3,6,,,,,,,,,
08/30/20,164,,,,Calamity State – 5,5.8,2624,1454,73,31830000,0.002293433867421,0.045680175934653,-17,-7,,,6,8,-23,-9,,,-1,9,,,,,,,,,
08/31/20,165,,,,Calamity State – 5,5.8,2654,1475,30,31830000,0.000942507068803,0.046339930882815,-3,3,,,-15,11,-10,-1,,,-21,13,,,,,,,,,
09/01/20,166,,,,Calamity State – 5,5.8,2729,1536,75,31830000,0.002356267672008,0.048256361922715,-2,9,,,-15,9,-7,6,,,-24,12,,,,-1.436935591,-9.046427721,-3.736310829,0.02035211,-0.006577813,0.027426867
09/02/20,167,,,,Calamity State – 5,5.8,2777,1550,48,31830000,0.001508011310085,0.048696198554823,-2,3,,,-17,10,-7,-1,,,-24,12,,,,,,,,,
09/03/20,168,,,,Calamity State – 5,5.8,2805,1548,28,31830000,0.000879673264216,0.048633364750236,-1,11,,,-16,9,-6,11,,,-24,11,,,,,,,,,
09/04/20,169,,,,Calamity State – 5,5.8,2876,1594,71,31830000,0.002230600062834,0.050078542255734,-5,6,,,-17,12,-10,2,,,-23,14,,,,,,,,,
09/05/20,170,,,,Calamity State – 5,5.8,2935,1626,59,31830000,0.001853597235313,0.051083883129124,-2,7,,,4,6,-9,3,,,-4,6,,,,,,,,,
09/06/20,171,29,26,8,Calamity State – 5,5.8,2965,1650,30,31830000,0.000942507068803,0.051837888784166,-13,-6,,,5,8,-19,-9,,,-1,9,,,,,,,,,
09/07/20,172,,,,Calamity State – 5,5.8,2981,1646,16,31830000,0.000502670436695,0.051712221174992,-2,2,,,-16,11,-8,-1,,,-22,13,,,,,,,,,
09/08/20,173,,,,Calamity State – 5,5.8,3033,1694,52,31830000,0.001633678919259,0.053220232485077,-2,7,,,-15,10,-7,7,,,-24,12,,,,,,,,,
09/09/20,174,,,,Calamity State – 5,5.8,3092,1721,59,31830000,0.001853597235313,0.054068488847,-1,-1,,,-14,10,-6,-4,,,-23,12,,,,,,,,,
09/10/20,175,,,,Calamity State – 5,5.8,3217,1810,125,31830000,0.003927112786679,0.056864593151115,-1,3,,,-15,10,-7,2,,,-23,11,,,,,,,,,
09/11/20,176,,,,Calamity State – 5,5.8,3279,1860,62,31830000,0.001947847942193,0.058435438265787,-5,2,22,-15,-16,12,-10,-1,17,-26,-22,14,,,,,,,,,
09/12/20,177,,,,Calamity State – 5,5.8,3335,1914,56,31830000,0.001759346528432,0.060131950989633,-4,-3,32,-8,4,6,-11,-6,27,-20,-3,7,,,,,,,,,
09/13/20,178,,,,Calamity State – 5,5.8,3388,1953,53,31830000,0.001665095821552,0.061357210179076,-15,-12,5,-27,2,9,-21,-14,-9,-41,-5,9,,,,,,,,,
09/14/20,179,,,,Calamity State – 5,5.8,3439,1979,51,31830000,0.001602262016965,0.062174049638706,-3,-7,29,-11,-14,11,-8,-8,21,-22,-19,13,,,,,,,,,
09/15/20,180,,,,Calamity State – 5,5.8,3569,2098,130,31830000,0.004084197298146,0.065912661011624,-3,-1,27,-11,-13,11,-7,-1,20,-17,-21,12,,,,,,,,,
09/16/20,181,,,,Calamity State – 5,5.8,3675,2131,106,31830000,0.003330191643104,0.066949418787308,1,4,28,-16,-14,9,-3,1,23,-26,-23,11,,,,,,,,,
09/17/20,182,,,,Calamity State – 5,5.8,3789,2240,114,31830000,0.003581526861451,0.070373861137292,-20,-15,18,-32,-62,18,-23,-15,11,-40,-67,19,,,,,,,,,
09/18/20,183,30,22,8,Calamity State – 5,5.8,3848,2258,59,31830000,0.001853597235313,0.070939365378574,-24,-13,-1,-39,-56,21,-27,-14,-13,-49,-60,22,,,,,,,,,
09/19/20,184,,,,Calamity State – 5,5.8,3901,2309,53,31830000,0.001665095821552,0.072541627395539,-14,-13,19,-23,-3,10,-20,-16,12,-33,-9,10,,,,,,,,,
09/20/20,185,,,,Calamity State – 5,5.8,3991,2394,90,31830000,0.002827521206409,0.075212064090481,-21,-20,3,-31,-1,10,-26,-21,-11,-43,-5,10,,,,,,,,,
09/21/20,186,,,,Calamity State – 5,5.8,4117,2514,126,31830000,0.003958529688973,0.078982092365693,-9,-9,20,-15,-18,12,-13,-9,17,-25,-21,14,,,,,,,,,
09/22/20,187,,,,Calamity State – 5,5.8,4236,2619,119,31830000,0.003738611372919,0.082280867106503,-13,-5,11,-20,-17,11,-17,-5,10,-27,-25,13,,,,,,,,,
09/23/20,188,,,,Calamity State – 5,5.8,4363,2731,127,31830000,0.003989946591266,0.085799560163368,-16,-7,7,-25,-18,12,-20,-8,-2,-33,-25,14,,,,,,,,,
09/24/20,189,,,,Calamity State – 5,5.8,4475,2810,112,31830000,0.003518693056865,0.088281495444549,-17,-5,14,-23,-17,11,-21,-6,7,-32,-24,13,,,,,,,,,
09/25/20,190,,,,Calamity State – 5,5.8,4590,2869,115,31830000,0.003612943763745,0.090135092679862,-16,0,7,-24,-18,13,-21,-3,-1,-34,-22,14,,,,,,,,,
09/26/20,191,,,,Calamity State – 5,5.8,4672,2862,82,31830000,0.002576185988062,0.089915174363808,-11,-1,17,-16,-1,6,-17,-4,13,-29,-6,7,,,,,,,,,
09/27/20,192,,,,Calamity State – 5,5.8,4718,2837,46,31830000,0.001445177505498,0.089129751806472,-23,-11,-2,-31,-5,9,-27,-11,-18,-42,-8,10,,,,,,,,,
09/28/20,193,,,,Calamity State – 5,5.8,4797,2808,79,31830000,0.002481935281181,0.088218661639962,-12,-3,18,-15,-18,12,-17,-4,11,-26,-21,14,,,,,,,,,
09/29/20,194,,,,Calamity State – 5,5.8,4905,2893,108,31830000,0.003393025447691,0.090889098334904,-11,3,14,-20,-16,10,-15,3,10,-26,-23,12,,,,,,,,,
09/30/20,195,38,29,8,Calamity State – 5,5.8,4972,2848,67,31830000,0.00210493245366,0.0894753377317,-10,2,14,-17,-19,8,-13,0,9,-28,-26,10,,,,,,,,,
10/01/20,196,,,,Calamity State – 5,5.8,5114,2847,142,31830000,0.004461200125668,0.089443920829406,-10,3,23,-13,-19,5,-14,3,26,-23,-25,7,,,,-0.361032159,-0.459559327,0.35323405,0.059352687,-0.062237955,0.005947356
10/02/20,197,,,,Calamity State – 5,5.8,5211,2807,97,31830000,0.003047439522463,0.088187244737669,-12,6,17,-17,-21,7,-16,4,25,-29,-23,9,,,,,,,,,
10/03/20,198,,,,Calamity State – 5,5.8,5370,2741,159,31830000,0.004995287464656,0.086113729186302,-12,2,20,-11,-10,1,-17,0,35,-24,-12,2,,,,,,,,,
10/04/20,199,,,,Calamity State – 5,5.8,5402,2630,32,31830000,0.00100534087339,0.082626453031731,-22,-7,4,-26,-15,4,-25,-8,3,-38,-14,5,,,,,,,,,
10/05/20,200,,,,Calamity State – 5,5.8,5530,2740,128,31830000,0.00402136349356,0.086082312284009,-10,0,25,-9,-23,5,-14,0,32,-22,-24,8,,,,,,,,,
10/06/20,201,,,,Calamity State – 5,5.8,5725,2916,195,31830000,0.00612629594722,0.091611687087653,-12,2,22,-15,-22,5,-15,2,29,-22,-27,7,,,,,,,,,
10/07/20,202,,,,Calamity State – 5,5.8,5725,2916,0,31830000,0,0.091611687087653,-9,1,15,-19,-18,6,-13,0,25,-30,-25,9,,,,,,,,,
10/08/20,203,,,,Calamity State – 5,5.8,5958,3115,233,31830000,0.00732013823437,0.097863650644047,-8,1,21,-10,-15,8,-12,2,31,-20,-22,10,,,,,,,,,
10/09/20,204,,,,Calamity State – 5,5.8,6031,3134,73,31830000,0.002293433867421,0.098460571787622,-12,0,11,-20,-18,10,-15,-2,19,-31,-20,12,,,,,,,,,
10/10/20,205,,,,Calamity State – 5,5.8,6246,3312,215,31830000,0.006754633993088,0.104052780395853,-12,-6,21,-17,-2,6,-17,-9,28,-27,-4,7,,,,,,,,,
10/11/20,206,,,,Calamity State – 5,5.8,6366,3405,120,31830000,0.003770028275212,0.106974552309142,-22,-15,3,-33,-5,8,-26,-15,-7,-43,-7,9,,,,,,,,,
10/12/20,207,41,23,6,Calamity State – 5,5.8,6488,3525,122,31830000,0.003832862079799,0.110744580584354,-10,-5,18,-16,-19,10,-13,-5,26,-26,-21,12,,,,,,,,,
10/13/20,208,,,,Calamity State – 5,5.8,6680,3697,192,31830000,0.006032045240339,0.116148287778825,-11,-1,16,-12,-16,9,-13,0,25,-18,-22,11,,,,,,,,,
10/14/20,209,,,,Calamity State – 5,5.8,6846,3818,166,31830000,0.00521520578071,0.119949732956331,-12,0,15,-17,-16,9,-15,-1,20,-26,-22,11,,,,,,,,,
10/15/20,210,,,,Calamity State – 5,5.8,7096,3940,250,31830000,0.007854225573358,0.123782595036129,-14,2,25,-6,-15,10,-18,2,40,-14,-22,12,,,,,,,,,
10/16/20,211,,,,Calamity State – 5,5.8,7222,3976,126,31830000,0.003958529688973,0.124913603518693,-16,2,16,-16,-17,11,-19,1,20,-27,-20,13,,,,,,,,,
10/17/20,212,,,,Calamity State – 5,5.8,7462,4199,240,31830000,0.007540056550424,0.131919572730129,-18,-6,21,-11,-4,7,-21,-8,31,-19,-6,8,,,,,,,,,
10/18/20,213,,,,Calamity State – 5,5.8,7622,4345,160,31830000,0.005026704366949,0.13650644046497,-27,-13,-3,-24,-10,6,-30,-13,-13,-34,-12,7,,,,,,,,,
10/19/20,214,,,,Calamity State – 5,5.8,7829,4550,207,31830000,0.006503298774741,0.142946905435124,-14,-5,18,-11,-18,9,-17,-4,26,-21,-20,11,,,,,,,,,
10/20/20,215,,,,Calamity State – 5,5.8,8049,4761,220,31830000,0.006911718504555,0.149575871819039,-16,-4,15,-17,-17,9,-18,-3,23,-23,-23,11,,,,,,,,,
10/21/20,216,,,,Calamity State – 5,5.8,8338,5043,289,31830000,0.009079484762802,0.158435438265787,-13,-1,15,-20,-14,9,-16,-1,20,-27,-21,11,,,,,,,,,
10/22/20,217,,,,Calamity State – 5,5.8,8582,5017,244,31830000,0.007665724159598,0.157618598806158,-12,-1,25,-12,-14,9,-16,0,31,-22,-20,10,,,,,,,,,
10/23/20,218,,,,Calamity State – 5,5.8,8829,5180,247,31830000,0.007759974866478,0.162739553879987,-14,2,17,-19,-14,10,-18,1,21,-29,-18,12,,,,,,,,,
10/24/20,219,38,23,8,Calamity State – 5,5.8,9026,5298,197,31830000,0.006189129751806,0.166446748350613,-15,0,23,-16,-2,8,-20,-3,30,-27,-5,8,,,,,,,,,
10/25/20,220,,,,Calamity State – 5,5.8,9381,5605,355,31830000,0.011153000314169,0.176091737354697,-25,-7,0,-30,-9,9,-30,-8,-3,-41,-12,11,,,,,,,,,
10/26/20,221,,,,Calamity State – 5,5.8,9644,5844,263,31830000,0.008262645303173,0.183600377002828,-10,0,28,-11,-15,9,-15,-1,35,-22,-18,12,,,,,,,,,
10/27/20,222,,,,Calamity State – 5,5.8,9871,5953,227,31830000,0.007131636820609,0.187024819352812,-9,7,21,-17,-16,9,-14,6,23,-24,-23,11,,,,,,,,,
10/28/20,223,,,,Calamity State – 5,5.8,10074,6106,203,31830000,0.006377631165567,0.191831605403707,-9,4,21,-16,-17,9,-14,1,23,-28,-24,11,,,,,,,,,
10/29/20,224,,,,Calamity State – 5,5.8,10269,6258,195,31830000,0.00612629594722,0.196606974552309,-7,10,28,-6,-18,6,-12,11,40,-19,-24,8,,,,,,,,,
10/30/20,225,,,,Calamity State – 6,5.4,10558,6172,289,31830000,0.009079484762802,0.193905120955074,-10,5,15,-13,-19,10,-15,4,28,-27,-22,11,,,,,,,,,
10/31/20,226,,,,Calamity State – 6,5.4,10805,5998,247,31830000,0.007759974866478,0.188438579956016,-9,8,23,-5,-5,4,-15,6,35,-19,-6,5,,,,,,,,,
11/01/20,227,,,,Calamity State – 6,5.4,11035,5829,230,31830000,0.00722588752749,0.183129123468426,-19,-4,6,-26,-10,6,-24,-5,3,-38,-11,7,,,,,,,,,
11/02/20,228,,,,Calamity State – 6,5.4,11228,5767,193,31830000,0.006063462142633,0.181181275526233,-27,-19,-2,-36,-71,20,-29,-18,3,-45,-74,22,,,,,,,,,
11/03/20,229,,,,Calamity State – 6,5.4,11577,6056,349,31830000,0.010964498900409,0.190260760289035,-7,7,22,-9,-16,6,-11,7,37,-19,-22,8,,,,,,,,,
11/04/20,230,,,,Calamity State – 6,5.4,11813,6251,236,31830000,0.00741438894125,0.196387056236255,-8,0,16,-17,-17,8,-11,-1,25,-28,-24,10,,,,,,,,,
11/05/20,231,41,20,8,Calamity State – 6,5.4,12102,6453,289,31830000,0.009079484762802,0.202733270499529,-8,9,27,-2,-15,6,-11,10,37,-14,-21,8,,,,,,,,,
11/06/20,232,,,,Calamity State – 6,5.4,12223,6297,121,31830000,0.003801445177506,0.197832233741753,-14,2,16,-14,-17,8,-17,1,23,-25,-20,10,,,,,,,,,
11/07/20,233,,,,Calamity State – 6,5.4,12335,6385,112,31830000,0.003518693056865,0.200596921143575,-15,0,22,-12,-2,6,-19,-2,27,-22,-4,6,,,,,,,,,
11/08/20,234,,,,Calamity State – 6,5.4,12433,6227,98,31830000,0.003078856424757,0.195633050581213,-26,-13,-3,-31,-8,9,-30,-13,-8,-42,-10,10,,,,,,,,,
11/09/20,235,,,,Calamity State – 6,5.4,12680,6445,247,31830000,0.007759974866478,0.202481935281181,-13,-4,18,-11,-17,9,-15,-3,27,-22,-19,11,,,,,,,,,
11/10/20,236,,,,Calamity State – 6,5.4,12816,6472,136,31830000,0.004272698711907,0.203330191643104,-6,10,30,-6,-15,5,-8,13,49,-13,-21,7,,,,,,,,,
11/11/20,237,,,,Calamity State – 6,5.4,12953,6516,137,31830000,0.0043041156142,0.204712535344015,-42,-38,-14,-52,-73,25,-45,-40,-27,-61,-77,28,,,,,,,,,
11/12/20,238,,,,Calamity State – 6,5.4,13053,6488,100,31830000,0.003141690229343,0.203832862079799,-12,3,24,-7,-13,7,-15,4,34,-17,-19,8,,,,,,,,,
11/13/20,239,,,,Calamity State – 6,5.4,13228,6585,175,31830000,0.005497957901351,0.206880301602262,-21,-8,5,-24,-21,13,-25,-10,5,-36,-25,16,,,,,,,,,
11/14/20,240,,,,Calamity State – 6,5.4,13374,6707,146,31830000,0.004586867734841,0.210713163682061,-15,-3,20,-15,-5,5,-18,-4,27,-25,-6,6,,,,,,,,,
11/15/20,241,,,,Calamity State – 6,5.4,13451,6685,77,31830000,0.002419101476594,0.210021991831605,-26,-14,0,-29,-11,6,-29,-14,-2,-39,-12,7,,,,,,,,,
11/16/20,242,,,,Calamity State – 6,5.4,13615,6768,164,31830000,0.005152371976123,0.21262959472196,-14,-6,19,-10,-16,8,-17,-5,26,-21,-17,10,,,,,,,,,
11/17/20,243,,,,Calamity State – 6,5.4,13818,6908,203,31830000,0.006377631165567,0.217027961043041,-13,0,13,-13,-15,7,-14,2,23,-19,-20,9,,,,,,,,,
11/18/20,244,33,30,9,Calamity State – 6,5.4,13922,6967,104,31830000,0.003267357838517,0.218881558278354,-12,-4,13,-19,-14,7,-14,-5,18,-29,-21,9,,,,,,,,,
11/19/20,245,,,,Calamity State – 6,5.4,14134,6739,212,31830000,0.006660383286208,0.211718504555451,-11,2,23,-8,-12,6,-14,4,28,-16,-18,8,,,,,,,,,
11/20/20,246,,,,Calamity State – 6,5.4,14267,6816,133,31830000,0.004178448005027,0.214137606032045,-14,-1,12,-17,-14,8,-17,-2,15,-29,-17,10,,,,,,,,,
11/21/20,247,,,,Calamity State – 6,5.4,14413,6804,146,31830000,0.004586867734841,0.213760603204524,-14,-2,14,-15,-3,5,-18,-4,18,-25,-5,5,,,,,,,,,
11/22/20,248,,,,Calamity State – 6,5.4,14493,6810,80,31830000,0.002513352183475,0.213949104618285,-23,-12,-3,-28,-11,5,-27,-13,-12,-37,-13,6,,,,,,,,,
11/23/20,249,,,,Calamity State – 6,5.4,14634,6946,141,31830000,0.004429783223374,0.218221803330192,-12,-6,17,-13,-15,8,-16,-6,22,-23,-16,9,,,,,,,,,
11/24/20,250,,,,Calamity State – 6,5.4,14742,6960,108,31830000,0.003393025447691,0.2186616399623,-10,4,15,-11,-13,6,-13,5,19,-19,-18,8,,,,,,,,,
11/25/20,251,,,,Calamity State – 6,5.4,14821,6964,79,31830000,0.002481935281181,0.218787307571473,-6,5,20,-19,-12,6,-9,3,23,-30,-18,8,,,,,,,,,
11/26/20,252,,,,Calamity State – 6,5.4,14920,6962,99,31830000,0.00311027332705,0.218724473766887,-6,12,29,-2,-11,5,-9,12,33,-13,-17,7,,,,,,,,,
11/27/20,253,,,,Calamity State – 6,5.4,15008,6969,88,31830000,0.002764687401822,0.218944392082941,-3,14,20,-7,-12,6,-6,12,26,-21,-15,8,,,,,,,,,
11/28/20,254,,,,Calamity State – 6,5.4,15087,6979,79,31830000,0.002481935281181,0.219258561105875,-7,8,27,-10,-5,3,-12,4,35,-24,-7,4,,,,,,,,,
11/29/20,255,36,19,8,Calamity State – 6,5.4,15103,6994,16,31830000,0.000502670436695,0.219729814640276,-12,2,9,-19,-7,5,-16,2,3,-30,-8,6,,,,,,,,,
11/30/20,256,,,,Calamity State – 6,5.4,15139,6940,36,31830000,0.001131008482564,0.218033301916431,-1,8,27,-2,-12,5,-4,9,33,-14,-14,7,,,,,,,,,
12/01/20,257,,,,Calamity State – 6,5.4,15251,6969,112,31830000,0.003518693056865,0.218944392082941,1,18,31,-1,-10,4,0,20,42,-9,-16,5,,,,,,,,,
12/02/20,258,,,,Calamity State – 6,5.4,15319,6829,68,31830000,0.002136349355954,0.21454602576186,2,12,28,-6,-8,5,-1,11,34,-18,-15,7,,,,,,,,,
12/03/20,259,,,,Calamity State – 6,5.4,15361,6765,42,31830000,0.001319509896324,0.21253534401508,1,19,36,9,-8,4,-3,19,47,-3,-14,6,,,,,,,,,
12/04/20,260,,,,Calamity State – 6,5.4,15493,6841,132,31830000,0.004147031102733,0.214923028589381,-2,14,26,-4,-9,6,-6,12,36,-18,-12,7,,,,,,,,,
12/05/20,261,,,,Calamity State – 6,5.4,15536,6847,43,31830000,0.001350926798618,0.215111530003142,-2,12,29,6,-1,1,-6,11,36,-7,-2,1,,,,,,,,,
12/06/20,262,,,,Calamity State – 6,5.4,15591,6899,55,31830000,0.001727929626139,0.2167452089224,-13,-1,5,-15,-6,3,-16,-1,1,-26,-6,3,,,,,,,,,
12/07/20,263,,,,Calamity State – 6,5.4,15648,6941,57,31830000,0.001790763430726,0.218064718818724,-2,7,30,-1,-12,4,-4,9,41,-12,-13,6,,,,,,,,,
12/08/20,264,,,,Calamity State – 6,5.4,15729,6904,81,31830000,0.002544769085768,0.216902293433867,-2,12,25,-1,-7,4,-3,14,39,-7,-13,6,,,,,,,,,
12/09/20,265,,,,Calamity State – 6,5.4,15804,6867,75,31830000,0.002356267672008,0.21573986804901,-4,5,27,-6,-9,5,-5,4,34,-17,-14,7,,,,,,,,,
12/10/20,266,,,,Calamity State – 6,5.4,15925,6884,121,31830000,0.003801445177506,0.216273955387999,-4,12,48,9,-9,5,-6,14,66,-4,-14,6,,,,,,,,,
12/11/20,267,30,22,9,Calamity State – 6,5.4,16061,6898,136,31830000,0.004272698711907,0.216713792020107,-8,5,30,2,-11,8,-11,4,37,-14,-13,9,,,,,,,,,
12/12/20,268,,,,Calamity State – 6,5.4,16161,6954,100,31830000,0.003141690229343,0.218473138548539,-6,6,37,9,-1,3,-11,4,46,-4,-3,3,,,,,,,,,
12/13/20,269,,,,Calamity State – 6,5.4,16188,6919,27,31830000,0.000848256361923,0.217373546968269,-16,-4,19,-7,-7,6,-19,-3,10,-21,-7,6,,,,,,,,,
12/14/20,270,,,,Calamity State – 6,5.4,16277,6981,89,31830000,0.002796104304116,0.219321394910462,-6,1,37,3,-11,7,-10,1,47,-11,-13,9,,,,,,,,,
12/15/20,271,,,,Calamity State – 6,5.4,16362,7000,85,31830000,0.002670436694942,0.219918316054037,-3,8,32,8,-10,7,-5,9,46,-3,-16,7,,,,,,,,,
12/16/20,272,,,,Calamity State – 6,5.4,16407,6834,45,31830000,0.001413760603205,0.214703110273327,-2,10,34,2,-9,6,-5,9,39,-13,-15,7,,,,,,,,,
12/17/20,273,,,,Calamity State – 6,5.4,16484,6836,77,31830000,0.002419101476594,0.214765944077914,1,16,49,17,-9,5,-3,16,66,3,-14,6,,,,,,,,,
12/18/20,274,,,,Calamity State – 6,5.4,16562,6833,78,31830000,0.002450518378888,0.214671693371034,0,18,38,7,-12,6,-4,15,51,-10,-14,7,,,,,,,,,
12/19/20,275,,,,Calamity State – 6,5.4,16626,6722,64,31830000,0.00201068174678,0.211184417216462,0,14,50,28,-2,1,-4,10,60,12,-4,1,,,,,,,,,
12/20/20,276,,,,Calamity State – 6,5.4,16644,6665,18,31830000,0.000565504241282,0.209393653785737,-9,6,26,4,-5,4,-12,5,21,-11,-5,4,,,,,,,,,
12/21/20,277,,,,Calamity State – 6,5.4,16686,6601,42,31830000,0.001319509896324,0.207382972038957,5,22,43,22,-20,7,0,21,53,5,-21,8,,,,,,,,,
12/22/20,278,,,,Calamity State – 6,5.4,16802,6680,116,31830000,0.003644360666038,0.209864907320138,7,30,43,20,-21,5,5,30,56,8,-26,6,,,,,,,,,
12/23/20,279,24,25,8,Calamity State – 6,5.4,16931,6809,129,31830000,0.004052780395853,0.213917687715991,13,43,46,15,-22,4,10,40,61,-3,-27,5,,,,,,,,,
12/24/20,280,,,,Calamity State – 6,5.4,17029,6907,98,31830000,0.003078856424757,0.216996544140748,4,43,51,15,-35,5,0,41,68,-3,-40,6,,,,,,,,,
12/25/20,281,,,,Calamity State – 6,5.4,17099,6782,70,31830000,0.00219918316054,0.213069431354068,-61,-63,-22,-53,-79,23,-63,-63,-37,-64,-81,24,,,,,,,,,
12/26/20,282,,,,Calamity State – 6,5.4,17149,6774,50,31830000,0.001570845114672,0.212818096135721,-22,-11,21,-4,-19,7,-26,-13,20,-15,-21,6,,,,,,,,,
12/27/20,283,,,,Calamity State – 6,5.4,17240,6487,91,31830000,0.002858938108702,0.203801445177506,-21,-12,13,-9,-8,6,-25,-12,0,-22,-6,6,,,,,,,,,
12/28/20,284,,,,Calamity State – 6,5.4,17296,6539,56,31830000,0.001759346528432,0.205435124096764,-5,7,31,6,-25,11,-7,7,34,-11,-26,11,,,,,,,,,
12/29/20,285,,,,Calamity State – 6,5.4,17371,6341,75,31830000,0.002356267672008,0.199214577442664,-4,12,31,4,-24,9,-6,12,33,-7,-29,10,,,,,,,,,
12/30/20,286,,,,Calamity State – 6,5.4,17433,6169,62,31830000,0.001947847942193,0.193810870248194,2,23,35,0,-24,8,0,21,39,-16,-28,8,,,,,,,,,
12/31/20,287,,,,Calamity State – 6,5.4,17553,6104,120,31830000,0.003770028275212,0.19176877159912,-6,28,43,7,-34,7,-10,28,53,-10,-38,8,,,,,,,,,
01/01/21,288,,,,Calamity State – 6,5.4,17568,6017,15,31830000,0.000471253534402,0.189035501099592,-62,-65,-22,-53,-78,24,-64,-66,-37,-63,-80,25,,,,,,,,,
01/02/21,289,,,,Calamity State – 6,5.4,17608,6012,40,31830000,0.001256676091737,0.188878416588124,-30,-17,16,-9,-22,9,-33,-19,13,-23,-24,8,,,,,,,,,
01/03/21,290,,,,Calamity State – 6,5.4,17642,6011,34,31830000,0.001068174677977,0.188846999685831,-24,-14,12,-8,-7,6,-28,-14,0,-23,-7,6,,,,,,,,,
01/04/21,291,,,,Calamity State – 6,5.4,17684,6010,42,31830000,0.001319509896324,0.188815582783538,-10,3,33,6,-17,9,-13,2,32,-11,-19,10,,,,,,,,,
01/05/21,292,,,,Calamity State – 6,5.4,17756,5970,72,31830000,0.002262016965127,0.1875589066918,-9,4,27,2,-14,8,-11,6,30,-7,-19,9,,,,,,,,,
