Region,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total
2020-05-15,5,97,54,3,15,99,2060,28,21,36,41,28,5,8,0,2,2502
2020-05-16,9,66,98,3,7,53,1518,6,11,36,38,23,0,3,0,15,1886
2020-05-17,1,130,76,3,7,109,1890,37,22,21,25,19,1,3,0,9,2353
2020-05-18,20,81,84,8,18,79,1767,52,29,43,45,33,4,5,0,10,2278
2020-05-19,24,53,59,1,27,86,3140,24,38,3,28,27,5,4,0,1,3520
2020-05-20,2,30,83,5,24,131,3588,13,40,23,52,14,18,10,0,5,4038
2020-05-21,29,107,47,5,5,117,3462,10,51,9,39,35,11,27,0,10,3964
2020-05-22,18,147,63,7,13,133,3709,27,51,5,48,22,4,24,0,5,4276
2020-05-23,11,78,56,7,13,96,3049,26,41,52,43,37,12,10,0,5,3536
2020-05-24,16,93,50,0,29,114,3145,36,69,25,60,34,16,9,0,13,3709
2020-05-25,15,66,68,3,15,75,4386,34,61,37,44,49,7,27,2,6,4895
2020-05-26,9,107,48,3,46,150,3355,66,60,8,44,26,7,18,2,15,3964
2020-05-27,19,74,74,9,71,121,3726,37,53,27,63,33,5,10,0,6,4328
2020-05-28,21,146,111,5,27,154,3904,14,54,31,112,38,9,23,2,3,4654
2020-05-29,20,136,70,5,55,112,2995,40,60,37,101,35,12,8,2,7,3695
2020-05-30,6,157,111,8,60,195,3341,11,76,14,110,71,15,38,0,7,4220
2020-05-31,31,111,81,3,31,130,4253,29,41,1,91,11,11,3,1,2,4830
2020-06-01,17,165,75,14,40,181,4735,28,44,33,91,40,7,0,0,1,5471
2020-06-02,18,68,64,4,19,247,2955,30,40,0,12,30,5,31,1,3,3527
2020-06-03,47,88,67,6,31,174,3997,88,214,39,133,32,4,19,0,3,4942
2020-06-04,35,128,146,16,54,248,3699,36,137,43,86,9,7,13,1,6,4664
2020-06-05,46,155,62,11,60,249,3176,49,102,57,78,106,11,42,0,3,4207
2020-06-06,37,129,109,12,66,314,4128,95,135,41,111,33,10,17,0,9,5246
2020-06-07,31,156,121,25,92,282,5268,72,140,20,105,56,17,18,1,1,6405
2020-06-08,24,142,91,33,133,287,3674,72,67,62,56,33,8,7,1,6,4696
2020-06-09,40,99,157,9,52,242,2990,62,113,32,43,35,21,18,0,0,3913
2020-06-10,16,100,157,17,81,223,4620,125,151,32,152,43,6,13,0,1,5737
2020-06-11,37,105,194,24,89,251,4389,110,120,57,128,47,10,21,1,13,5596
2020-06-12,44,127,132,24,93,306,5559,77,131,45,129,44,17,21,0,5,6754
2020-06-13,51,181,153,23,74,356,5057,159,153,19,166,66,8,25,2,16,6509
2020-06-14,47,141,248,12,44,231,5647,139,153,41,132,30,10,33,0,30,6938
2020-06-15,30,113,270,36,120,254,3882,85,94,54,59,53,32,27,2,32,5143
2020-06-16,17,107,87,18,44,250,4022,209,98,20,55,47,4,10,0,25,5013
2020-06-17,56,114,126,49,87,206,3539,197,93,53,171,19,8,39,0,0,4757
2020-06-18,21,82,287,25,96,220,3021,220,206,45,168,49,12,14,0,9,4475
2020-06-19,56,126,300,37,119,285,4421,294,215,129,218,33,12,35,1,9,6290
2020-06-20,30,148,387,27,78,256,3603,302,151,32,257,23,10,37,1,13,5355
2020-06-21,46,115,246,33,86,284,3789,339,252,24,253,49,21,50,0,20,5607
2020-06-22,49,97,247,35,69,317,3026,234,145,22,247,40,11,52,0,17,4608
2020-06-23,23,87,283,29,57,286,2469,175,149,14,170,18,4,29,0,11,3804
2020-06-24,30,62,236,38,54,286,2350,249,153,24,136,10,4,17,0,0,3649
2020-06-25,38,73,288,52,98,295,3035,258,175,14,238,27,12,22,1,22,4648
2020-06-26,37,135,227,50,69,315,2616,268,181,41,256,41,11,36,1,12,4296
2020-06-27,63,59,285,38,75,257,2957,186,169,43,181,23,7,32,5,26,4406
2020-06-28,38,122,281,31,76,253,2569,284,140,46,259,44,19,36,6,12,4216
2020-06-29,36.0,81.0,317.0,50.0,104.0,234.0,2508.0,238.0,141.0,21.0,197.0,40.0,11.0,33.0,1.0,5.0,4017.0
2020-06-30,28.0,75.0,204.0,37.0,89.0,211.0,2255.0,237.0,86.0,13.0,102.0,19.0,12.0,14.0,0.0,12.0,3394.0
2020-07-01,63,67,254,71,69,256,1316,164,168,17,148,15,5,28,0,9,2650
2020-07-02,56,99,202,21,51,193,1353,200,103,33,106,21,2,50,4,4,2498
2020-07-03,57,83,285,31,54,264,2072,180,154,43,180,57,5,72,0,11,3548
2020-07-04,60,74,253,42,109,301,2236,234,170,43,131,45,7,50,0,3,3758
2020-07-05,57,136,296,45,101,285,2080,209,121,44,194,30,4,74,2,7,3685
2020-07-06,81,124,236,48,111,180,1648,187,113,40,155,54,7,26,0,15,3025
2020-07-07,32,73,239,22,76,202,1315,213,117,23,102,19,4,22,0,3,2462
2020-07-08,60,84,231,34,67,165,987,99,86,60,103,10,5,69,1,3,2064
2020-07-09,94,78,252,72,91,199,1687,194,119,82,164,23,13,52,0,13,3133
2020-07-10,49,94,190,38,139,256,1525,308,133,56,171,33,5,47,1,13,3058
2020-07-11,73,89,313,55,108,204,1329,141,113,71,144,19,7,76,1,12,2755
2020-07-12,72,97,219,54,77,259,1661,128,107,56,164,38,1,64,5,10,3012
2020-07-13,95,44,235,57,63,218,1431,149,103,24,130,9,3,45,2,8,2616
2020-07-14,76,26,190,41,13,169,864,152,85,24,91,11,8,71,0,15,1836
2020-07-15,97,49,165,48,98,113,690,116,100,19,112,36,4,54,2,9,1712
2020-07-16,104,43,195,23,74,196,1193,149,144,58,188,25,17,65,1,0,2475
2020-07-17,96,98,216,2,125,193,1501,176,141,15,156,21,24,65,8,3,2840
2020-07-18,76,105,188,43,87,142,1086,86,79,98,150,8,5,23,0,8,2185
2020-07-19,44,70,199,40,158,180,828,120,134,29,141,22,8,100,0,6,2082
2020-07-20,132,134,116,38,126,181,965,103,67,28,148,23,10,23,0,3,2099
2020-07-21,103,54,80,63,71,146,685,90,125,23,105,27,4,74,0,3,1656
2020-07-22,59,50,173,31,68,207,714,125,77,13,116,22,1,73,0,8,1741
2020-07-23,132,84,165,61,145,197,1013,125,118,37,170,24,7,75,0,7,2371
2020-07-24,144,125,155,61,152,160,1066,162,112,27,181,46,4,115,1,4,2545
2020-07-25,100,70,131,74,161,247,886,104,140,21,183,26,8,131,2,3,2287
2020-07-26,135,41,155,156,161,143,802,111,122,7,182,23,8,142,0,9,2198
2020-07-27,77,120,151,14,124,147,912,94,99,59,145,45,7,122,3,14,2133
2020-07-28,121,276,128,48,105,131,658,39,44,13,139,31,5,111,0,26,1876
2020-07-29,99,63,140,62,141,111,661,89,112,30,143,45,3,67,2,4,1773
2020-07-30,99,116,88,114,104,176,684,104,113,25,153,26,7,83,0,56,1948
2020-07-31,85,35,151,117,173,149,825,91,99,25,177,46,6,122,3,19,2123
2020-08-01,106,64,129,95,88,185,771,89,60,27,174,28,1,142,0,20,1979
2020-08-02,75,61,140,99,128,193,773,94,102,27,182,42,6,132,3,24,2081
2020-08-03,59,63,154,133,82,123,687,86,73,20,145,44,8,62,0,23,1762
2020-08-04,78,60,85,34,108,137,497,50,89,13,121,27,4,123,0,36,1462
2020-08-05,64,83,162,167,81,109,664,67,61,28,152,19,5,92,0,27,1781
2020-08-06,98,39,132,60,129,190,702,102,96,13,179,57,5,96,1,43,1947
2020-08-07,86,85,128,129,114,166,728,132,122,46,227,30,4,137,2,8,2149
2020-08-08,77,27,161,138,95,240,700,221,119,49,175,21,14,114,0,49,2201
2020-08-09,150,89,134,13,146,170,695,100,97,32,211,32,4,128,8,27,2036
2020-08-10,103,52,150,304,134,155,591,81,67,38,130,40,13,72,1,55,1988
2020-08-11,93,124,85,130,101,127,446,105,64,20,153,18,13,49,0,36,1566
2020-08-12,117,72,83,110,81,145,463,116,74,36,87,35,6,95,0,19,1540
2020-08-13,61,85,106,87,146,181,603,106,84,31,222,38,9,75,0,18,1852
2020-08-14,83,72,134,117,111,186,764,85,99,32,200,36,6,102,0,50,2077
2020-08-15,97,51,102,125,175,183,524,62,98,8,158,46,3,90,1,54,1777
2020-08-16,87,54,125,133,148,234,649,87,122,11,209,29,6,123,2,67,2086
2020-08-17,68,93,112,111,101,130,494,47,70,37,197,23,2,48,0,22,1556
2020-08-18,51,63,63,127,119,111,339,67,74,30,115,41,2,64,0,68,1336
2020-08-19,36,52,74,63,94,160,322,65,77,29,136,30,2,57,0,36,1233
2020-08-20,69,52,71,43,109,154,595,99,123,44,249,37,4,98,1,65,1813
2020-08-21,79,76,135,70,105,190,544,82,107,40,246,62,8,84,0,92,1920
2020-08-22,84,49,85,102,157,165,627,60,103,66,218,48,10,70,2,80,1926
2020-08-23,43,69,73,67,197,193,553,73,99,38,282,25,17,98,0,115,1942
2020-08-24,80,54,135,103,132,172,509,125,75,60,260,16,5,56,1,120,1903
2020-08-25,39,44,57,89,98,111,453,76,71,39,148,40,4,38,4,95,1406
2020-08-26,45,38,86,28,121,141,357,93,95,70,140,27,3,64,4,59,1371
2020-08-27,44,39,101,38,100,179,468,69,86,54,335,16,11,49,0,147,1739
2020-08-28,63,35,72,67,129,218,541,93,90,88,253,43,6,108,4,58,1868
2020-08-29,56,64,104,76,58,233,559,102,101,92,359,40,5,69,9,106,2033
