Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0.0,10.0,11.7,13.4,13.4,13.4,13.4,13.4,15.0,16.7,26.7,26.7,26.7,26.7,31.7,33.4,40.1,43.4,48.4,61.8,73.4,81.8,110.2,146.9,166.9,198.6,363.9,577.5,901.3,1046.5,1220.1,1338.6,1393.7,1462.1,1487.2,1558.9,1577.3,1610.7,1645.7,1662.4,1687.4,1709.1,1720.8,1734.2,1747.5,1769.2
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,14.1,14.1,21.2,28.2,28.2,28.2,28.2,56.5,63.5,162.4,176.5,296.5,324.8,367.2,430.7,508.4,593.1,628.4,734.3,804.9,896.7,910.8,917.9,960.2,1016.7,1016.7,1066.2,1073.2,1165.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,52.4,52.4,91.7,157.2,157.2,157.2,170.3,170.3,209.6,222.7,249.0,288.3,353.8,353.8,380.0,380.0,380.0,380.0,393.1,393.1,393.1,393.1,393.1
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,10.9,14.6,25.5,25.5,32.8,47.3,58.3,72.8,109.2,123.8,174.8,320.4,407.8,509.8,546.2,622.7,702.8,735.6,801.1,812.0,844.8,859.4,899.4,921.3,943.1,972.3,1001.4,1015.9,1056.0,1066.9,1139.8
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,10.4,15.7,20.9,26.1,41.8,62.7,67.9,83.6,94.0,141.1,224.6,256.0,261.2,282.1,292.6,344.8,386.6,412.7,433.6,449.3,475.4,475.4,491.1,501.5,527.7,574.7,579.9,600.8,632.2,663.5,668.7
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,57.9,115.9,115.9,144.8,144.8,144.8,159.3,188.3,260.7,289.7,391.1,608.3,738.7,753.2,753.2,753.2,1042.9,1028.4,1071.8,1100.8,1100.8,1086.3,1086.3,1100.8,1100.8,1100.8,1100.8,1100.8,1100.8,1100.8,1100.8
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,47.9,47.9,41.0,41.0,41.0,41.0,41.0,41.0,47.9,88.9,95.7,109.4,123.1,129.9,136.8,171.0,184.6,205.1,246.2,410.3,478.7,663.3,765.9,902.6,1148.8,1183.0,1224.0,1237.7,1292.4,1333.4,1353.9,1415.5,1456.5,1524.9,1600.1,1654.8,1723.2,1784.7,1812.1
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,22.6,22.6,30.1,30.1,45.1,75.2,112.8,142.9,195.5,203.0,210.5,240.6,248.1,278.2,278.2,293.3,293.3,323.3,345.9,406.0,443.6,496.3,526.4,594.0,721.9,864.7
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,31.5,31.5,31.5,31.5,31.5,47.3,63.0,94.5,141.8,173.3,173.3,173.3,173.3,220.5,220.5,236.3,299.3,315.0,315.0,346.5,378.0,456.8,472.5,488.3,488.3,519.8,551.3,551.3
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,16.9,16.9,25.3,50.6,76.0,177.2,244.8,303.8,337.6,346.0,362.9,396.7,405.1,413.6,430.5,447.3,447.3,447.3,455.8,498.0,514.9,523.3,531.7,548.6,590.8,599.3,616.1
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,6.7,6.7,6.7,6.7,13.4,13.4,20.1,20.1,26.8,26.8,33.4,40.1,46.8,46.8,46.8,53.5,60.2,80.3,100.3,113.7,147.1,153.8,167.2,194.0,247.5,294.3,347.8,401.3,414.7,448.1,474.9,568.5,615.3,668.8,702.2,762.4,836.0,949.7
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,9.6,24.1,28.9,38.6,43.4,53.0,57.9,57.9,72.3,72.3,115.7,159.1,260.3,294.1,380.9,486.9,535.1,593.0,612.3,670.1,718.3,776.2,800.3,1026.9,1166.7,1301.6,1325.7,1460.7,1518.6,1730.7
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,22.4,28.0,44.7,44.7,50.3,61.5,78.3,83.9,89.5,117.4,167.8,190.1,195.7,201.3,251.6,268.4,279.6,296.4,302.0,302.0,302.0,302.0,302.0,307.6,307.6,307.6,313.2,324.3,335.5
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,21.8,21.8,10.9,10.9,10.9,10.9,10.9,10.9,10.9,21.8,43.6,43.6,65.5,65.5,76.4,87.3,141.9,174.6,218.2,316.5,316.5,349.2,381.9,436.5,545.6,567.4,600.2,611.1,676.6,698.4,698.4,698.4,720.2,752.9,785.7,796.6,796.6,818.4,840.2
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,28.3,28.3,28.3,56.6,85.0,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,113.3,141.6,141.6,141.6,141.6,141.6
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,21.6,21.6,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,14.4,14.4,14.4,14.4,14.4,28.8,28.8,36.0,50.4,100.9,172.9,288.2,353.1,425.2,511.6,562.1,598.1,619.7,684.6,749.4,771.1,807.1,871.9,915.2,922.4,936.8,951.2,951.2,951.2
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,2.6,2.6,3.4,5.7,5.7,5.7,5.7,5.7,5.7,8.3,10.6,12.1,14.3,17.0,23.0,30.9,48.3,64.1,73.5,91.6,122.9,133.5,166.7,206.3,279.8,340.9,648.9,934.0,1228.1,1370.2,1568.6,1771.4,1865.7,1949.0,1986.7,2066.3,2095.7,2111.5,2134.1,2180.2,2236.7,2288.7,2318.5,2378.5,2426.0,2471.6
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,3.1,4.7,11.0,12.6,15.7,14.1,17.3,22.0,33.0,34.5,42.4,54.9,59.6,73.8,80.1,128.7,153.8,298.2,425.4,598.0,653.0,814.6,1079.9,1172.5,1316.9,1342.0,1428.3,1503.7,1535.1,1563.3,1635.5,1731.3,1836.4,1855.3,1893.0,1913.4,1946.3
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,3.3,6.6,9.9,13.2,13.2,13.2,16.5,16.5,26.3,29.6,32.9,32.9,62.6,65.9,102.1,118.5,141.6,167.9,322.7,457.7,671.7,731.0,852.8,974.6,1040.5,1132.7,1142.5,1201.8,1238.0,1287.4,1320.3,1369.7,1389.5,1419.1,1435.6,1448.8,1475.1,1504.7
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,0.0,5.1,5.1,5.1,5.1,5.1,5.1,6.4,6.4,7.6,6.4,6.4,6.4,7.6,7.6,7.6,12.7,17.8,17.8,21.6,31.8,43.2,58.5,72.5,90.3,101.7,141.1,172.9,241.6,267.0,310.3,373.8,398.0,434.9,451.4,499.7,536.6,570.9,600.2,667.6,705.7,760.4,802.4,839.2,872.3,930.8
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,0.0,0.0,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,15.8,17.8,21.7,27.7,39.5,49.4,69.1,79.0,85.0,88.9,100.8,102.7,132.4,160.0,241.0,324.0,405.0,430.7,491.9,549.2,604.5,648.0,677.6,802.1,841.6,900.9,938.4,1011.5,1151.8,1268.3,1300.0,1347.4,1394.8,1462.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.9,4.9,2.4,4.9,4.9,4.9,4.9,4.9,7.3,12.2,14.6,26.8,29.2,31.6,36.5,46.2,53.5,85.2,111.9,158.2,187.4,214.1,223.9,260.4,309.0,323.6,362.6,365.0,403.9,428.3,459.9,503.7,554.8,605.9,669.2,693.5,737.3,798.1,885.7
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.7,1.7,2.4,3.1,3.1,3.1,4.8,5.4,5.5,6.1,8.2,9.3,11.5,13.4,17.0,21.7,32.7,42.7,50.8,61.1,78.0,85.3,105.6,129.2,167.3,206.2,369.7,511.2,660.0,749.0,859.1,983.3,1042.8,1110.0,1138.5,1203.8,1235.6,1266.4,1295.1,1345.6,1397.7,1453.3,1479.7,1526.7,1562.9,1615.0
Maule,07,Cauquenes,07201,44143.0,0.0,0.0,0.0,9.1,9.1,9.1,9.1,9.1,18.1,22.7,27.2,29.4,29.4,29.4,29.4,31.7,45.3,52.1,58.9,72.5,99.7,142.7,206.1,323.9,319.4,371.5,489.3,566.3,613.9,663.8,718.1,743.0,788.3,858.6,874.4,874.4,897.1,903.9,915.2,917.5,917.5,928.8,942.4,944.7,956.0,971.8
Maule,07,Chanco,07202,9331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,21.4,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,42.9,42.9,64.3,117.9,139.3,182.2,278.6,310.8,310.8,310.8,321.5,364.4,418.0,460.8,493.0,503.7,514.4,514.4,514.4,514.4,557.3,557.3,600.2,643.0,675.2
Maule,07,Colbun,07402,22565.0,0.0,17.7,17.7,22.2,22.2,22.2,22.2,22.2,26.6,22.2,26.6,26.6,26.6,26.6,26.6,39.9,44.3,57.6,84.2,88.6,141.8,146.2,186.1,203.9,234.9,265.9,372.3,434.3,496.3,514.1,540.7,633.7,647.0,682.5,731.2,780.0,824.3,859.7,890.8,912.9,1014.8,1072.5,1081.3,1116.8,1156.7,1209.8
Maule,07,Constitucion,07102,50348.0,0.0,0.0,0.0,0.0,9.9,9.9,9.9,7.9,21.8,21.8,35.8,37.7,41.7,45.7,45.7,45.7,51.6,53.6,55.6,61.6,65.5,69.5,77.5,83.4,99.3,123.1,160.9,234.4,284.0,341.6,395.2,429.0,456.8,502.5,536.3,635.6,691.2,709.1,726.9,756.7,770.6,796.5,818.3,846.1,854.1,883.8
Maule,07,Curepto,07103,9426.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,31.8,31.8,74.3,84.9,84.9,84.9,84.9,84.9,95.5,95.5,106.1,127.3,148.5,127.3,137.9,137.9,137.9,137.9,148.5,159.1,244.0,307.7,318.3,360.7,403.1,413.7,424.4,435.0,477.4,488.0,519.8,541.1,562.3,700.2,816.9,933.6,1029.1,1060.9,1135.2
Maule,07,Curico,07301,163626.0,3.7,4.9,6.7,7.9,7.9,10.4,12.2,14.1,14.7,18.9,18.9,22.6,27.5,27.5,31.2,34.2,38.5,50.7,70.9,99.6,141.2,170.5,262.2,326.4,413.7,476.7,609.9,727.3,803.7,864.2,919.2,993.7,1031.6,1088.5,1120.2,1168.5,1205.2,1262.0,1293.2,1323.1,1333.5,1354.9,1381.2,1409.9,1418.5,1431.9
Maule,07,Empedrado,07104,4206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,23.8,71.3,166.4,451.7,546.8,618.2,618.2,641.9,641.9,689.5,689.5,713.3,713.3,760.8,760.8,760.8,784.6,784.6,784.6,784.6,832.1,855.9
Maule,07,Hualane,07302,10222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,68.5,176.1,205.4,450.0,616.3,743.5,792.4,997.8,1017.4,1095.7,1095.7,1105.5,1105.5,1105.5,1105.5,1105.5,1125.0,1125.0,1125.0,1125.0,1134.8,1125.0,1134.8,1134.8,1134.8,1134.8,1144.6
Maule,07,Licanten,07303,6989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,114.5,114.5,186.0,214.6,257.5,271.9,271.9,286.2,286.2,286.2,286.2,300.5,314.8,343.4,357.7,357.7,372.0,372.0,372.0,372.0,372.0,372.0
Maule,07,Linares,07401,101073.0,4.0,5.9,9.9,10.9,11.9,12.9,12.9,12.9,14.8,21.8,21.8,23.7,26.7,26.7,30.7,33.6,45.5,48.5,59.4,64.3,74.2,83.1,101.9,105.9,127.6,160.3,221.6,277.0,338.4,377.0,432.4,487.8,528.3,564.9,584.7,627.3,674.8,698.5,728.2,791.5,815.3,850.9,875.6,934.0,1000.3,1053.7
Maule,07,Longavi,07403,32810.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,9.1,9.1,12.2,12.2,12.2,12.2,18.3,21.3,30.5,39.6,57.9,61.0,82.3,94.5,134.1,149.3,207.3,286.5,417.6,487.7,533.4,542.5,594.3,670.5,716.2,762.0,774.2,780.2,795.5,807.7,819.9,853.4,908.3,947.9,975.3,990.6,1008.8,1045.4
Maule,07,Maule,07105,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,8.3,16.7,21.7,36.7,36.7,38.3,38.3,40.0,40.0,46.7,48.3,60.0,75.0,83.3,86.7,130.0,150.0,175.0,185.0,243.3,270.0,348.3,366.7,428.3,501.7,541.7,578.3,616.7,670.0,705.0,738.3,750.0,775.0,816.7,860.0,908.3,933.3,948.3,991.7
Maule,07,Molina,07304,49800.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,10.0,14.1,14.1,14.1,14.1,16.1,18.1,16.1,16.1,20.1,26.1,40.2,46.2,66.3,92.4,110.4,124.5,166.7,208.8,309.2,349.4,377.5,409.6,435.7,461.8,473.9,498.0,518.1,546.2,554.2,584.3,618.5,654.6,670.7,700.8,716.9,755.0
Maule,07,Parral,07404,44544.0,9.0,0.0,0.0,0.0,9.0,11.2,13.5,13.5,13.5,13.5,20.2,20.2,20.2,20.2,20.2,20.2,24.7,29.2,47.1,76.3,125.7,161.6,215.5,238.0,291.8,321.0,386.1,442.3,487.2,496.1,516.3,538.8,545.5,570.2,585.9,583.7,594.9,612.9,621.9,635.3,653.3,666.8,675.7,615.1,610.6,633.1
Maule,07,Pelarco,07106,9083.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,55.0,55.0,55.0,55.0,55.0,55.0,66.1,88.1,143.1,143.1,187.2,209.2,209.2,231.2,253.2,286.2,363.3,363.3,374.3,396.3,429.4,429.4,451.4,484.4,583.5,649.6,726.6,935.8,1101.0,1266.1,1387.2,1464.3,1464.3,1475.3,1486.3,1497.3,1497.3,1552.4
Maule,07,Pelluhue,07203,8092.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,12.4,24.7,24.7,24.7,24.7,24.7,24.7,61.8,86.5,123.6,123.6,123.6,123.6,148.3,148.3,370.7,395.5,580.8,630.3,679.7,679.7,704.4,729.1,741.5,741.5,741.5,778.5,803.3,840.3,852.7,852.7,889.8,926.8,963.9,988.6,1124.6,1198.7
Maule,07,Pencahue,07107,8601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,23.3,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,58.1,139.5,139.5,162.8,162.8,197.7,209.3,267.4,290.7,325.5,395.3,418.6,546.4,581.3,604.6,604.6,627.8,639.5,651.1,662.7,662.7,662.7,662.7,662.7,767.4,802.2,860.4
Maule,07,Rauco,07305,11248.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,26.7,35.6,53.3,88.9,106.7,151.1,151.1,177.8,248.9,311.2,346.7,400.1,435.6,497.9,577.9,613.4,729.0,764.6,862.4,897.9,960.2,969.1,978.0,1013.5,1040.2,1058.0,1075.7,1084.6,1102.4
Maule,07,Retiro,07405,21071.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,9.5,9.5,4.7,4.7,4.7,4.7,9.5,9.5,9.5,9.5,14.2,28.5,61.7,90.2,232.5,280.0,322.7,370.2,474.6,512.6,541.0,560.0,588.5,612.2,617.0,626.5,631.2,640.7,645.4,683.4,697.6,745.1,768.8,778.3,802.1,821.0,825.8,840.0
Maule,07,Rio Claro,07108,14753.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,20.3,40.7,40.7,47.4,47.4,54.2,61.0,61.0,61.0,74.6,74.6,88.1,94.9,94.9,108.5,128.8,149.1,169.5,176.2,189.8,237.2,318.6,352.5,433.8,488.0,501.6,508.4,508.4,576.2,616.8,677.8,677.8,745.6,752.4,779.5,786.3,786.3,806.6,827.0
Maule,07,Romeral,07306,16170.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,24.7,30.9,74.2,80.4,80.4,80.4,80.4,80.4,80.4,80.4,80.4,80.4,92.8,111.3,197.9,272.1,327.8,432.9,470.0,643.2,872.0,1119.4,1224.5,1280.1,1342.0,1372.9,1397.6,1447.1,1478.0,1552.3,1583.2,1638.8,1669.8,1706.9,1787.3,1855.3,1910.9,1917.1,1917.1
Maule,07,Sagrada Familia,07307,19469.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,5.1,5.1,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,15.4,15.4,30.8,30.8,51.4,71.9,118.1,164.4,195.2,226.0,282.5,292.8,323.6,390.4,426.3,416.0,421.2,441.7,452.0,467.4,488.0,534.2,549.6,580.4,606.1,616.4,647.2,667.7
Maule,07,San Clemente,07109,46292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,15.1,19.4,19.4,21.6,21.6,30.2,41.0,49.7,54.0,77.8,95.0,118.8,129.6,168.5,190.1,239.8,278.7,341.3,419.1,542.2,600.5,734.5,829.5,900.8,965.6,1011.0,1052.0,1073.6,1108.2,1127.6,1186.0,1216.2,1261.6,1298.3,1322.0,1367.4,1410.6
Maule,07,San Javier,07406,49451.0,0.0,0.0,0.0,14.2,14.2,16.2,16.2,18.2,22.2,32.4,40.4,40.4,46.5,46.5,50.6,54.6,68.8,68.8,82.9,91.0,99.1,109.2,133.5,165.8,210.3,242.7,331.6,370.1,434.8,467.1,539.9,586.4,635.0,719.9,748.2,798.8,857.4,922.1,968.6,1005.0,1033.3,1055.6,1079.9,1092.0,1104.1,1120.3
Maule,07,San Rafael,07110,9959.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,20.1,20.1,20.1,30.1,30.1,30.1,30.1,40.2,40.2,60.2,120.5,291.2,411.7,451.9,482.0,552.3,592.4,652.7,712.9,793.3,823.4,984.0,1024.2,1074.4,1184.9,1184.9,1204.9,1245.1,1255.1,1255.1,1265.2,1285.3,1315.4,1325.4,1425.8,1466.0,1636.7,1747.2,1847.6
Maule,07,Talca,07101,236724.0,14.4,15.6,17.7,20.3,21.5,21.5,21.5,24.1,38.4,56.2,61.3,62.9,67.6,68.4,68.9,70.1,80.7,85.8,104.3,119.5,131.4,139.0,165.6,182.9,223.9,256.4,321.9,396.7,487.5,523.4,588.0,661.1,690.7,722.4,741.4,764.6,787.8,811.1,818.3,855.8,892.2,923.0,953.9,1002.0,1028.2,1064.1
Maule,07,Teno,07308,30850.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,6.5,6.5,6.5,13.0,13.0,16.2,22.7,25.9,25.9,29.2,35.7,38.9,38.9,48.6,71.3,100.5,110.2,184.8,262.6,353.3,382.5,440.8,512.2,538.1,625.6,645.1,735.8,781.2,820.1,862.2,927.1,969.2,1008.1,1030.8,1066.5,1079.4,1131.3
Maule,07,Vichuquen,07309,4381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8,91.3,114.1,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0
Maule,07,Villa Alegre,07407,17512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7,11.4,11.4,11.4,11.4,11.4,17.1,17.1,22.8,28.6,34.3,34.3,68.5,97.1,131.3,171.3,239.8,268.4,285.5,314.1,394.0,485.4,502.5,593.9,622.4,736.6,776.6,805.2,816.6,833.7,873.7,868.0,902.2,930.8,970.8,1010.7
Maule,07,Yerbas Buenas,07408,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,10.4,10.4,15.6,15.6,26.0,41.7,78.1,93.8,125.0,145.8,239.6,250.0,307.3,322.9,453.1,479.2,468.8,484.4,510.4,515.6,526.0,572.9,593.8,625.0,630.2,671.9,687.5,750.0,786.5,807.3,812.5,864.6,927.1,921.9
Maule,07,Total,,1131939.0,4.2,4.9,5.9,7.8,8.9,9.5,12.5,13.4,19.7,27.4,31.7,33.1,36.0,36.5,38.8,41.3,49.2,54.8,70.7,86.0,106.6,121.6,165.4,195.6,240.8,276.8,363.3,430.6,506.2,543.0,597.8,658.4,691.1,734.6,758.3,797.7,830.4,863.1,882.5,917.5,945.5,975.9,999.2,1030.1,1054.5,1086.7
Nuble,16,Bulnes,16102,22607.0,53.1,79.6,141.5,159.2,199.1,212.3,212.3,212.3,212.3,238.9,261.0,265.4,274.3,318.5,340.6,353.9,477.7,583.9,610.4,707.7,747.6,787.4,836.0,871.4,889.1,906.8,1043.9,1048.3,1110.3,1128.0,1185.5,1300.5,1362.4,1464.1,1486.3,1521.7,1588.0,1689.7,1760.5,1964.0,2025.9,2136.5,2171.9,2295.7,2379.8,2463.8
Nuble,16,Chillan,16101,198624.0,57.4,87.1,120.8,146.5,164.6,172.2,178.7,187.8,194.8,198.9,206.9,203.9,208.4,208.9,210.4,216.0,223.5,248.2,254.2,276.9,293.0,302.6,326.2,352.4,386.2,406.3,468.2,498.9,566.4,581.5,642.4,714.9,751.7,794.5,821.1,841.3,859.9,872.0,888.6,924.4,947.0,979.7,995.3,1044.7,1095.5,1186.7
Nuble,16,Chillan Viejo,16103,33827.0,38.4,65.0,76.9,88.7,100.5,118.2,130.1,133.0,133.0,144.9,153.7,162.6,162.6,162.6,162.6,168.5,180.3,198.1,212.8,269.0,286.8,295.6,316.3,340.0,372.5,384.3,499.6,517.3,555.8,591.2,629.7,685.8,709.5,765.7,815.9,839.6,845.5,854.3,860.3,878.0,901.6,931.2,943.0,999.2,1040.6,1129.3
Nuble,16,Cobquecura,16202,5275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,37.9,37.9,37.9,37.9,75.8,341.2,341.2,379.1,379.1,379.1
Nuble,16,Coelemu,16203,16845.0,0.0,0.0,0.0,0.0,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,29.7,35.6,47.5,106.9,124.7,148.4,172.2,207.8,207.8,296.8,344.3,368.1,368.1,374.0,391.8,415.6,433.4,433.4,433.4,445.2,451.2,474.9,486.8,504.6,540.2,540.2,540.2,540.2,546.2
Nuble,16,Coihueco,16302,28375.0,0.0,0.0,0.0,21.1,24.7,28.2,38.8,38.8,49.3,74.0,84.6,88.1,141.0,148.0,148.0,148.0,158.6,176.2,176.2,183.3,186.8,186.8,186.8,190.3,215.0,218.5,257.3,278.4,324.2,348.9,405.3,489.9,539.2,599.1,659.0,697.8,718.9,736.6,743.6,761.2,785.9,821.1,831.7,845.8,870.5,944.5
Nuble,16,El Carmen,16104,12334.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,32.4,32.4,40.5,48.6,56.8,129.7,137.8,202.7,218.9,227.0,251.3,413.5,470.2,510.8,518.9,551.3,672.9,697.3,729.7,745.9,754.0,794.6,827.0,835.1,875.6,835.1,835.1,835.1,851.3,867.5,1005.4
Nuble,16,Ninhue,16204,5414.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,55.4,55.4,73.9,73.9,73.9,73.9,73.9,73.9,73.9,73.9,92.4,92.4,110.8,110.8,184.7,221.6,203.2,221.6,277.1,350.9,443.3,609.5,628.0,720.4,757.3,757.3,757.3,794.2,812.7,886.6,886.6,923.5,923.5,960.5,960.5,997.4,1015.9,1015.9,1015.9
Nuble,16,Niquen,16303,11567.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,17.3,17.3,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,34.6,77.8,77.8,95.1,172.9,242.1,276.6,354.5,518.7,536.0,570.6,579.2,587.9,596.5,622.5,648.4,674.3,726.2,752.1,778.1,786.7,795.4,821.3,985.6,1020.1,1072.0,1175.8,1184.4
