Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28
Atacama,03,Tierra Amarilla,03103,14312.0,0.0,0.0,0.0,0.0,0.0,27.9,27.9,27.9,27.9,27.9,34.9,41.9,48.9,62.9,62.9,132.8,153.7,160.7,160.7,160.7,167.7,167.7,174.7,181.7,209.6,244.6,293.5,398.3,468.1,482.1,503.1,593.9,691.7,740.6,810.5,873.4,1013.1,1124.9,1334.5,1488.3,1690.9,1823.6,1942.4,2047.2,2166.0,2194.0
Atacama,03,Vallenar,03301,57009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,22.8,29.8,42.1,49.1,71.9,73.7,75.4,80.7,84.2,87.7,98.2,114.0,140.3,147.3,175.4,242.1,317.5,399.9,459.6,540.3,619.2,675.3,692.9,733.2,775.3,791.1,808.6,849.0,866.5,915.6,952.5,1010.4,1071.8,1113.9,1164.7
Atacama,03,Total,,314709.0,0.0,0.0,1.3,1.3,1.6,3.8,4.1,4.1,4.1,4.4,6.7,9.2,14.3,22.9,28.6,42.9,45.8,50.2,56.2,59.1,66.7,75.3,88.0,110.3,133.5,155.4,209.4,260.2,327.3,372.1,419.1,486.5,533.8,570.7,618.7,687.0,765.5,872.9,975.8,1100.7,1253.2,1397.8,1519.5,1616.1,1704.4,1772.1
Coquimbo,04,Andacollo,04103,11791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.4,25.4,25.4,25.4,33.9,33.9,110.3,110.3,144.2,161.1,212.0,212.0,220.5,262.9,313.8,322.3,339.2,347.7,347.7,381.6,415.6,432.5,432.5,432.5,449.5,483.4,500.4,525.8,542.8,602.2,653.0,720.9
Coquimbo,04,Canela,04202,9546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,10.5,10.5,21.0,21.0,21.0,21.0,31.4,41.9,62.9,62.9,62.9,73.3,125.7,146.7,167.6,199.0,199.0,209.5,209.5,220.0,251.4,261.9,272.4,293.3,293.3,387.6,440.0,597.1,649.5,743.8
Coquimbo,04,Combarbala,04302,13884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,14.4,36.0,43.2,50.4,64.8,100.8,100.8,144.1,144.1,144.1,201.7,223.3,208.9,216.1,216.1,216.1,223.3,223.3,230.5,230.5,237.7,244.9,252.1,266.5,273.7,280.9,295.3,360.1,403.3,468.2
Coquimbo,04,Coquimbo,04102,256735.0,6.6,7.4,7.4,7.4,7.4,8.2,8.2,7.4,7.8,9.0,9.3,10.1,11.3,12.1,13.6,14.8,19.1,21.8,26.1,28.8,74.8,78.7,109.5,141.4,183.1,211.5,268.0,313.2,378.2,406.6,451.0,529.0,576.9,626.3,692.9,785.6,860.8,944.2,995.2,1065.3,1140.5,1209.8,1274.5,1348.9,1417.8,1501.2
Coquimbo,04,Illapel,04201,32801.0,0.0,0.0,0.0,21.3,36.6,39.6,51.8,57.9,57.9,54.9,54.9,54.9,54.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,64.0,76.2,94.5,131.1,161.6,167.7,219.5,274.4,314.0,390.2,442.1,621.9,646.3,676.8,728.6,746.9,777.4,850.6,881.1,935.9,996.9,1042.7,1076.2,1115.8,1182.9,1213.4
Coquimbo,04,La Higuera,04104,4450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,44.9,22.5,67.4,67.4,112.4,112.4,89.9,67.4,112.4,224.7,202.2,292.1,449.4,764.0,1033.7,1325.8,1438.2,1595.5,1910.1,2044.9,2067.4,2067.4,2134.8,2202.2
Coquimbo,04,La Serena,04101,249656.0,0.0,0.0,3.2,4.8,4.8,4.8,4.8,4.8,4.8,6.4,7.2,7.6,8.0,10.8,13.2,16.0,22.8,25.2,35.6,46.9,58.1,74.5,82.1,104.1,140.2,167.8,217.5,271.6,325.6,350.1,406.2,471.0,505.1,579.6,630.9,684.5,751.0,829.5,873.2,948.9,1007.0,1069.1,1102.7,1153.2,1196.8,1235.3
Coquimbo,04,Los Vilos,04203,23374.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,17.1,25.7,34.2,47.1,55.6,81.3,102.7,166.9,218.2,269.5,286.6,316.6,329.4,338.0,372.2,462.1,517.7,530.5,581.8,590.4,693.1,740.1,795.8,877.0,958.3
Coquimbo,04,Monte Patria,04303,32527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,12.3,52.3,61.5,89.2,132.2,169.1,209.1,252.1,307.4,387.4,479.6,544.2,587.2,633.3,673.3,704.0,731.7,762.4,774.7,784.0,808.6,823.9,854.7,876.2,943.8,983.8,1057.6,1112.9,1226.7
Coquimbo,04,Ovalle,04301,121269.0,3.3,3.3,3.3,5.8,5.8,6.6,6.6,6.6,6.6,7.4,7.4,7.4,8.2,9.1,13.2,19.8,28.9,39.6,48.7,57.7,80.0,113.0,141.0,211.9,271.3,331.5,484.9,587.1,671.2,711.6,753.7,809.8,862.5,878.2,901.3,945.8,964.0,1006.0,1029.9,1095.1,1132.2,1208.9,1329.3,1411.7,1529.7,1645.1
Coquimbo,04,Paiguano,04105,4675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,64.2,85.6,85.6,107.0,192.5,149.7,149.7,149.7,149.7,149.7,171.1,171.1,192.5,192.5,192.5,235.3,235.3,256.7,256.7,256.7,256.7,256.7,363.6,363.6
Coquimbo,04,Punitaqui,04304,12165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.2,16.4,24.7,41.1,65.8,65.8,65.8,82.2,90.4,106.9,115.1,139.7,213.7,254.8,271.3,312.4,345.3,402.8,419.2,427.5,517.9,526.1,526.1,624.7,665.8,715.2,731.6,739.8,764.5,772.7,871.4,912.5,1019.3,1150.8,1159.1
Coquimbo,04,Rio Hurtado,04305,4372.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,45.7,45.7,45.7,45.7,45.7,114.4,160.1,228.7,297.3,320.2,366.0,411.7,388.8,388.8,434.6,503.2,503.2,503.2,526.1,571.8,594.7,663.3,663.3,686.2,731.9,823.4,937.8,914.9,914.9,937.8
Coquimbo,04,Salamanca,04204,29110.0,0.0,0.0,0.0,13.7,13.7,17.2,20.6,20.6,24.0,24.0,24.0,24.0,24.0,27.5,30.9,34.4,41.2,34.4,37.8,41.2,48.1,65.3,75.6,127.1,144.3,151.2,168.3,188.9,192.4,192.4,195.8,219.9,233.6,250.8,278.3,295.4,381.3,436.3,467.2,529.0,535.9,549.6,577.1,614.9,628.6,642.4
Coquimbo,04,Vicuna,04106,29741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,6.7,16.8,23.5,33.6,40.3,47.1,47.1,57.2,63.9,70.6,77.3,90.8,104.2,114.3,114.3,124.4,161.4,168.1,205.1,329.5,390.0,410.2,416.9,437.1,477.5,524.5,527.9,564.9,571.6,625.4,659.0
Coquimbo,04,Total,,836096.0,2.5,2.8,3.7,5.9,6.5,7.1,7.9,7.9,8.1,9.0,9.4,9.8,10.5,12.4,14.8,17.8,23.6,27.1,35.5,42.0,66.0,81.4,101.8,136.2,174.6,203.9,281.3,336.6,392.5,425.1,466.8,534.5,571.0,614.4,665.0,725.3,780.4,844.8,882.2,946.5,999.8,1063.5,1120.0,1182.6,1248.1,1315.2
Valparaiso,05,Algarrobo,05602,15174.0,46.1,46.1,59.3,59.3,52.7,52.7,52.7,59.3,59.3,59.3,59.3,65.9,65.9,65.9,79.1,92.3,125.2,151.6,210.9,217.5,237.2,276.8,316.3,375.6,441.5,474.5,540.4,586.5,632.7,645.8,659.0,665.6,678.8,698.6,705.2,711.7,718.3,724.9,724.9,724.9,724.9,738.1,751.3,771.1,777.6,850.1
Valparaiso,05,Cabildo,05402,20663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,14.5,19.4,24.2,24.2,29.0,33.9,43.6,53.2,62.9,87.1,87.1,116.1,154.9,174.2,203.3,363.0,508.2,721.1,779.2,953.4,1108.3,1219.6,1316.4,1147.0,1340.6,1350.2,1355.1,1359.9,1447.0,1471.2,1626.1,1655.1,1708.4,1766.4,1800.3
Valparaiso,05,Calera,05502,53591.0,11.2,11.2,13.1,13.1,16.8,16.8,16.8,20.5,24.3,29.9,41.1,41.1,41.1,41.1,41.1,46.6,52.2,57.8,72.8,78.4,95.2,119.4,153.0,175.4,209.0,263.1,345.2,444.1,531.8,632.6,722.1,839.7,923.7,1035.6,1052.4,1231.6,1298.7,1369.6,1418.1,1535.7,1655.1,1782.0,1877.2,1942.5,2002.2,2121.6
Valparaiso,05,Calle Larga,05302,16482.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,12.1,24.3,30.3,36.4,36.4,36.4,36.4,60.7,60.7,72.8,72.8,121.3,139.5,218.4,267.0,370.1,491.4,546.1,600.7,740.2,861.5,1001.1,1031.4,1104.2,1310.5,1383.3,1431.9,1425.8,1365.1,1413.7,1444.0,1456.1,1565.3,1583.5,1656.4,1771.6,1783.8,1783.8,1808.0
Valparaiso,05,Cartagena,05603,25357.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,7.9,7.9,7.9,23.7,23.7,31.5,35.5,55.2,59.2,82.8,90.7,122.3,142.0,165.6,181.4,213.0,240.6,260.3,268.2,323.4,402.3,477.2,504.8,536.3,560.0,595.5,627.0,638.9,670.4,686.2,709.9,745.4,773.0,769.0,800.6,816.3,836.1,851.8,895.2
Valparaiso,05,Casablanca,05102,29170.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,13.7,13.7,44.6,44.6,72.0,72.0,78.8,89.1,120.0,147.4,198.8,216.0,312.0,329.1,435.4,445.7,483.4,517.7,531.4,551.9,534.8,613.6,658.2,699.3,750.8,1007.9,1110.7,1271.9,1364.4,1415.8,1443.3,1467.3
Valparaiso,05,Catemu,05702,15213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6,13.1,13.1,26.3,32.9,46.0,65.7,65.7,111.7,177.5,249.8,289.2,355.0,374.7,466.7,473.3,512.7,565.3,604.7,650.8,670.5,709.9,755.9,841.4,880.8,979.4,1051.7,1143.8,1189.8,1308.1,1341.0,1459.3
Valparaiso,05,Concon,05103,45889.0,0.0,0.0,15.3,15.3,0.0,0.0,13.1,15.3,15.3,15.3,28.3,30.5,41.4,43.6,50.1,54.5,63.2,80.6,93.7,95.9,106.8,143.8,156.9,196.1,228.8,261.5,368.3,418.4,555.7,599.3,767.1,876.0,939.2,991.5,937.0,1035.1,1043.8,1080.9,1091.8,1150.6,1172.4,1216.0,1253.0,1279.2,1290.1,1342.4
Valparaiso,05,El Quisco,05604,17742.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,22.5,33.8,45.1,62.0,62.0,62.0,67.6,90.2,101.5,129.6,146.5,169.1,186.0,248.0,287.5,372.0,388.9,462.2,462.2,490.4,546.7,608.7,636.9,676.4,783.5,789.1,822.9,851.1,901.8,941.3,969.5,997.6,1014.5,1037.1,1059.6,1087.8,1189.3,1217.5,1200.5
Valparaiso,05,El Tabo,05605,14338.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,20.9,41.8,41.8,62.8,62.8,90.7,90.7,97.6,111.6,160.4,167.4,202.3,216.2,258.1,286.0,425.4,488.2,502.2,502.2,662.6,795.1,892.7,1046.2,1213.6,1269.4,1318.2,1346.1,1227.5,1408.8,1443.7,1534.4,1569.3,1722.7,1743.6,1764.5,1792.4,1799.4,1799.4,1813.4
Valparaiso,05,Hijuelas,05503,19099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,5.2,5.2,5.2,5.2,10.5,15.7,26.2,31.4,68.1,94.2,151.8,172.8,199.0,235.6,298.4,392.7,439.8,502.6,560.2,623.1,691.1,774.9,795.9,890.1,926.8,989.6,1062.9,1130.9,1277.6,1329.9,1387.5,1450.3,1481.8,1518.4
Valparaiso,05,Isla de Pascua,05201,8277.0,0.0,60.4,60.4,60.4,60.4,72.5,72.5,72.5,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4
Valparaiso,05,Juan Fernandez,05104,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,La Cruz,05504,25321.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,19.7,19.7,27.6,31.6,31.6,35.5,39.5,55.3,67.1,75.0,86.9,94.8,94.8,102.7,110.6,130.3,142.2,193.5,225.1,272.5,296.2,343.6,383.1,442.3,485.8,517.4,560.8,576.6,655.6,722.7,778.0,825.4,908.3,975.5,1007.1,1046.6,1101.9,1121.6,1172.9
Valparaiso,05,La Ligua,05401,37739.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,5.3,5.3,5.3,5.3,5.3,7.9,7.9,7.9,7.9,10.6,21.2,23.8,39.7,39.7,74.2,121.9,132.5,180.2,331.2,418.7,495.5,527.3,585.6,675.7,734.0,773.7,747.2,882.4,922.1,946.0,1004.3,1205.6,1306.3,1438.8,1505.1,1624.3,1690.6,1783.3
Valparaiso,05,Limache,05802,49931.0,0.0,0.0,0.0,8.0,10.0,14.0,16.0,26.0,40.1,40.1,46.1,46.1,46.1,44.1,50.1,56.1,94.1,108.1,136.2,158.2,170.2,188.3,250.3,292.4,358.5,410.6,654.9,771.1,907.3,979.4,1101.5,1223.7,1283.8,1343.9,1221.7,1420.0,1464.0,1482.0,1536.1,1652.3,1760.4,1864.6,1894.6,1956.7,2024.8,2090.9
Valparaiso,05,Llaillay,05703,26533.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,7.5,7.5,7.5,7.5,15.1,15.1,15.1,18.8,41.5,52.8,124.4,139.4,199.8,203.5,252.5,320.4,369.4,429.7,505.0,614.3,701.0,757.5,810.3,874.4,1002.5,1077.9,1085.4,1123.1,1191.0,1243.7,1266.3,1334.2,1394.5,1443.5,1462.3,1496.2,1522.6,1605.5
Valparaiso,05,Los Andes,05301,68093.0,0.0,0.0,0.0,0.0,8.8,8.8,8.8,10.3,13.2,13.2,8.8,10.3,13.2,13.2,22.0,36.7,41.1,51.4,105.7,135.1,188.0,214.4,284.9,400.9,474.4,543.4,709.3,873.8,973.7,1041.2,1122.0,1202.8,1252.7,1307.0,1346.7,1393.7,1420.1,1445.1,1471.5,1518.5,1546.4,1571.4,1577.3,1589.0,1599.3,1618.4
Valparaiso,05,Nogales,05506,23490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,12.8,21.3,38.3,51.1,59.6,68.1,89.4,106.4,119.2,144.7,212.9,242.7,289.5,327.8,361.9,425.7,459.8,515.1,532.1,638.6,719.5,800.3,855.7,983.4,1051.5,1128.1,1213.3,1289.9,1366.5,1528.3
Valparaiso,05,Olmue,05803,19266.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,15.6,15.6,31.1,41.5,77.9,88.2,124.6,129.8,145.3,186.9,275.1,327.0,368.5,404.9,451.6,519.0,591.7,617.7,602.1,700.7,752.6,773.4,825.3,892.8,1043.3,1084.8,1178.2,1250.9,1370.3,1443.0
Valparaiso,05,Panquehue,05704,7633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1,39.3,65.5,104.8,104.8,183.4,222.7,262.0,288.2,550.2,641.9,746.8,773.0,786.1,851.6,969.5,1113.6,1152.9,1388.7,1493.5,1519.7,1532.8,1532.8,1559.0,1559.0,1572.1,1519.7,1545.9,1559.0
Valparaiso,05,Papudo,05403,6201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,64.5,112.9,112.9,225.8,258.0,274.1,354.8,806.3,935.3,999.8,1048.2,1112.7,1209.5,1241.7,1209.5,1145.0,1257.9,1306.2,1322.4,1403.0,1564.3,1677.1,1709.4,1725.5,1806.2,1838.4,1902.9
Valparaiso,05,Petorca,05404,10558.0,0.0,0.0,0.0,47.4,37.9,47.4,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8,66.3,66.3,66.3,94.7,104.2,132.6,142.1,198.9,198.9,217.8,236.8,265.2,350.4,454.6,520.9,558.8,681.9,691.4,710.4,634.6,757.7,824.0,814.5,890.3,1089.2,1098.7,1117.6,1183.9,1240.8,1316.5,1382.8
Valparaiso,05,Puchuncavi,05105,20071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,24.9,34.9,74.7,89.7,119.6,174.4,244.1,368.7,408.5,508.2,538.1,627.8,687.6,717.5,762.3,717.5,767.3,792.2,817.1,842.0,881.9,891.8,921.7,951.6,976.5,981.5,986.5
Valparaiso,05,Putaendo,05705,17645.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,11.3,11.3,28.3,28.3,28.3,34.0,34.0,39.7,68.0,68.0,85.0,119.0,124.7,136.0,147.4,192.7,277.7,357.0,408.0,527.1,680.1,799.1,855.8,969.1,1031.5,1071.1,1099.5,1093.8,1150.5,1218.5,1229.8,1263.8,1297.8,1360.2,1382.8,1382.8,1405.5,1428.2,1422.5
Valparaiso,05,Quillota,05501,97572.0,6.1,7.2,9.2,9.2,13.3,13.3,16.4,18.4,19.5,20.5,22.5,22.5,24.6,26.6,28.7,31.8,40.0,49.2,57.4,60.5,67.6,82.0,109.7,141.4,219.3,287.0,550.4,659.0,857.8,916.2,1075.1,1251.4,1323.1,1368.2,1239.1,1435.9,1469.7,1522.0,1562.9,1720.8,1789.4,1876.6,1930.9,2007.7,2059.0,2127.7
Valparaiso,05,Quilpue,05801,167085.0,6.6,6.0,6.6,7.2,9.0,10.8,12.0,12.6,13.2,16.2,18.0,18.0,22.7,23.9,29.9,32.9,52.7,62.2,74.2,92.8,112.5,135.3,170.6,192.1,220.2,245.4,380.6,442.3,554.8,593.7,681.7,757.7,805.6,842.7,764.9,860.0,881.0,906.7,927.7,1004.3,1048.6,1111.4,1146.1,1182.6,1210.8,1231.1
Valparaiso,05,Quintero,05107,36135.0,0.0,0.0,0.0,0.0,0.0,11.1,13.8,11.1,11.1,11.1,16.6,24.9,27.7,27.7,38.7,44.3,63.7,80.3,91.3,113.5,155.0,218.6,268.4,337.6,409.6,464.9,586.7,636.5,750.0,780.4,849.6,893.9,921.5,974.1,952.0,1021.2,1048.8,1071.0,1084.8,1176.1,1198.3,1242.6,1267.5,1286.8,1289.6,1320.0
Valparaiso,05,Rinconada,05303,11263.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,26.6,26.6,26.6,44.4,88.8,159.8,230.8,301.9,426.2,470.6,594.9,674.8,799.1,932.3,1083.2,1136.5,1216.4,1296.3,1340.7,1411.7,1393.9,1429.5,1482.7,1518.2,1509.4,1536.0,1536.0,1536.0,1536.0,1553.8,1544.9,1553.8
Valparaiso,05,San Antonio,05601,96761.0,0.0,4.1,8.3,9.3,9.3,13.4,17.6,19.6,28.9,35.1,47.5,54.8,74.4,88.9,129.2,151.9,197.4,232.5,289.4,295.6,371.0,402.0,487.8,556.0,636.6,654.2,774.1,888.8,966.3,1015.9,1061.4,1124.4,1149.2,1181.3,1207.1,1248.4,1279.4,1311.5,1346.6,1371.4,1390.0,1436.5,1482.0,1515.1,1546.1,1576.0
Valparaiso,05,San Esteban,05304,20643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,14.5,14.5,14.5,24.2,38.8,43.6,53.3,67.8,82.4,87.2,96.9,140.5,208.3,256.7,295.5,431.1,532.9,605.5,663.7,736.3,823.5,905.9,939.8,954.3,1002.8,1027.0,1041.5,1080.3,1109.3,1128.7,1128.7,1172.3,1172.3,1206.2,1220.8
Valparaiso,05,San Felipe,05701,83494.0,0.0,0.0,6.0,6.0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,10.8,10.8,14.4,20.4,35.9,44.3,86.2,104.2,134.1,154.5,224.0,319.8,426.4,482.7,729.4,831.2,945.0,1008.5,1092.3,1171.3,1216.9,1214.5,1212.1,1267.2,1286.3,1293.5,1333.0,1408.5,1466.0,1522.3,1549.8,1579.8,1588.1,1601.3
Valparaiso,05,Santa Maria,05706,16367.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,12.2,12.2,12.2,12.2,12.2,79.4,97.8,116.1,122.2,122.2,122.2,158.9,158.9,183.3,183.3,201.6,281.1,360.5,378.8,598.8,727.1,830.9,885.9,983.7,1093.7,1173.1,1197.5,1252.5,1307.5,1344.2,1405.3,1466.4,1527.5,1533.6,1558.0,1600.8,1637.4,1661.9,1753.5
Valparaiso,05,Santo Domingo,05606,11934.0,,0.0,0.0,0.0,41.9,41.9,41.9,83.8,92.2,100.6,142.5,142.5,159.2,184.3,176.0,209.5,243.0,276.5,293.3,293.3,318.4,343.6,419.0,477.6,653.6,653.6,821.2,938.5,988.8,997.2,1106.1,1114.5,1148.0,1173.1,1156.4,1206.6,1215.0,1215.0,1223.4,1223.4,1231.8,1231.8,1256.9,1323.9,1332.3,1374.2
Valparaiso,05,Valparaiso,05101,315732.0,5.1,8.2,7.3,8.2,11.4,12.4,13.9,14.3,16.2,18.7,21.2,21.5,30.1,34.5,53.5,60.2,80.8,95.0,112.1,130.5,152.7,187.8,242.3,292.0,352.8,418.7,626.5,719.0,837.1,876.1,962.2,1031.6,1084.5,1110.4,1048.4,1169.7,1200.1,1254.9,1290.3,1401.2,1457.9,1535.8,1573.2,1627.0,1680.9,1748.0
Valparaiso,05,Villa Alemana,05804,139310.0,4.3,5.7,7.9,7.9,8.6,8.6,8.6,8.6,9.3,9.3,10.0,10.8,12.2,13.6,25.8,32.3,45.9,55.3,78.2,87.6,105.5,123.5,167.3,206.7,234.0,265.6,452.9,562.1,653.2,684.8,788.2,868.6,920.2,938.9,865.7,1001.4,1016.4,1041.6,1069.6,1157.8,1195.2,1277.7,1316.5,1369.6,1403.3,1443.5
Valparaiso,05,Vina del Mar,05109,361371.0,8.0,10.5,13.0,14.7,18.3,19.1,19.9,20.8,23.2,26.0,28.5,30.2,34.0,37.4,46.5,55.3,76.1,90.5,112.9,131.7,163.0,200.3,238.3,274.5,323.2,363.6,485.1,551.2,670.8,703.4,779.3,846.2,888.8,923.4,879.7,969.6,988.2,1023.6,1052.9,1136.2,1176.1,1239.2,1289.0,1346.5,1385.6,1438.7
Valparaiso,05,Zapallar,05405,7994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,37.5,37.5,37.5,37.5,75.1,200.2,312.7,412.8,475.4,587.9,713.0,763.1,713.0,850.6,888.2,938.2,938.2,988.2,1088.3,1175.9,1200.9,1238.4,1263.4,1288.5
Valparaiso,05,Total,,1960170.0,4.1,5.7,7.2,8.3,10.2,11.2,13.9,15.3,17.6,19.9,23.2,24.5,30.0,33.0,43.5,50.9,68.6,80.9,104.8,119.2,146.6,173.0,220.2,266.0,319.0,362.6,538.3,618.2,728.1,774.6,860.1,941.3,992.8,1030.0,989.6,1090.1,1120.6,1156.6,1190.0,1277.7,1327.3,1392.7,1435.1,1484.2,1521.3,1571.3
Metropolitana,13,Alhue,13502,7405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.5,67.5,94.5,94.5,135.0,216.1,297.1,702.2,850.8,1012.8,1134.4,1323.4,1647.5,1850.1,2039.2,2160.7,2255.2,2430.8,2511.8,2714.4,2754.9,2930.5,3227.5,3389.6,3497.6,3754.2,3929.8
Metropolitana,13,Buin,13402,109641.0,6.4,7.3,12.8,18.2,18.2,26.4,32.8,36.5,39.2,42.9,48.3,54.7,73.9,83.9,104.0,138.6,197.0,235.3,326.5,394.0,429.6,492.5,631.2,743.3,892.0,952.2,1302.4,1419.2,1551.4,1619.8,1698.3,1822.3,1883.4,1959.1,1992.9,2036.6,2065.8,2094.1,2113.3,2157.0,2212.7,2264.7,2286.6,2321.2,2354.0,2389.6
Metropolitana,13,Calera de Tango,13403,28525.0,21.0,24.5,24.5,24.5,28.0,28.0,35.1,35.1,38.6,49.1,52.6,52.6,59.6,59.6,73.6,80.6,101.7,112.2,175.3,231.4,291.0,326.0,382.1,511.8,652.1,701.1,1027.2,1198.9,1423.3,1500.4,1623.1,1717.8,1763.4,1858.0,1886.1,1938.7,1963.2,1973.7,1987.7,2015.8,2036.8,2054.3,2064.9,2089.4,2106.9,2159.5
Metropolitana,13,Cerrillos,13102,88956.0,0.0,4.5,4.5,5.6,12.4,23.6,32.6,43.8,54.0,59.6,74.2,89.9,145.0,270.9,346.2,369.8,485.6,545.2,718.3,852.1,984.8,1117.4,1262.4,1383.8,1585.1,1736.8,2288.8,2477.6,2680.0,2774.4,2892.4,3042.0,3116.1,3162.2,3203.8,3262.3,3307.3,3351.1,3397.2,3428.7,3453.4,3498.4,3507.4,3532.1,3547.8,3571.4
Metropolitana,13,Cerro Navia,13103,142465.0,13.3,14.7,18.3,21.8,25.3,29.5,40.0,45.6,55.5,69.5,82.8,94.8,125.6,159.3,199.3,271.6,334.1,379.7,597.3,697.0,863.4,1120.3,1328.0,1508.4,1808.2,2158.4,3027.4,3296.2,3616.3,3725.1,3917.5,4042.4,4114.0,4210.2,4255.8,4337.2,4375.1,4432.7,4480.4,4570.2,4633.4,4691.0,4720.5,4756.3,4787.1,4841.2
